time,Utah,pts.away,score,pts.home,Oklahoma City
6:17.0,,,91-93,3,R. Westbrook makes 3-pt shot from 25 ft (assist by P. George)
5:59.0,D. Mitchell misses 2-pt shot from 7 ft (block by A. Abrines),,91-93,,
5:57.0,,,91-93,,Defensive rebound by C. Anthony
5:52.0,,,91-96,3,A. Abrines makes 3-pt shot from 23 ft (assist by R. Westbrook)
5:50.0,Utah full timeout,,91-96,,
5:50.0,J. Crowder enters the game for J. Jerebko,,91-96,,
5:43.0,,,91-96,,Personal foul by C. Anthony (drawn by R. Gobert)
5:34.0,D. Mitchell makes 2-pt shot from 1 ft,2,93-96,,
5:14.0,,,93-96,,P. George misses 2-pt shot from 1 ft
5:09.0,Defensive rebound by R. Rubio,,93-96,,
5:02.0,J. Crowder misses 3-pt shot from 26 ft,,93-96,,
5:00.0,,,93-96,,Defensive rebound by S. Adams
4:50.0,,,93-98,2,R. Westbrook makes 2-pt shot from 14 ft
4:31.0,D. Mitchell misses 3-pt shot from 23 ft,,93-98,,
4:28.0,,,93-98,,Defensive rebound by R. Westbrook
4:18.0,,,93-100,2,R. Westbrook makes 2-pt shot from 10 ft
3:54.0,R. Rubio makes 2-pt shot from 13 ft (assist by D. Mitchell),2,95-100,,
3:41.0,Away from play foul by D. Mitchell (drawn by S. Adams),,95-100,,
3:37.0,,,95-100,,R. Westbrook misses 2-pt shot from 9 ft
3:34.0,Defensive rebound by R. Rubio,,95-100,,
3:21.0,R. Rubio misses 2-pt shot from 15 ft,,95-100,,
3:18.0,,,95-100,,Defensive rebound by R. Westbrook
3:07.0,,,95-102,2,P. George makes 2-pt shot from 11 ft
2:52.0,D. Mitchell makes 2-pt shot from 1 ft,2,97-102,,
2:31.0,,,97-102,,R. Westbrook misses 2-pt shot from 13 ft
2:30.0,Defensive rebound by Team,,97-102,,
2:30.0,,,97-102,,Loose ball foul by S. Adams (drawn by R. Gobert)
2:30.0,,,97-102,,J. Grant enters the game for C. Anthony
2:22.0,D. Mitchell makes 2-pt shot from 2 ft,2,99-102,,
2:05.0,,,99-105,3,P. George makes 3-pt shot from 24 ft
1:50.0,D. Mitchell misses 3-pt shot from 24 ft,,99-105,,
1:48.0,,,99-105,,Defensive rebound by R. Westbrook
1:36.0,,,99-105,,P. George misses 2-pt shot from 17 ft
1:33.0,,,99-105,,Offensive rebound by R. Westbrook
1:33.0,Personal foul by R. Rubio (drawn by R. Westbrook),,99-105,,
1:25.0,,,99-107,2,R. Westbrook makes 2-pt shot from 14 ft
1:24.0,Utah full timeout,,99-107,,
1:24.0,,,99-107,,C. Brewer enters the game for A. Abrines
1:18.0,D. Mitchell misses 3-pt shot from 24 ft,,99-107,,
1:16.0,,,99-107,,Defensive rebound by C. Brewer
0:54.0,,,99-107,,Oklahoma City full timeout
0:53.0,,,99-107,,R. Westbrook misses 3-pt shot from 23 ft
0:50.0,Defensive rebound by J. Crowder,,99-107,,
0:46.0,D. Mitchell misses 2-pt shot from 2 ft (block by P. George),,99-107,,
0:43.0,,,99-107,,Defensive rebound by P. George
0:27.0,,,99-107,,P. George misses 2-pt shot from 6 ft
0:27.0,Defensive rebound by D. Mitchell,,99-107,,
0:21.0,J. Crowder misses 3-pt shot from 25 ft,,99-107,,
0:17.0,,,99-107,,Defensive rebound by P. George
