time,New York,pts.away,score,pts.home,Milwaukee
5:43.0,,,96-109,2,K. Middleton makes 2-pt shot from 1 ft
5:43.0,New York full timeout,,96-109,,
5:43.0,M. Beasley enters the game for E. Kanter,,96-109,,
5:26.0,T. Hardaway misses 3-pt shot from 25 ft,,96-109,,
5:23.0,,,96-109,,Defensive rebound by E. Bledsoe
5:03.0,,,96-112,3,K. Middleton makes 3-pt shot from 26 ft
4:49.0,M. Beasley misses 3-pt shot from 27 ft,,96-112,,
4:47.0,,,96-112,,Defensive rebound by K. Middleton
4:35.0,,,96-112,,Turnover by G. Antetokounmpo (traveling)
4:20.0,,,96-112,,Personal foul by G. Antetokounmpo (drawn by T. Hardaway)
4:18.0,,,96-112,,Personal foul by K. Middleton (drawn by T. Hardaway)
4:12.0,E. Mudiay makes 3-pt shot from 27 ft (assist by M. Beasley),3,99-112,,
3:58.0,,,99-112,,T. Snell misses 3-pt shot from 23 ft
3:55.0,Defensive rebound by M. Beasley,,99-112,,
3:35.0,M. Beasley makes 2-pt shot from 1 ft,2,101-112,,
3:25.0,Personal foul by T. Hardaway (drawn by K. Middleton),,101-112,,
3:25.0,,,101-113,1,K. Middleton makes free throw 1 of 2
3:25.0,,,101-114,1,K. Middleton makes free throw 2 of 2
3:18.0,Shooting foul by K. Middleton (drawn by T. Hardaway),,101-114,,
3:18.0,T. Hardaway makes free throw 1 of 2,1,102-114,,
3:18.0,,,102-114,,Milwaukee full timeout
3:18.0,T. Hardaway makes free throw 2 of 2,1,103-114,,
3:13.0,Personal foul by E. Mudiay (drawn by E. Bledsoe),,103-114,,
3:13.0,,,103-115,1,K. Middleton makes technical free throw
3:13.0,,,103-115,,E. Bledsoe misses free throw 1 of 2
3:13.0,,,103-115,,Offensive rebound by Team
3:13.0,,,103-115,,E. Bledsoe misses free throw 2 of 2
3:09.0,Defensive rebound by T. Hardaway,,103-115,,
2:57.0,M. Beasley misses 2-pt shot from 5 ft,,103-115,,
2:55.0,,,103-115,,Defensive rebound by G. Antetokounmpo
2:50.0,,,103-115,,Shooting foul by M. Beasley (drawn by G. Antetokounmpo)
2:50.0,,,103-116,1,G. Antetokounmpo makes free throw 1 of 2
2:50.0,,,103-116,,G. Antetokounmpo misses free throw 2 of 2
2:47.0,Defensive rebound by T. Hardaway,,103-116,,
2:34.0,E. Mudiay makes 2-pt shot from 15 ft,2,105-116,,
2:06.0,,,105-116,,G. Antetokounmpo misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by E. Mudiay,,105-116,,
1:58.0,E. Mudiay makes 2-pt shot from 15 ft,2,107-116,,
1:51.0,,,107-116,,Turnover by E. Bledsoe (bad pass; steal by L. Thomas)
1:48.0,L. Thomas misses 3-pt shot from 23 ft,,107-116,,
1:46.0,,,107-116,,Defensive rebound by E. Bledsoe
1:41.0,,,107-118,2,J. Henson makes 2-pt shot at rim (assist by E. Bledsoe)
1:41.0,New York full timeout,,107-118,,
1:41.0,,,107-118,,S. Brown enters the game for E. Bledsoe
1:41.0,,,107-118,,X. Munford enters the game for G. Antetokounmpo
1:37.0,T. Hardaway makes 2-pt shot from 1 ft (assist by M. Beasley),2,109-118,,
1:12.0,,,109-118,,K. Middleton misses 3-pt shot from 33 ft
1:12.0,,,109-118,,Offensive rebound by Team
1:12.0,,,109-118,,Turnover by Team (shot clock)
1:08.0,,,109-118,,Personal foul by X. Munford (drawn by E. Mudiay)
1:08.0,E. Mudiay makes free throw 1 of 2,1,110-118,,
1:08.0,E. Mudiay misses free throw 2 of 2,,110-118,,
1:06.0,,,110-118,,Defensive rebound by J. Henson
1:05.0,Personal take foul by T. Hardaway (drawn by S. Brown),,110-118,,
1:05.0,,,110-119,1,S. Brown makes free throw 1 of 2
1:05.0,,,110-120,1,S. Brown makes free throw 2 of 2
0:59.0,E. Mudiay makes 2-pt shot from 1 ft,2,112-120,,
0:46.0,,,112-120,,Turnover by J. Henson (out of bounds lost ball)
0:35.0,E. Mudiay misses 3-pt shot from 28 ft,,112-120,,
0:31.0,,,112-120,,Defensive rebound by S. Brown
0:09.0,,,112-120,,Turnover by Team (shot clock)
