time,LA Lakers,pts.away,score,pts.home,Phoenix
6:15.0,C. Brewer makes 2-pt shot at rim,2,85-81,,
5:57.0,,,85-83,2,D. Booker makes 2-pt shot from 16 ft
5:36.0,K. Kuzma makes 3-pt shot from 25 ft (assist by B. Ingram),3,88-83,,
5:35.0,,,88-83,,Phoenix full timeout
5:35.0,,,88-83,,M. Chriss enters the game for D. Bender
5:22.0,,,88-83,,D. Booker misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by B. Lopez,,88-83,,
5:02.0,C. Brewer makes 3-pt shot from 22 ft (assist by K. Kuzma),3,91-83,,
4:33.0,Jump ball: T. Chandler vs. C. Brewer (D. Booker gains possession),,,,Jump ball: T. Chandler vs. C. Brewer (D. Booker gains possession)
4:29.0,,,91-86,3,D. Booker makes 3-pt shot from 25 ft
4:11.0,K. Kuzma makes 3-pt shot from 27 ft (assist by B. Lopez),3,94-86,,
3:58.0,,,94-88,2,M. Chriss makes 2-pt shot at rim (assist by T. Chandler)
3:44.0,Shooting foul by T. Warren (drawn by B. Ingram),,94-88,,
3:44.0,B. Ingram makes free throw 1 of 2,1,95-88,,
3:44.0,B. Ingram makes free throw 2 of 2,1,96-88,,
3:29.0,,,96-88,,Phoenix full timeout
3:29.0,,,96-88,,J. Jackson enters the game for T. Ulis
3:24.0,,,96-88,,D. Booker misses 2-pt shot from 21 ft
3:22.0,Defensive rebound by K. Kuzma,,96-88,,
3:11.0,B. Ingram misses 2-pt shot from 19 ft,,96-88,,
3:08.0,,,96-88,,Defensive rebound by M. Chriss
2:57.0,,,96-88,,J. Jackson misses 2-pt shot from 2 ft
2:55.0,Defensive rebound by J. Clarkson,,96-88,,
2:43.0,J. Clarkson makes 2-pt shot from 2 ft,2,98-88,,
2:31.0,,,98-88,,T. Warren misses 2-pt shot at rim
2:30.0,,,98-88,,Offensive rebound by T. Chandler
2:30.0,,,98-88,,Shooting foul by J. Clarkson (drawn by T. Chandler)
2:30.0,,,98-89,1,T. Chandler makes free throw 1 of 2
2:30.0,,,98-89,,T. Chandler misses free throw 2 of 2
2:26.0,Defensive rebound by K. Kuzma,,98-89,,
2:04.0,J. Clarkson misses 2-pt shot from 12 ft,,98-89,,
2:01.0,,,98-89,,Defensive rebound by T. Chandler
1:52.0,,,98-89,,M. Chriss misses 2-pt shot from 6 ft
1:48.0,Jump ball: M. Chriss vs. B. Ingram (T. Warren gains possession),,,,Jump ball: M. Chriss vs. B. Ingram (T. Warren gains possession)
1:48.0,,,98-89,,Offensive rebound by Team
1:44.0,,,98-89,,D. Booker misses 2-pt shot from 15 ft
1:42.0,,,98-89,,Offensive rebound by M. Chriss
1:39.0,,,98-89,,Turnover by M. Chriss (traveling)
1:23.0,J. Clarkson misses 3-pt shot from 23 ft,,98-89,,
1:21.0,,,98-89,,Defensive rebound by M. Chriss
1:18.0,,,98-89,,Shooting foul by B. Lopez (drawn by D. Booker)
1:18.0,,,98-90,1,D. Booker makes free throw 1 of 2
1:18.0,,,98-91,1,D. Booker makes free throw 2 of 2
0:58.0,Offensive foul by B. Ingram (drawn by T. Chandler),,98-91,,
0:58.0,Turnover by B. Ingram (offensive foul),,98-91,,
0:58.0,,,98-91,,Phoenix full timeout
0:58.0,,,98-91,,M. James enters the game for M. Chriss
0:58.0,,,98-91,,T. Daniels enters the game for T. Warren
0:51.0,,,98-91,,D. Booker misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by K. Kuzma,,98-91,,
0:47.0,,,98-91,,Personal take foul by T. Chandler (drawn by B. Ingram)
0:47.0,B. Ingram misses free throw 1 of 2,,98-91,,
0:47.0,Offensive rebound by Team,,98-91,,
0:47.0,,,98-91,,T. Warren enters the game for J. Jackson
0:47.0,,,98-91,,M. Chriss enters the game for T. Daniels
0:47.0,B. Ingram misses free throw 2 of 2,,98-91,,
0:43.0,Offensive rebound by B. Ingram,,98-91,,
0:43.0,,,98-91,,Personal take foul by M. Chriss (drawn by C. Brewer)
0:43.0,C. Brewer makes free throw 1 of 2,1,99-91,,
0:43.0,C. Brewer makes free throw 2 of 2,1,100-91,,
0:37.0,,,100-91,,D. Booker misses 2-pt shot from 5 ft
0:35.0,Defensive rebound by K. Kuzma,,100-91,,
0:14.0,C. Brewer misses 3-pt shot from 23 ft,,100-91,,
0:11.0,,,100-91,,Defensive rebound by T. Chandler
0:07.0,,,100-93,2,T. Warren makes 2-pt shot from 2 ft (assist by T. Chandler)
