time,Oklahoma City,pts.away,score,pts.home,Sacramento
2:27.0,,,78-85,,Defensive rebound by Z. Randolph
2:14.0,,,78-85,,D. Fox misses 2-pt shot from 2 ft
2:11.0,Defensive rebound by J. Grant,,78-85,,
2:05.0,Shooting foul by J. Jackson (drawn by C. Anthony),,78-85,,
2:05.0,C. Anthony makes free throw 1 of 2,1,79-85,,
2:05.0,C. Anthony makes free throw 2 of 2,1,80-85,,
1:48.0,,,80-87,2,J. Jackson makes 2-pt shot from 2 ft (assist by Z. Randolph)
1:48.0,Violation by J. Grant (def goaltending),,80-87,,
1:37.0,C. Anthony makes 3-pt shot from 25 ft (assist by R. Westbrook),3,83-87,,
1:18.0,,,83-89,2,Z. Randolph makes 2-pt shot from 2 ft (assist by D. Fox)
1:04.0,C. Anthony misses 2-pt shot from 20 ft,,83-89,,
1:00.0,,,83-89,,Defensive rebound by B. Hield
0:42.0,,,83-89,,Z. Randolph misses 2-pt shot from 14 ft
0:41.0,Defensive rebound by J. Grant,,83-89,,
0:41.0,Oklahoma City full timeout,,83-89,,
0:36.0,P. George misses 3-pt shot from 25 ft,,83-89,,
0:33.0,,,83-89,,Defensive rebound by G. Temple
0:33.0,Personal foul by S. Adams (drawn by G. Temple),,83-89,,
0:33.0,,,83-89,,G. Hill enters the game for D. Fox
0:33.0,A. Roberson enters the game for C. Anthony,,83-89,,
0:26.0,,,83-89,,Turnover by Z. Randolph (lost ball; steal by P. George)
0:20.0,R. Westbrook misses 3-pt shot from 25 ft,,83-89,,
0:17.0,Offensive rebound by A. Roberson,,83-89,,
0:16.0,R. Westbrook makes 3-pt shot from 25 ft (assist by A. Roberson),3,86-89,,
0:16.0,,,86-89,,Sacramento full timeout
0:14.0,Personal foul by S. Adams (drawn by G. Hill),,86-89,,
0:14.0,,,86-89,,G. Hill misses free throw 2 of 2
0:14.0,Defensive rebound by J. Grant,,86-89,,
0:14.0,,,86-90,1,G. Hill makes free throw 1 of 2
0:14.0,,,86-90,,W. Cauley-Stein enters the game for Z. Randolph
0:14.0,A. Abrines enters the game for A. Roberson,,86-90,,
0:14.0,Oklahoma City full timeout,,86-90,,
0:14.0,,,86-90,,Z. Randolph enters the game for W. Cauley-Stein
0:14.0,C. Anthony enters the game for J. Grant,,86-90,,
0:11.0,P. George misses 3-pt shot from 25 ft,,86-90,,
0:09.0,,,86-90,,Defensive rebound by B. Hield
0:09.0,Personal foul by A. Abrines (drawn by B. Hield),,86-90,,
0:09.0,,,86-91,1,B. Hield makes free throw 1 of 2
0:09.0,,,86-91,,W. Cauley-Stein enters the game for Z. Randolph
0:09.0,,,86-92,1,B. Hield makes free throw 2 of 2
0:04.0,Turnover by R. Westbrook (lost ball; steal by B. Hield),,86-92,,
0:01.0,,,86-94,2,J. Jackson makes 2-pt shot from 1 ft (assist by B. Hield)
