time,Milwaukee,pts.away,score,pts.home,Brooklyn
3:58.0,,,103-89,,Q. Acy enters the game for J. Allen
3:46.0,,,103-91,2,A. Crabbe makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
3:30.0,E. Bledsoe makes 2-pt shot from 11 ft,2,105-91,,
3:17.0,,,105-91,,A. Crabbe misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by S. Brown,,105-91,,
2:58.0,E. Bledsoe makes 2-pt shot at rim,2,107-91,,
2:46.0,,,107-91,,Q. Acy misses 3-pt shot from 24 ft
2:41.0,Defensive rebound by J. Henson,,107-91,,
2:24.0,E. Bledsoe misses 3-pt shot from 26 ft,,107-91,,
2:21.0,,,107-91,,Defensive rebound by A. Crabbe
2:19.0,,,107-91,,Brooklyn full timeout
2:19.0,,,107-91,,J. Webb enters the game for D. Carroll
2:19.0,,,107-91,,N. Stauskas enters the game for A. Crabbe
2:19.0,,,107-91,,J. Okafor enters the game for Q. Acy
2:06.0,,,107-91,,N. Stauskas misses 2-pt shot from 9 ft
2:04.0,Defensive rebound by S. Brown,,107-91,,
1:49.0,J. Henson makes 2-pt shot from 21 ft,2,109-91,,
1:36.0,J. Terry enters the game for E. Bledsoe,,109-91,,
1:36.0,R. Vaughn enters the game for T. Snell,,109-91,,
1:36.0,S. Kilpatrick enters the game for K. Middleton,,109-91,,
1:36.0,T. Maker enters the game for J. Henson,,109-91,,
1:23.0,,,109-91,,S. Dinwiddie misses 2-pt shot from 18 ft
1:21.0,Defensive rebound by S. Brown,,109-91,,
1:11.0,Turnover by R. Vaughn (lost ball; steal by S. Dinwiddie),,109-91,,
1:08.0,,,109-93,2,J. Harris makes 2-pt shot from 2 ft (assist by S. Dinwiddie)
1:08.0,,,109-93,,Shooting foul by S. Kilpatrick (drawn by J. Harris)
1:08.0,,,109-94,1,J. Harris makes free throw 1 of 1
0:55.0,Turnover by R. Vaughn (bad pass),,109-94,,
0:38.0,,,109-94,,S. Dinwiddie misses 3-pt shot from 25 ft
0:36.0,,,109-94,,Offensive rebound by J. Webb
0:27.0,,,109-94,,Turnover by J. Webb (bad pass)
0:03.0,Turnover by Team (shot clock),,109-94,,
