time,Philadelphia,pts.away,score,pts.home,Miami
10:25.0,Turnover by R. Covington (bad pass; steal by D. Wade),,81-83,,
10:13.0,,,81-83,,J. Johnson misses 2-pt shot at rim (block by J. Embiid)
10:09.0,Defensive rebound by J. Embiid,,81-83,,
10:07.0,B. Simmons misses 2-pt shot at rim,,81-83,,
10:07.0,Offensive rebound by B. Simmons,,81-83,,
10:07.0,B. Simmons misses 2-pt shot at rim,,81-83,,
10:07.0,Offensive rebound by B. Simmons,,81-83,,
10:07.0,B. Simmons makes 2-pt shot at rim,2,83-83,,
10:07.0,,,83-83,,Miami full timeout
10:07.0,,,83-83,,H. Whiteside enters the game for B. Adebayo
9:46.0,,,83-83,,G. Dragic misses 2-pt shot from 15 ft
9:45.0,,,83-83,,Offensive rebound by H. Whiteside
9:43.0,,,83-83,,H. Whiteside misses 2-pt shot from 1 ft
9:40.0,Defensive rebound by J. Embiid,,83-83,,
9:26.0,Shooting foul by D. Wade (drawn by J. Embiid),,83-83,,
9:26.0,J. Embiid makes free throw 1 of 2,1,84-83,,
9:26.0,J. Embiid makes free throw 2 of 2,1,85-83,,
9:14.0,,,85-83,,H. Whiteside misses 2-pt shot from 1 ft (block by J. Embiid)
9:12.0,Defensive rebound by J. Embiid,,85-83,,
9:01.0,J. Redick makes 2-pt shot at rim (assist by E. Ilyasova),2,87-83,,
8:43.0,Jump ball: G. Dragic vs. R. Covington (E. Ilyasova gains possession),,,,Jump ball: G. Dragic vs. R. Covington (E. Ilyasova gains possession)
8:43.0,,,87-83,,Turnover by G. Dragic (turnover; steal by R. Covington)
8:28.0,E. Ilyasova misses 3-pt shot from 24 ft,,87-83,,
8:23.0,,,87-83,,Defensive rebound by H. Whiteside
8:12.0,,,87-85,2,D. Wade makes 2-pt shot from 19 ft
7:54.0,J. Redick misses 3-pt shot from 25 ft,,87-85,,
7:51.0,Offensive rebound by B. Simmons,,87-85,,
7:49.0,J. Redick misses 3-pt shot from 24 ft,,87-85,,
7:47.0,Offensive rebound by J. Embiid,,87-85,,
7:42.0,E. Ilyasova misses 3-pt shot from 24 ft,,87-85,,
7:40.0,,,87-85,,Defensive rebound by Team
7:29.0,,,87-85,,D. Wade misses 2-pt shot from 18 ft
7:24.0,Defensive rebound by R. Covington,,87-85,,
7:10.0,J. Redick makes 2-pt shot from 2 ft (assist by B. Simmons),2,89-85,,
7:00.0,Personal foul by R. Covington (drawn by G. Dragic),,89-85,,
7:00.0,,,89-85,,J. Winslow enters the game for D. Wade
7:00.0,D. Saric enters the game for J. Embiid,,89-85,,
6:47.0,,,89-85,,Miami full timeout
6:47.0,,,89-85,,W. Ellington enters the game for H. Whiteside
6:47.0,M. Belinelli enters the game for R. Covington,,89-85,,
6:44.0,,,89-85,,J. Winslow misses 2-pt shot from 13 ft
6:41.0,Defensive rebound by B. Simmons,,89-85,,
6:23.0,D. Saric misses 3-pt shot from 25 ft,,89-85,,
6:23.0,Offensive rebound by Team,,89-85,,
6:23.0,,,89-85,,Loose ball foul by J. Richardson (drawn by E. Ilyasova)
6:13.0,B. Simmons makes 2-pt shot from 12 ft (assist by J. Redick),2,91-85,,
6:04.0,,,91-85,,Turnover by G. Dragic (bad pass; steal by J. Redick)
5:50.0,Shooting foul by J. Winslow (drawn by B. Simmons),,91-85,,
5:50.0,B. Simmons makes free throw 1 of 2,1,92-85,,
5:50.0,B. Simmons misses free throw 2 of 2,,92-85,,
5:48.0,,,92-85,,Defensive rebound by G. Dragic
5:40.0,,,92-87,2,J. Richardson makes 2-pt shot from 10 ft
5:15.0,D. Saric makes 2-pt shot from 1 ft,2,94-87,,
5:06.0,,,94-90,3,J. Johnson makes 3-pt shot from 24 ft
4:45.0,J. Redick misses 2-pt shot from 19 ft,,94-90,,
4:41.0,Offensive rebound by E. Ilyasova,,94-90,,
4:39.0,E. Ilyasova makes 2-pt shot at rim,2,96-90,,
4:38.0,Personal foul by M. Belinelli (drawn by J. Johnson),,96-90,,
4:38.0,,,96-90,,D. Wade enters the game for W. Ellington
4:29.0,,,96-90,,D. Wade misses 2-pt shot from 1 ft
4:28.0,,,96-90,,Offensive rebound by J. Richardson
4:27.0,,,96-90,,J. Richardson misses 2-pt shot from 1 ft
4:27.0,Defensive rebound by Team,,96-90,,
4:27.0,,,96-90,,Loose ball foul by J. Winslow (drawn by D. Saric)
4:09.0,Philadelphia full timeout,,96-90,,
4:09.0,J. Embiid enters the game for M. Belinelli,,96-90,,
4:09.0,R. Covington enters the game for E. Ilyasova,,96-90,,
4:05.0,,,96-90,,Personal foul by J. Johnson (drawn by J. Embiid)
4:05.0,J. Embiid makes free throw 1 of 2,1,97-90,,
4:05.0,,,97-90,,B. Adebayo enters the game for J. Johnson
4:05.0,J. Embiid misses free throw 2 of 2,,97-90,,
4:01.0,,,97-90,,Defensive rebound by B. Adebayo
3:47.0,,,97-92,2,D. Wade makes 2-pt shot at rim (assist by G. Dragic)
3:31.0,J. Redick misses 2-pt shot from 10 ft,,97-92,,
3:30.0,Offensive rebound by D. Saric,,97-92,,
3:29.0,D. Saric misses 2-pt shot at rim,,97-92,,
3:28.0,Offensive rebound by J. Embiid,,97-92,,
3:28.0,,,97-92,,Personal foul by B. Adebayo (drawn by J. Embiid)
3:28.0,J. Embiid makes free throw 1 of 2,1,98-92,,
3:28.0,,,98-92,,H. Whiteside enters the game for B. Adebayo
3:28.0,J. Embiid misses free throw 2 of 2,,98-92,,
3:25.0,,,98-92,,Defensive rebound by H. Whiteside
3:22.0,,,98-92,,G. Dragic misses 2-pt shot from 2 ft (block by J. Embiid)
3:22.0,,,98-92,,Offensive rebound by Team
3:07.0,,,98-92,,G. Dragic misses 3-pt shot from 25 ft
3:03.0,,,98-92,,Offensive rebound by D. Wade
3:02.0,,,98-92,,D. Wade misses 2-pt shot at rim
2:54.0,,,98-92,,Offensive rebound by H. Whiteside
2:54.0,,,98-94,2,H. Whiteside makes 2-pt shot at rim
2:42.0,D. Saric misses 2-pt shot from 1 ft,,98-94,,
2:40.0,,,98-94,,Defensive rebound by H. Whiteside
2:37.0,,,98-94,,Shooting foul by J. Embiid (drawn by J. Winslow)
2:37.0,,,98-94,,J. Winslow misses free throw 1 of 2
2:37.0,,,98-94,,Offensive rebound by Team
2:37.0,,,98-94,,J. Winslow misses free throw 2 of 2
2:35.0,,,98-94,,Offensive rebound by J. Winslow
2:21.0,,,98-94,,D. Wade misses 2-pt shot from 19 ft
2:20.0,Defensive rebound by Team,,98-94,,
2:20.0,,,98-94,,Loose ball foul by J. Winslow (drawn by R. Covington)
2:20.0,R. Covington makes free throw 1 of 2,1,99-94,,
2:20.0,R. Covington makes free throw 2 of 2,1,100-94,,
2:09.0,,,100-94,,Turnover by J. Winslow (out of bounds lost ball)
1:52.0,J. Embiid misses 2-pt shot from 11 ft,,100-94,,
1:49.0,,,100-94,,Defensive rebound by H. Whiteside
1:45.0,,,100-96,2,D. Wade makes 2-pt shot from 4 ft (assist by G. Dragic)
1:45.0,,,100-96,,Shooting foul by D. Saric (drawn by D. Wade)
1:45.0,,,100-96,,J. Johnson enters the game for J. Winslow
1:45.0,,,100-97,1,D. Wade makes free throw 1 of 1
1:20.0,Turnover by J. Embiid (bad pass; steal by J. Richardson),,100-97,,
1:13.0,,,100-99,2,D. Wade makes 2-pt shot at rim (assist by J. Johnson)
0:58.0,B. Simmons makes 2-pt shot from 1 ft,2,102-99,,
0:58.0,,,102-99,,Miami full timeout
0:58.0,M. Belinelli enters the game for D. Saric,,102-99,,
0:43.0,,,102-101,2,D. Wade makes 2-pt shot from 16 ft
0:30.0,J. Redick makes 2-pt shot from 18 ft (assist by J. Embiid),2,104-101,,
0:30.0,,,104-101,,Miami full timeout
0:30.0,,,104-101,,J. Winslow enters the game for H. Whiteside
0:17.0,,,104-101,,Shooting foul by J. Embiid (drawn by D. Wade)
0:17.0,,,104-102,1,D. Wade makes free throw 1 of 2
0:17.0,,,104-102,,D. Wade misses free throw 2 of 2
0:16.0,Defensive rebound by J. Redick,,104-102,,
0:16.0,,,104-102,,Personal foul by J. Johnson (drawn by J. Redick)
0:16.0,J. Redick makes free throw 1 of 2,1,105-102,,
0:16.0,,,105-102,,W. Ellington enters the game for J. Winslow
0:16.0,T. McConnell enters the game for J. Embiid,,105-102,,
0:16.0,J. Redick makes free throw 2 of 2,1,106-102,,
0:08.0,,,106-102,,J. Richardson misses 2-pt shot from 1 ft
0:06.0,,,106-102,,Offensive rebound by J. Richardson
0:04.0,,,106-102,,J. Johnson misses 2-pt shot from 9 ft
0:01.0,Defensive rebound by B. Simmons,,106-102,,
