time,Oklahoma City,pts.away,score,pts.home,Utah
3:14.0,R. Felton makes 3-pt shot from 24 ft (assist by R. Westbrook),3,92-108,,
2:53.0,,,92-108,,Shooting foul by C. Anthony (drawn by D. Favors)
2:53.0,,,92-108,,D. Favors misses free throw 1 of 2
2:53.0,,,92-108,,Offensive rebound by Team
2:53.0,,,92-108,,D. Favors misses free throw 2 of 2
2:51.0,Defensive rebound by R. Westbrook,,92-108,,
2:36.0,S. Adams misses 2-pt shot from 2 ft (block by D. Favors),,92-108,,
2:32.0,,,92-108,,Defensive rebound by D. Mitchell
2:30.0,,,92-110,2,D. Mitchell makes 2-pt shot from 2 ft
2:29.0,Oklahoma City full timeout,,92-110,,
2:29.0,J. Grant enters the game for R. Westbrook,,92-110,,
2:29.0,P. Patterson enters the game for S. Adams,,92-110,,
2:29.0,T. Ferguson enters the game for P. George,,92-110,,
2:29.0,A. Abrines enters the game for C. Anthony,,92-110,,
2:18.0,Shooting foul by R. Gobert (drawn by J. Grant),,92-110,,
2:18.0,J. Grant misses free throw 1 of 2,,92-110,,
2:18.0,Offensive rebound by Team,,92-110,,
2:18.0,,,92-110,,J. Jerebko enters the game for J. Ingles
2:18.0,,,92-110,,R. O'Neale enters the game for R. Rubio
2:18.0,,,92-110,,D. Exum enters the game for D. Favors
2:18.0,,,92-110,,E. Udoh enters the game for R. Gobert
2:18.0,J. Grant makes free throw 2 of 2,1,93-110,,
2:01.0,,,93-113,3,D. Mitchell makes 3-pt shot from 25 ft
1:49.0,J. Grant makes 2-pt shot from 1 ft (assist by R. Felton),2,95-113,,
1:49.0,Shooting foul by E. Udoh (drawn by J. Grant),,95-113,,
1:49.0,,,95-113,,A. Burks enters the game for D. Mitchell
1:49.0,D. Johnson enters the game for P. Patterson,,95-113,,
1:49.0,J. Huestis enters the game for R. Felton,,95-113,,
1:49.0,J. Grant misses free throw 1 of 1,,95-113,,
1:49.0,,,95-113,,Defensive rebound by J. Jerebko
1:29.0,,,95-113,,Turnover by E. Udoh (out of bounds lost ball)
1:29.0,,,95-113,,R. Neto enters the game for D. Exum
1:29.0,,,95-113,,D. Stockton enters the game for R. O'Neale
1:16.0,T. Ferguson makes 3-pt shot from 26 ft (assist by A. Abrines),3,98-113,,
1:01.0,,,98-115,2,A. Burks makes 2-pt shot from 16 ft
0:51.0,A. Abrines misses 2-pt shot from 17 ft,,98-115,,
0:47.0,Offensive rebound by T. Ferguson,,98-115,,
0:45.0,J. Huestis makes 2-pt shot from 3 ft (assist by T. Ferguson),2,100-115,,
0:34.0,,,100-115,,A. Burks misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by J. Grant,,100-115,,
0:15.0,J. Grant makes 2-pt shot from 1 ft,2,102-115,,
