time,Atlanta,pts.away,score,pts.home,Charlotte
8:11.0,,,95-92,2,J. Lamb makes 2-pt shot from 1 ft
8:11.0,,,95-92,,Shooting foul by T. Dorsey (drawn by J. Lamb)
8:11.0,,,95-93,1,J. Lamb makes free throw 1 of 1
7:57.0,K. Bazemore makes 2-pt shot from 2 ft (assist by M. Muscala),2,97-93,,
7:35.0,,,97-93,,K. Walker misses 3-pt shot from 25 ft
7:32.0,,,97-93,,Offensive rebound by D. Howard
7:32.0,,,97-93,,Shooting foul by M. Muscala (drawn by D. Howard)
7:32.0,,,97-93,,D. Howard misses free throw 1 of 2
7:32.0,,,97-93,,Offensive rebound by Team
7:32.0,,,97-94,1,D. Howard makes free throw 2 of 2
7:16.0,M. Muscala makes 2-pt shot from 1 ft (assist by K. Bazemore),2,99-94,,
7:02.0,,,99-96,2,D. Howard makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
6:52.0,,,99-96,,Charlotte full timeout
6:52.0,,,99-96,,N. Batum enters the game for J. Lamb
6:46.0,Jump ball: M. Carter-Williams vs. D. Schroder (E. Ilyasova gains possession),,,,Jump ball: M. Carter-Williams vs. D. Schroder (E. Ilyasova gains possession)
6:44.0,E. Ilyasova makes 2-pt shot from 1 ft,2,101-96,,
6:32.0,Personal foul by K. Bazemore (drawn by N. Batum),,101-96,,
6:32.0,,,101-97,1,N. Batum makes free throw 1 of 2
6:32.0,,,101-97,,M. Kidd-Gilchrist enters the game for M. Carter-Williams
6:32.0,M. Delaney enters the game for D. Schroder,,101-97,,
6:32.0,,,101-98,1,N. Batum makes free throw 2 of 2
6:18.0,E. Ilyasova misses 2-pt shot from 1 ft (block by D. Howard),,101-98,,
6:18.0,,,101-98,,Defensive rebound by D. Howard
6:18.0,Personal foul by M. Muscala (drawn by D. Howard),,101-98,,
6:18.0,,,101-98,,D. Howard misses free throw 1 of 2
6:18.0,,,101-98,,Offensive rebound by Team
6:18.0,D. Dedmon enters the game for T. Dorsey,,101-98,,
6:18.0,T. Waller-Prince enters the game for M. Muscala,,101-98,,
6:18.0,,,101-99,1,D. Howard makes free throw 2 of 2
5:54.0,K. Bazemore misses 3-pt shot from 25 ft,,101-99,,
5:50.0,,,101-99,,Defensive rebound by D. Howard
5:35.0,,,101-99,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
5:35.0,,,101-99,,Offensive rebound by Team
5:33.0,,,101-99,,F. Kaminsky misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by D. Dedmon,,101-99,,
5:13.0,Shooting foul by F. Kaminsky (drawn by K. Bazemore),,101-99,,
5:13.0,K. Bazemore makes free throw 1 of 2,1,102-99,,
5:13.0,,,102-99,,M. Williams enters the game for F. Kaminsky
5:13.0,K. Bazemore makes free throw 2 of 2,1,103-99,,
4:59.0,,,103-102,3,N. Batum makes 3-pt shot from 26 ft (assist by M. Williams)
4:45.0,T. Waller-Prince misses 2-pt shot from 4 ft (block by D. Howard),,103-102,,
4:42.0,,,103-102,,Defensive rebound by N. Batum
4:32.0,,,103-104,2,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker)
4:32.0,Atlanta full timeout,,103-104,,
4:18.0,Turnover by D. Dedmon (bad pass; steal by M. Williams),,103-104,,
4:12.0,,,103-104,,Turnover by N. Batum (bad pass; steal by T. Waller-Prince)
4:08.0,T. Waller-Prince makes 2-pt shot at rim,2,105-104,,
3:50.0,,,105-106,2,K. Walker makes 2-pt shot from 1 ft
3:49.0,,,105-106,,Loose ball foul by D. Howard (drawn by E. Ilyasova)
3:49.0,E. Ilyasova makes free throw 1 of 2,1,106-106,,
3:49.0,M. Muscala enters the game for D. Dedmon,,106-106,,
3:49.0,E. Ilyasova makes free throw 2 of 2,1,107-106,,
3:32.0,,,107-106,,Turnover by K. Walker (bad pass; steal by E. Ilyasova)
3:23.0,Offensive foul by T. Waller-Prince (drawn by K. Walker),,107-106,,
3:23.0,Turnover by T. Waller-Prince (offensive foul),,107-106,,
3:15.0,,,107-109,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
3:05.0,Atlanta full timeout,,107-109,,
2:59.0,Shooting foul by K. Walker (drawn by M. Muscala),,107-109,,
2:59.0,M. Muscala makes free throw 1 of 3,1,108-109,,
2:59.0,M. Muscala makes free throw 2 of 3,1,109-109,,
2:59.0,M. Muscala makes free throw 3 of 3,1,110-109,,
2:44.0,,,110-111,2,K. Walker makes 2-pt shot from 16 ft (assist by M. Williams)
2:20.0,T. Waller-Prince misses 3-pt shot from 22 ft,,110-111,,
2:17.0,,,110-111,,Defensive rebound by M. Williams
2:11.0,,,110-114,3,K. Walker makes 3-pt shot from 26 ft
1:54.0,K. Bazemore misses 2-pt shot from 3 ft (block by D. Howard),,110-114,,
1:50.0,,,110-114,,Defensive rebound by N. Batum
1:44.0,,,110-114,,K. Walker misses 2-pt shot from 11 ft
1:40.0,,,110-114,,Offensive rebound by K. Walker
1:24.0,,,110-116,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
1:24.0,Atlanta full timeout,,110-116,,
1:24.0,M. Belinelli enters the game for M. Muscala,,110-116,,
1:15.0,Turnover by K. Bazemore (bad pass),,110-116,,
1:03.0,,,110-119,3,M. Williams makes 3-pt shot from 26 ft (assist by N. Batum)
0:55.0,K. Bazemore misses 3-pt shot from 25 ft,,110-119,,
0:52.0,,,110-119,,Defensive rebound by D. Howard
0:38.0,,,110-119,,K. Walker misses 3-pt shot from 26 ft
0:34.0,,,110-119,,Offensive rebound by M. Williams
0:17.0,,,110-119,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
0:13.0,,,110-119,,Offensive rebound by D. Howard
0:13.0,,,110-121,2,D. Howard makes 2-pt shot from 1 ft
0:02.0,K. Bazemore misses 3-pt shot from 25 ft,,110-121,,
0:02.0,,,110-121,,Defensive rebound by M. Kidd-Gilchrist
