time,LA Lakers,pts.away,score,pts.home,Minnesota
5:25.0,,,103-104,,J. Teague enters the game for T. Jones
5:25.0,,,103-105,1,J. Butler makes free throw 3 of 3
5:16.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,103-105,,
5:11.0,,,103-105,,Defensive rebound by J. Butler
5:00.0,,,103-105,,J. Butler misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by I. Zubac,,103-105,,
4:50.0,,,103-105,,Personal foul by J. Butler (drawn by J. Randle)
4:50.0,J. Randle misses free throw 1 of 2,,103-105,,
4:50.0,Offensive rebound by Team,,103-105,,
4:50.0,B. Lopez enters the game for I. Zubac,,103-105,,
4:50.0,J. Randle makes free throw 2 of 2,1,104-105,,
4:33.0,,,104-105,,Shooting foul by B. Lopez (drawn by J. Butler)
4:33.0,,,104-106,1,J. Butler makes free throw 1 of 2
4:33.0,,,104-107,1,J. Butler makes free throw 2 of 2
4:13.0,B. Ingram misses 3-pt shot from 24 ft,,104-107,,
4:11.0,,,104-107,,Defensive rebound by K. Towns
3:59.0,,,104-109,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler)
3:59.0,,,104-109,,Shooting foul by K. Caldwell-Pope (drawn by T. Gibson)
3:59.0,I. Thomas enters the game for J. Hart,,104-109,,
3:59.0,,,104-110,1,T. Gibson makes free throw 1 of 1
3:44.0,I. Thomas misses 3-pt shot from 24 ft,,104-110,,
3:42.0,Offensive rebound by B. Ingram,,104-110,,
3:34.0,B. Ingram makes 2-pt shot from 7 ft,2,106-110,,
3:34.0,Shooting foul by T. Gibson (drawn by B. Ingram),,106-110,,
3:34.0,B. Ingram misses free throw 1 of 1,,106-110,,
3:33.0,,,106-110,,Defensive rebound by Team
3:21.0,,,106-110,,J. Butler misses 2-pt shot from 15 ft
3:20.0,,,106-110,,Offensive rebound by Team
3:20.0,Loose ball foul by J. Randle (drawn by T. Gibson),,106-110,,
3:20.0,,,106-111,1,T. Gibson makes free throw 1 of 2
3:20.0,,,106-112,1,T. Gibson makes free throw 2 of 2
2:57.0,Offensive charge foul by J. Randle (drawn by K. Towns),,106-112,,
2:57.0,Turnover by J. Randle (offensive foul),,106-112,,
2:57.0,,,106-112,,Minnesota full timeout
2:38.0,,,106-112,,J. Butler misses 2-pt shot from 15 ft
2:36.0,Defensive rebound by J. Randle,,106-112,,
2:20.0,J. Randle misses 2-pt shot from 6 ft,,106-112,,
2:18.0,,,106-112,,Defensive rebound by K. Towns
1:58.0,,,106-114,2,K. Towns makes 2-pt shot from 3 ft (assist by J. Butler)
1:46.0,B. Ingram makes 2-pt shot from 1 ft,2,108-114,,
1:27.0,,,108-114,,J. Butler misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by J. Randle,,108-114,,
1:16.0,J. Randle misses 2-pt shot from 1 ft (block by J. Butler),,108-114,,
1:15.0,Offensive rebound by J. Randle,,108-114,,
1:09.0,I. Thomas misses 2-pt shot from 2 ft (block by J. Butler),,108-114,,
1:08.0,,,108-114,,Defensive rebound by J. Teague
1:02.0,Personal foul by K. Caldwell-Pope (drawn by J. Teague),,108-114,,
1:02.0,,,108-115,1,J. Teague makes free throw 1 of 2
1:02.0,,,108-115,,J. Teague misses free throw 2 of 2
0:59.0,Defensive rebound by B. Ingram,,108-115,,
0:58.0,K. Kuzma enters the game for B. Lopez,,108-115,,
0:57.0,Turnover by I. Thomas (out of bounds lost ball),,108-115,,
0:47.0,,,108-115,,Turnover by J. Butler (lost ball; steal by K. Caldwell-Pope)
0:41.0,K. Kuzma misses 3-pt shot from 24 ft,,108-115,,
0:37.0,,,108-115,,Defensive rebound by J. Butler
0:34.0,Personal foul by B. Ingram (drawn by J. Teague),,108-115,,
0:34.0,,,108-116,1,J. Teague makes free throw 1 of 2
0:34.0,,,108-117,1,J. Teague makes free throw 2 of 2
0:34.0,LA Lakers full timeout,,108-117,,
0:30.0,J. Randle makes 2-pt shot at rim (assist by B. Ingram),2,110-117,,
0:27.0,Personal take foul by J. Randle (drawn by J. Teague),,110-117,,
0:27.0,J. Hart enters the game for J. Randle,,110-117,,
0:27.0,,,110-118,1,J. Teague makes free throw 1 of 2
0:27.0,,,110-119,1,J. Teague makes free throw 2 of 2
0:27.0,LA Lakers full timeout,,110-119,,
0:27.0,I. Zubac enters the game for J. Hart,,110-119,,
0:25.0,K. Kuzma misses 3-pt shot from 25 ft,,110-119,,
0:23.0,Offensive rebound by Team,,110-119,,
0:23.0,,,110-119,,Personal foul by T. Gibson (drawn by I. Zubac)
0:23.0,,,110-119,,N. Bjelica enters the game for T. Gibson
0:23.0,I. Zubac makes free throw 1 of 2,1,111-119,,
0:23.0,I. Zubac misses free throw 2 of 2,,111-119,,
0:21.0,,,111-119,,Defensive rebound by K. Towns
