time,Boston,pts.away,score,pts.home,New York
5:50.0,A. Horford misses 2-pt shot from 1 ft,,101-96,,
5:49.0,Offensive rebound by T. Rozier,,101-96,,
5:49.0,T. Rozier makes 2-pt shot at rim,2,103-96,,
5:49.0,,,103-96,,New York full timeout
5:49.0,,,103-96,,M. Beasley enters the game for F. Ntilikina
5:49.0,,,103-96,,T. Hardaway enters the game for L. Thomas
5:37.0,,,103-96,,T. Hardaway misses 3-pt shot from 26 ft
5:33.0,Defensive rebound by A. Horford,,103-96,,
5:24.0,A. Horford makes 3-pt shot from 26 ft (assist by K. Irving),3,106-96,,
5:06.0,,,106-96,,Shooting foul by M. Morris (drawn by M. Beasley)
5:06.0,,,106-97,1,M. Beasley makes free throw 1 of 2
5:06.0,,,106-97,,L. Thomas enters the game for E. Kanter
5:06.0,,,106-98,1,M. Beasley makes free throw 2 of 2
4:51.0,J. Brown makes 2-pt shot at rim (assist by K. Irving),2,108-98,,
4:37.0,,,108-100,2,M. Beasley makes 2-pt shot from 1 ft (assist by T. Burke)
4:13.0,K. Irving misses 3-pt shot from 25 ft,,108-100,,
4:09.0,,,108-100,,Defensive rebound by T. Williams
4:04.0,,,108-102,2,T. Burke makes 2-pt shot at rim
4:04.0,Boston full timeout,,108-102,,
4:04.0,J. Tatum enters the game for M. Morris,,108-102,,
4:04.0,M. Smart enters the game for T. Rozier,,108-102,,
3:51.0,J. Brown makes 2-pt shot from 7 ft (assist by J. Tatum),2,110-102,,
3:35.0,,,110-104,2,T. Williams makes 2-pt shot from 1 ft (assist by T. Burke)
3:29.0,,,110-104,,Personal foul by T. Williams (drawn by M. Smart)
3:29.0,M. Smart misses free throw 1 of 2,,110-104,,
3:29.0,Offensive rebound by Team,,110-104,,
3:29.0,M. Smart makes free throw 2 of 2,1,111-104,,
3:16.0,,,111-104,,T. Burke misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by A. Horford,,111-104,,
2:59.0,Turnover by J. Tatum (traveling),,111-104,,
2:51.0,,,111-106,2,T. Hardaway makes 2-pt shot from 21 ft (assist by T. Burke)
2:24.0,K. Irving misses 2-pt shot from 13 ft,,111-106,,
2:22.0,,,111-106,,Defensive rebound by M. Beasley
2:14.0,,,111-106,,T. Hardaway misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by A. Horford,,111-106,,
2:08.0,,,111-106,,Personal foul by T. Hardaway (drawn by M. Smart)
2:08.0,M. Smart makes free throw 1 of 2,1,112-106,,
2:08.0,M. Smart makes free throw 2 of 2,1,113-106,,
1:55.0,,,113-106,,Turnover by T. Burke (bad pass; steal by J. Tatum)
1:52.0,J. Brown makes 2-pt shot at rim (assist by K. Irving),2,115-106,,
1:52.0,,,115-106,,New York full timeout
1:42.0,,,115-106,,T. Burke misses 2-pt shot from 8 ft
1:40.0,Defensive rebound by A. Horford,,115-106,,
1:29.0,A. Horford makes 2-pt shot from 19 ft (assist by M. Smart),2,117-106,,
1:17.0,,,117-106,,T. Williams misses 3-pt shot from 25 ft
1:13.0,,,117-106,,Offensive rebound by M. Beasley
1:13.0,,,117-106,,M. Beasley misses 2-pt shot from 16 ft
1:13.0,,,117-106,,Offensive rebound by T. Williams
1:12.0,,,117-108,2,T. Williams makes 2-pt shot at rim
0:59.0,J. Brown makes 2-pt shot from 1 ft (assist by M. Smart),2,119-108,,
0:53.0,,,119-110,2,T. Williams makes 2-pt shot from 1 ft (assist by T. Burke)
0:34.0,K. Irving misses 2-pt shot from 7 ft,,119-110,,
0:34.0,,,119-110,,Defensive rebound by M. Beasley
0:30.0,,,119-112,2,T. Williams makes 2-pt shot at rim (assist by T. Burke)
0:24.0,,,119-112,,Personal foul by M. Beasley (drawn by J. Tatum)
0:24.0,J. Tatum makes free throw 1 of 2,1,120-112,,
0:24.0,J. Tatum makes free throw 2 of 2,1,121-112,,
0:20.0,,,121-112,,T. Burke misses 3-pt shot from 28 ft
0:17.0,Defensive rebound by J. Tatum,,121-112,,
