time,Milwaukee,pts.away,score,pts.home,Toronto
4:29.0,E. Bledsoe makes 3-pt shot from 22 ft (assist by M. Dellavedova),3,103-104,,
4:02.0,,,103-106,2,D. DeRozan makes 2-pt shot from 20 ft
4:00.0,Milwaukee full timeout,,103-106,,
4:00.0,K. Middleton enters the game for J. Henson,,103-106,,
3:52.0,G. Antetokounmpo makes 2-pt shot at rim,2,105-106,,
3:33.0,,,105-106,,D. DeRozan misses 2-pt shot from 6 ft
3:30.0,Defensive rebound by M. Dellavedova,,105-106,,
3:23.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by G. Antetokounmpo),3,108-106,,
3:01.0,,,108-106,,S. Ibaka misses 2-pt shot from 19 ft
2:58.0,Defensive rebound by G. Antetokounmpo,,108-106,,
2:36.0,Turnover by Team (shot clock),,108-106,,
2:10.0,,,108-106,,S. Ibaka misses 2-pt shot from 2 ft
2:09.0,,,108-106,,Offensive rebound by S. Ibaka
2:09.0,,,108-106,,S. Ibaka misses 2-pt shot from 2 ft
2:07.0,Defensive rebound by E. Bledsoe,,108-106,,
2:07.0,,,108-106,,Personal foul by D. DeRozan (drawn by E. Bledsoe)
2:07.0,E. Bledsoe makes free throw 1 of 2,1,109-106,,
2:07.0,E. Bledsoe makes free throw 2 of 2,1,110-106,,
2:07.0,,,110-106,,Toronto full timeout
1:54.0,,,110-106,,D. DeRozan misses 2-pt shot from 19 ft
1:51.0,Defensive rebound by E. Bledsoe,,110-106,,
1:38.0,G. Antetokounmpo misses 2-pt shot from 5 ft (block by S. Ibaka),,110-106,,
1:38.0,,,110-106,,Defensive rebound by D. DeRozan
1:31.0,,,110-108,2,D. DeRozan makes 2-pt shot from 2 ft
1:31.0,,,110-108,,Shooting foul by K. Middleton (drawn by D. DeRozan)
1:31.0,,,110-109,1,D. DeRozan makes free throw 1 of 1
1:08.0,G. Antetokounmpo makes 2-pt shot from 15 ft,2,112-109,,
0:56.0,,,112-112,3,K. Lowry makes 3-pt shot from 22 ft (assist by D. DeRozan)
0:56.0,Milwaukee full timeout,,112-112,,
0:43.0,,,112-112,,Personal foul by D. DeRozan (drawn by E. Bledsoe)
0:43.0,E. Bledsoe makes free throw 1 of 2,1,113-112,,
0:43.0,E. Bledsoe makes free throw 2 of 2,1,114-112,,
0:37.0,,,114-112,,Shooting foul by E. Bledsoe (drawn by D. DeRozan)
0:37.0,,,114-113,1,D. DeRozan makes free throw 1 of 2
0:37.0,,,114-114,1,D. DeRozan makes free throw 2 of 2
0:27.0,Turnover by M. Dellavedova (lost ball; steal by K. Lowry),,114-114,,
0:03.0,,,114-114,,K. Lowry misses 3-pt shot from 25 ft
0:03.0,,,114-114,,Offensive rebound by Team
0:03.0,,,114-114,,Turnover by Team (shot clock)
0:03.0,Milwaukee full timeout,,114-114,,
0:03.0,,,114-114,,Toronto full timeout
0:03.0,,,114-114,,P. Siakam enters the game for F. VanVleet
0:00.0,M. Brogdon misses 3-pt shot from 28 ft,,114-114,,
0:00.0,Offensive rebound by Team,,114-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: S. Ibaka vs. G. Antetokounmpo (M. Dellavedova gains possession),,,,Jump ball: S. Ibaka vs. G. Antetokounmpo (M. Dellavedova gains possession)
4:41.0,E. Bledsoe makes 3-pt shot from 25 ft,3,117-114,,
4:25.0,,,117-116,2,D. DeRozan makes 2-pt shot from 1 ft
4:09.0,E. Bledsoe misses 3-pt shot from 26 ft,,117-116,,
4:06.0,,,117-116,,Defensive rebound by S. Ibaka
3:57.0,,,117-116,,D. DeRozan misses 2-pt shot from 14 ft
3:54.0,,,117-116,,Offensive rebound by D. DeRozan
3:51.0,,,117-119,3,F. VanVleet makes 3-pt shot from 24 ft (assist by K. Lowry)
3:30.0,M. Brogdon misses 2-pt shot from 3 ft (block by K. Lowry),,117-119,,
3:26.0,Offensive rebound by E. Bledsoe,,117-119,,
3:25.0,E. Bledsoe misses 2-pt shot from 7 ft,,117-119,,
3:20.0,,,117-119,,Defensive rebound by K. Lowry
3:05.0,,,117-119,,S. Ibaka misses 3-pt shot from 25 ft
3:03.0,,,117-119,,Offensive rebound by Team
2:52.0,,,117-121,2,D. DeRozan makes 2-pt shot from 22 ft
2:31.0,E. Bledsoe makes 3-pt shot from 25 ft (assist by K. Middleton),3,120-121,,
2:15.0,,,120-121,,Shooting foul by K. Middleton (drawn by D. DeRozan)
2:15.0,,,120-122,1,D. DeRozan makes free throw 1 of 2
2:15.0,,,120-123,1,D. DeRozan makes free throw 2 of 2
1:53.0,K. Middleton misses 2-pt shot from 9 ft,,120-123,,
1:51.0,,,120-123,,Defensive rebound by S. Ibaka
1:33.0,,,120-125,2,K. Lowry makes 2-pt shot from 2 ft (assist by F. VanVleet)
1:33.0,Milwaukee full timeout,,120-125,,
1:25.0,,,120-125,,Personal foul by K. Lowry (drawn by G. Antetokounmpo)
1:18.0,G. Antetokounmpo misses 2-pt shot from 21 ft,,120-125,,
1:15.0,,,120-125,,Defensive rebound by O. Anunoby
0:56.0,,,120-127,2,S. Ibaka makes 2-pt shot from 6 ft (assist by F. VanVleet)
0:56.0,Violation by G. Antetokounmpo (def goaltending),,120-127,,
0:50.0,M. Brogdon misses 2-pt shot from 1 ft,,120-127,,
0:47.0,,,120-127,,Defensive rebound by K. Lowry
0:30.0,,,120-127,,D. DeRozan misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by E. Bledsoe,,120-127,,
0:22.0,E. Bledsoe makes 2-pt shot from 1 ft,2,122-127,,
0:19.0,Personal foul by M. Brogdon (drawn by D. DeRozan),,122-127,,
0:18.0,Personal foul by M. Dellavedova (drawn by K. Lowry),,122-127,,
0:18.0,,,122-128,1,K. Lowry makes free throw 1 of 2
0:18.0,,,122-128,,K. Lowry misses free throw 2 of 2
0:15.0,Defensive rebound by G. Antetokounmpo,,122-128,,
0:10.0,E. Bledsoe makes 3-pt shot from 24 ft (assist by G. Antetokounmpo),3,125-128,,
0:09.0,Personal foul by G. Antetokounmpo (drawn by F. VanVleet),,125-128,,
0:09.0,,,125-128,,F. VanVleet misses free throw 1 of 2
0:09.0,,,125-128,,Offensive rebound by Team
0:09.0,,,125-129,1,F. VanVleet makes free throw 2 of 2
0:09.0,Milwaukee full timeout,,125-129,,
0:07.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,127-129,,
0:06.0,Personal foul by G. Antetokounmpo (drawn by D. DeRozan),,127-129,,
0:06.0,,,127-130,1,D. DeRozan makes free throw 1 of 2
0:06.0,,,127-131,1,D. DeRozan makes free throw 2 of 2
0:00.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,127-131,,
0:00.0,Offensive rebound by Team,,127-131,,
