time,Charlotte,pts.away,score,pts.home,Chicago
5:23.0,,,100-105,,Offensive rebound by C. Felicio
5:17.0,,,100-105,,R. Arcidiacono misses 2-pt shot from 7 ft
5:15.0,Defensive rebound by W. Hernangomez,,100-105,,
5:09.0,K. Walker makes 2-pt shot from 1 ft,2,102-105,,
5:09.0,Shooting foul by S. Kilpatrick (drawn by K. Walker),,102-105,,
5:09.0,D. Howard enters the game for W. Hernangomez,,102-105,,
5:09.0,K. Walker misses free throw 1 of 1,,102-105,,
5:09.0,,,102-105,,Defensive rebound by C. Felicio
4:48.0,,,102-105,,Shooting foul by M. Monk (drawn by S. Kilpatrick)
4:48.0,,,102-105,,S. Kilpatrick misses free throw 1 of 2
4:48.0,,,102-105,,Offensive rebound by Team
4:48.0,N. Batum enters the game for J. Lamb,,102-105,,
4:48.0,,,102-106,1,S. Kilpatrick makes free throw 2 of 2
4:34.0,M. Monk makes 2-pt shot at rim (assist by K. Walker),2,104-106,,
4:16.0,,,104-108,2,D. Nwaba makes 2-pt shot from 5 ft
4:02.0,M. Monk misses 3-pt shot from 22 ft,,104-108,,
3:59.0,Offensive rebound by N. Batum,,104-108,,
3:57.0,K. Walker makes 3-pt shot from 25 ft (assist by M. Williams),3,107-108,,
3:45.0,,,107-110,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Nwaba)
3:45.0,Violation by N. Batum (def goaltending),,107-110,,
3:33.0,D. Howard makes 2-pt shot at rim (assist by M. Williams),2,109-110,,
3:20.0,,,109-113,3,S. Kilpatrick makes 3-pt shot from 25 ft
3:04.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,112-113,,
2:45.0,,,112-113,,S. Kilpatrick misses 2-pt shot from 6 ft
2:43.0,Defensive rebound by D. Howard,,112-113,,
2:33.0,N. Batum misses 3-pt shot from 23 ft,,112-113,,
2:30.0,,,112-113,,Defensive rebound by C. Felicio
2:17.0,,,112-115,2,C. Felicio makes 2-pt shot from 1 ft (assist by D. Nwaba)
2:00.0,Shooting foul by D. Nwaba (drawn by D. Howard),,112-115,,
2:00.0,D. Howard makes free throw 1 of 2,1,113-115,,
2:00.0,D. Howard makes free throw 2 of 2,1,114-115,,
1:43.0,,,114-115,,J. Grant misses 3-pt shot from 24 ft
1:40.0,Defensive rebound by M. Williams,,114-115,,
1:27.0,Turnover by K. Walker (lost ball; steal by C. Felicio),,114-115,,
1:23.0,,,114-115,,S. Kilpatrick misses 2-pt shot from 1 ft (block by M. Monk)
1:19.0,Defensive rebound by M. Monk,,114-115,,
1:15.0,K. Walker misses 3-pt shot from 24 ft,,114-115,,
1:11.0,,,114-115,,Defensive rebound by J. Grant
0:56.0,,,114-118,3,S. Kilpatrick makes 3-pt shot from 25 ft
0:38.0,M. Monk misses 3-pt shot from 26 ft,,114-118,,
0:35.0,,,114-118,,Defensive rebound by R. Arcidiacono
0:16.0,,,114-118,,S. Kilpatrick misses 2-pt shot from 1 ft
0:16.0,Defensive rebound by D. Howard,,114-118,,
0:16.0,Charlotte full timeout,,114-118,,
0:16.0,F. Kaminsky enters the game for M. Williams,,114-118,,
0:11.0,N. Batum misses 3-pt shot from 23 ft,,114-118,,
0:09.0,,,114-118,,Defensive rebound by C. Felicio
0:09.0,Personal take foul by F. Kaminsky (drawn by S. Kilpatrick),,114-118,,
0:07.0,Personal foul by M. Monk (drawn by J. Grant),,114-118,,
0:07.0,,,114-119,1,J. Grant makes free throw 1 of 2
0:07.0,,,114-120,1,J. Grant makes free throw 2 of 2
0:07.0,Charlotte full timeout,,114-120,,
0:05.0,M. Monk misses 3-pt shot from 25 ft,,114-120,,
0:02.0,,,114-120,,Defensive rebound by D. Nwaba
