time,Sacramento,pts.away,score,pts.home,San Antonio
0:48.0,Offensive rebound by V. Carter,,98-111,,
0:48.0,,,98-111,,Personal foul by M. Ginobili (drawn by V. Carter)
0:48.0,,,98-111,,B. Paul enters the game for P. Mills
0:48.0,,,98-111,,J. Lauvergne enters the game for T. Parker
0:48.0,,,98-111,,D. Hilliard enters the game for L. Aldridge
0:48.0,,,98-111,,K. Anderson enters the game for M. Ginobili
0:48.0,J. Jackson enters the game for Z. Randolph,,98-111,,
0:48.0,J. Sampson enters the game for V. Carter,,98-111,,
0:40.0,D. Fox misses 2-pt shot from 16 ft,,98-111,,
0:36.0,,,98-111,,Defensive rebound by J. Lauvergne
0:18.0,,,98-113,2,D. Hilliard makes 2-pt shot from 20 ft (assist by K. Anderson)
0:13.0,G. Hill misses 3-pt shot from 25 ft,,98-113,,
0:13.0,,,98-113,,Defensive rebound by J. Lauvergne
