time,Phoenix,pts.away,score,pts.home,Memphis
5:06.0,Shooting foul by J. Martin (drawn by J. Jackson),,92-110,,
5:06.0,J. Jackson makes free throw 1 of 2,1,93-110,,
5:06.0,J. Jackson misses free throw 2 of 2,,93-110,,
5:06.0,,,93-110,,Defensive rebound by Team
5:06.0,Loose ball foul by A. Len (drawn by D. Davis),,93-110,,
4:53.0,,,93-110,,Turnover by D. Davis (lost ball; steal by T. Ulis)
4:50.0,T. Warren misses 2-pt shot from 1 ft (block by D. Davis),,93-110,,
4:42.0,Offensive rebound by T. Warren,,93-110,,
4:42.0,T. Warren makes 2-pt shot at rim,2,95-110,,
4:26.0,,,95-110,,M. Henry misses 3-pt shot from 25 ft
4:24.0,Defensive rebound by T. Warren,,95-110,,
4:20.0,Turnover by J. Jackson (bad pass),,95-110,,
4:20.0,,,95-110,,A. Harrison enters the game for J. Martin
3:56.0,,,95-110,,M. Henry misses 2-pt shot from 12 ft
3:51.0,Defensive rebound by T. Warren,,95-110,,
3:36.0,J. Dudley misses 3-pt shot from 26 ft,,95-110,,
3:32.0,Offensive rebound by A. Len,,95-110,,
3:31.0,A. Len misses 2-pt shot at rim,,95-110,,
3:31.0,Offensive rebound by A. Len,,95-110,,
3:31.0,Shooting foul by D. Davis (drawn by A. Len),,95-110,,
3:31.0,A. Len misses free throw 1 of 2,,95-110,,
3:31.0,Offensive rebound by Team,,95-110,,
3:31.0,,,95-110,,J. Martin enters the game for D. Davis
3:31.0,A. Len makes free throw 2 of 2,1,96-110,,
3:18.0,,,96-110,,J. Martin misses 2-pt shot from 16 ft
3:14.0,Defensive rebound by T. Ulis,,96-110,,
3:13.0,T. Warren makes 2-pt shot at rim (assist by T. Ulis),2,98-110,,
3:13.0,,,98-110,,Violation by J. Martin (def goaltending)
2:53.0,,,98-113,3,M. Henry makes 3-pt shot from 23 ft (assist by T. Evans)
2:39.0,A. Len makes 2-pt shot at rim (assist by T. Ulis),2,100-113,,
2:39.0,Shooting foul by T. Evans (drawn by A. Len),,100-113,,
2:39.0,,,100-113,,M. Gasol enters the game for M. Henry
2:39.0,,,100-113,,W. Selden enters the game for I. Rabb
2:39.0,Phoenix full timeout,,100-113,,
2:39.0,A. Len makes free throw 1 of 1,1,101-113,,
2:16.0,,,101-116,3,W. Selden makes 3-pt shot from 25 ft (assist by M. Gasol)
1:59.0,,,101-116,,M. Henry enters the game for T. Evans
1:51.0,J. Dudley misses 3-pt shot from 25 ft,,101-116,,
1:49.0,,,101-116,,Defensive rebound by W. Selden
1:38.0,,,101-116,,Offensive foul by A. Harrison
1:38.0,,,101-116,,Turnover by A. Harrison (offensive foul)
1:38.0,,,101-116,,Technical foul by A. Harrison
1:38.0,T. Warren misses technical free throw,,101-116,,
1:38.0,Offensive rebound by Team,,101-116,,
1:38.0,,,101-116,,I. Rabb enters the game for M. Gasol
1:26.0,T. Warren makes 2-pt shot from 6 ft,2,103-116,,
1:10.0,,,103-116,,Turnover by A. Harrison (palming)
1:04.0,T. Ulis makes 2-pt shot at rim,2,105-116,,
0:51.0,Personal foul by J. Dudley (drawn by I. Rabb),,105-116,,
0:51.0,,,105-117,1,I. Rabb makes free throw 1 of 2
0:51.0,,,105-118,1,I. Rabb makes free throw 2 of 2
0:45.0,Shooting foul by A. Harrison (drawn by A. Len),,105-118,,
0:45.0,A. Len makes free throw 1 of 2,1,106-118,,
0:45.0,A. Len makes free throw 2 of 2,1,107-118,,
0:24.0,,,107-120,2,A. Harrison makes 2-pt shot at rim
0:19.0,T. Ulis makes 2-pt shot from 15 ft,2,109-120,,
