time,LA Lakers,pts.away,score,pts.home,Golden State
6:07.0,K. Caldwell-Pope misses 2-pt shot from 22 ft,,94-103,,
6:04.0,,,94-103,,Defensive rebound by O. Casspi
5:51.0,,,94-103,,K. Durant misses 2-pt shot from 8 ft
5:47.0,,,94-103,,Offensive rebound by Z. Pachulia
5:45.0,,,94-105,2,O. Casspi makes 2-pt shot from 11 ft (assist by Z. Pachulia)
5:33.0,B. Lopez misses 3-pt shot from 23 ft,,94-105,,
5:30.0,,,94-105,,Defensive rebound by O. Casspi
5:17.0,,,94-105,,N. Young misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by J. Randle,,94-105,,
5:06.0,,,94-105,,Personal foul by Q. Cook (drawn by I. Thomas)
5:06.0,,,94-105,,K. Looney enters the game for Z. Pachulia
5:06.0,L. Ball enters the game for B. Lopez,,94-105,,
4:54.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by L. Ball),3,97-105,,
4:31.0,,,97-105,,Q. Cook misses 3-pt shot from 26 ft
4:28.0,Defensive rebound by L. Ball,,97-105,,
4:14.0,Turnover by J. Randle (traveling),,97-105,,
4:05.0,Personal foul by L. Ball (drawn by O. Casspi),,97-105,,
3:57.0,,,97-107,2,K. Durant makes 2-pt shot from 16 ft
3:44.0,I. Thomas misses 2-pt shot from 5 ft,,97-107,,
3:44.0,,,97-107,,Defensive rebound by Team
3:44.0,Loose ball foul by J. Randle (drawn by O. Casspi),,97-107,,
3:36.0,Personal foul by J. Randle (drawn by K. Looney),,97-107,,
3:36.0,,,97-107,,K. Looney misses free throw 1 of 2
3:36.0,,,97-107,,Offensive rebound by Team
3:36.0,,,97-108,1,K. Looney makes free throw 2 of 2
3:36.0,LA Lakers full timeout,,97-108,,
3:36.0,B. Lopez enters the game for T. Ennis,,97-108,,
3:19.0,I. Thomas misses 2-pt shot from 3 ft (block by K. Looney),,97-108,,
3:18.0,,,97-108,,Defensive rebound by Q. Cook
3:18.0,Personal foul by J. Randle (drawn by Q. Cook),,97-108,,
3:18.0,T. Wear enters the game for J. Randle,,97-108,,
3:18.0,,,97-109,1,Q. Cook makes free throw 1 of 2
3:18.0,,,97-110,1,Q. Cook makes free throw 2 of 2
3:07.0,K. Caldwell-Pope makes 3-pt shot from 24 ft (assist by L. Ball),3,100-110,,
2:47.0,,,100-112,2,K. Durant makes 2-pt shot from 1 ft
2:31.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,100-112,,
2:26.0,,,100-112,,Defensive rebound by K. Durant
2:07.0,,,100-114,2,O. Casspi makes 2-pt shot from 7 ft (assist by K. Durant)
2:01.0,,,100-114,,Personal foul by Q. Cook (drawn by I. Thomas)
2:01.0,,,100-114,,S. Livingston enters the game for Q. Cook
2:01.0,I. Thomas makes free throw 1 of 2,1,101-114,,
2:01.0,A. Caruso enters the game for K. Caldwell-Pope,,101-114,,
2:01.0,I. Thomas makes free throw 2 of 2,1,102-114,,
1:44.0,,,102-117,3,N. Young makes 3-pt shot from 22 ft (assist by O. Casspi)
1:44.0,LA Lakers full timeout,,102-117,,
1:44.0,I. Zubac enters the game for L. Ball,,102-117,,
1:44.0,T. Ennis enters the game for I. Thomas,,102-117,,
1:44.0,D. Williams enters the game for B. Lopez,,102-117,,
1:34.0,T. Wear misses 3-pt shot from 25 ft,,102-117,,
1:30.0,,,102-117,,Defensive rebound by N. Young
1:23.0,,,102-117,,K. Looney misses 2-pt shot from 1 ft
1:19.0,Defensive rebound by I. Zubac,,102-117,,
1:19.0,,,102-117,,Personal foul by O. Casspi (drawn by T. Wear)
1:19.0,T. Wear makes free throw 1 of 2,1,103-117,,
1:19.0,,,103-117,,D. Jones enters the game for K. Looney
1:19.0,T. Wear makes free throw 2 of 2,1,104-117,,
1:19.0,,,104-117,,C. Boucher enters the game for K. Durant
1:07.0,,,104-117,,Turnover by S. Livingston (bad pass)
0:57.0,,,104-117,,Personal foul by D. Jones (drawn by I. Zubac)
0:57.0,I. Zubac misses free throw 1 of 2,,104-117,,
0:57.0,Offensive rebound by Team,,104-117,,
0:57.0,I. Zubac misses free throw 2 of 2,,104-117,,
0:55.0,,,104-117,,Defensive rebound by C. Boucher
0:38.0,,,104-117,,C. Boucher misses 3-pt shot from 22 ft
0:32.0,Defensive rebound by T. Ennis,,104-117,,
0:22.0,T. Ennis makes 2-pt shot from 1 ft,2,106-117,,
