time,Brooklyn,pts.away,score,pts.home,Orlando
7:59.0,,,103-97,,Defensive rebound by J. Simmons
7:49.0,,,103-97,,J. Simmons misses 2-pt shot from 11 ft
7:48.0,,,103-97,,Offensive rebound by B. Biyombo
7:48.0,,,103-97,,Shooting foul by T. Booker (drawn by B. Biyombo)
7:48.0,,,103-98,1,B. Biyombo makes free throw 1 of 2
7:48.0,,,103-98,,A. Gordon enters the game for J. Isaac
7:48.0,R. Hollis-Jefferson enters the game for S. Dinwiddie,,103-98,,
7:48.0,D. Russell enters the game for T. Booker,,103-98,,
7:48.0,,,103-98,,B. Biyombo misses free throw 2 of 2
7:47.0,Defensive rebound by R. Hollis-Jefferson,,103-98,,
7:47.0,,,103-98,,Personal foul by J. Simmons (drawn by R. Hollis-Jefferson)
7:34.0,J. Allen makes 2-pt shot at rim (assist by C. LeVert),2,105-98,,
7:19.0,,,105-98,,Shooting foul by J. Allen (drawn by J. Simmons)
7:19.0,,,105-99,1,J. Simmons makes free throw 1 of 2
7:19.0,,,105-99,,J. Simmons misses free throw 2 of 2
7:16.0,Defensive rebound by D. Russell,,105-99,,
6:58.0,Turnover by J. Allen (bad pass; steal by E. Fournier),,105-99,,
6:50.0,,,105-101,2,J. Simmons makes 2-pt shot from 3 ft
6:34.0,D. Russell makes 2-pt shot from 3 ft,2,107-101,,
6:27.0,,,107-104,3,D. Augustin makes 3-pt shot from 26 ft (assist by J. Simmons)
6:19.0,Brooklyn full timeout,,107-104,,
6:19.0,A. Crabbe enters the game for J. Harris,,107-104,,
6:16.0,,,107-104,,Personal foul by J. Simmons (drawn by D. Russell)
6:06.0,Shooting foul by A. Gordon (drawn by R. Hollis-Jefferson),,107-104,,
6:06.0,R. Hollis-Jefferson makes free throw 1 of 2,1,108-104,,
6:06.0,R. Hollis-Jefferson makes free throw 2 of 2,1,109-104,,
5:52.0,,,109-104,,D. Augustin misses 3-pt shot from 25 ft
5:49.0,Defensive rebound by C. LeVert,,109-104,,
5:42.0,D. Russell misses 2-pt shot from 2 ft (block by B. Biyombo),,109-104,,
5:40.0,Offensive rebound by J. Allen,,109-104,,
5:40.0,Shooting foul by J. Simmons (drawn by J. Allen),,109-104,,
5:40.0,J. Allen makes free throw 1 of 2,1,110-104,,
5:40.0,,,110-104,,N. Vucevic enters the game for B. Biyombo
5:40.0,,,110-104,,T. Ross enters the game for J. Simmons
5:40.0,J. Allen misses free throw 2 of 2,,110-104,,
5:38.0,,,110-104,,Defensive rebound by A. Gordon
5:32.0,,,110-107,3,E. Fournier makes 3-pt shot from 25 ft
5:13.0,A. Crabbe misses 3-pt shot from 25 ft,,110-107,,
5:10.0,,,110-107,,Defensive rebound by T. Ross
5:01.0,,,110-109,2,N. Vucevic makes 2-pt shot from 12 ft (assist by E. Fournier)
4:42.0,R. Hollis-Jefferson misses 2-pt shot from 5 ft (block by N. Vucevic),,110-109,,
4:39.0,,,110-109,,Defensive rebound by N. Vucevic
4:36.0,,,110-109,,D. Augustin misses 2-pt shot from 2 ft
4:34.0,Defensive rebound by C. LeVert,,110-109,,
4:19.0,Brooklyn full timeout,,110-109,,
4:19.0,D. Carroll enters the game for C. LeVert,,110-109,,
4:19.0,T. Booker enters the game for J. Allen,,110-109,,
4:13.0,D. Russell misses 3-pt shot from 30 ft,,110-109,,
4:10.0,,,110-109,,Defensive rebound by D. Augustin
3:58.0,,,110-112,3,E. Fournier makes 3-pt shot from 25 ft (assist by D. Augustin)
3:44.0,Shooting foul by E. Fournier (drawn by D. Russell),,110-112,,
3:44.0,D. Russell makes free throw 2 of 2,1,111-112,,
3:44.0,D. Russell makes free throw 1 of 2,1,112-112,,
3:36.0,Personal foul by R. Hollis-Jefferson (drawn by E. Fournier),,112-112,,
3:36.0,,,112-112,,J. Simmons enters the game for D. Augustin
3:36.0,,,112-113,1,E. Fournier makes free throw 2 of 2
3:36.0,,,112-114,1,E. Fournier makes free throw 1 of 2
3:24.0,D. Russell misses 2-pt shot from 20 ft,,112-114,,
3:21.0,Offensive rebound by A. Crabbe,,112-114,,
3:07.0,Turnover by R. Hollis-Jefferson (bad pass),,112-114,,
3:07.0,,,112-114,,Orlando full timeout
3:07.0,C. LeVert enters the game for R. Hollis-Jefferson,,112-114,,
3:07.0,,,112-114,,D. Augustin enters the game for T. Ross
2:51.0,,,112-114,,J. Simmons misses 2-pt shot from 14 ft
2:48.0,Defensive rebound by D. Carroll,,112-114,,
2:39.0,T. Booker misses 2-pt shot from 3 ft,,112-114,,
2:36.0,Offensive rebound by D. Carroll,,112-114,,
2:35.0,D. Carroll makes 2-pt shot from 3 ft,2,114-115,,
2:20.0,,,114-115,1,E. Fournier makes free throw 2 of 2
2:20.0,,,114-115,,Shooting foul by D. Russell (drawn by E. Fournier)
2:20.0,,,114-115,,T. Ross enters the game for D. Augustin
2:20.0,,,114-116,1,E. Fournier makes free throw 1 of 2
2:11.0,A. Crabbe misses 3-pt shot from 27 ft,,114-116,,
2:09.0,,,114-116,,Defensive rebound by A. Gordon
1:50.0,,,114-116,,J. Simmons misses 2-pt shot from 2 ft
1:49.0,,,114-116,,Offensive rebound by A. Gordon
1:49.0,,,114-118,2,A. Gordon makes 2-pt shot from 2 ft
1:41.0,D. Russell makes 2-pt shot from 3 ft,2,116-118,,
1:25.0,,,116-120,2,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Fournier)
1:18.0,Shooting foul by T. Ross (drawn by D. Russell),,116-120,,
1:18.0,,,116-120,,J. Simmons enters the game for D. Augustin
1:18.0,C. LeVert enters the game for R. Hollis-Jefferson,,116-120,,
1:18.0,D. Russell makes free throw 1 of 3,1,117-120,,
1:18.0,D. Russell makes free throw 2 of 3,1,118-120,,
1:18.0,D. Russell makes free throw 3 of 3,1,119-120,,
1:01.0,,,119-120,,E. Fournier misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by A. Crabbe,,119-120,,
0:53.0,A. Crabbe misses 3-pt shot from 24 ft,,119-120,,
0:53.0,,,119-120,,Defensive rebound by N. Vucevic
0:48.0,,,119-120,,D. Augustin enters the game for J. Simmons
0:48.0,,,119-120,,Turnover by N. Vucevic (bad pass; steal by D. Carroll)
0:48.0,D. Carroll makes 2-pt shot from 3 ft,2,121-120,,
0:48.0,,,121-120,,Orlando full timeout
0:48.0,,,121-120,,D. Augustin enters the game for J. Simmons
0:36.0,,,121-123,3,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic)
0:26.0,D. Russell misses 3-pt shot from 26 ft,,121-123,,
0:20.0,Offensive rebound by C. LeVert,,121-123,,
0:18.0,Turnover by D. Russell (bad pass; steal by T. Ross),,121-123,,
0:16.0,,,121-123,,J. Simmons enters the game for D. Augustin
0:16.0,Q. Acy enters the game for T. Booker,,121-123,,
0:15.0,Personal foul by D. Carroll (drawn by E. Fournier),,121-123,,
0:15.0,,,121-124,1,E. Fournier makes free throw 1 of 2
0:15.0,,,121-124,,J. Simmons enters the game for D. Augustin
0:15.0,,,121-125,1,E. Fournier makes free throw 2 of 2
0:15.0,Brooklyn full timeout,,121-125,,
0:15.0,Q. Acy enters the game for T. Booker,,121-125,,
0:11.0,D. Russell misses 3-pt shot from 26 ft,,121-125,,
0:08.0,Offensive rebound by Q. Acy,,121-125,,
0:06.0,A. Crabbe misses 2-pt shot from 14 ft,,121-125,,
0:02.0,Offensive rebound by D. Russell,,121-125,,
0:00.0,C. LeVert misses 3-pt shot from 23 ft,,121-125,,
0:00.0,,,121-125,,Defensive rebound by A. Gordon
