time,LA Clippers,pts.away,score,pts.home,Portland
6:51.0,LA Clippers full timeout,,80-96,,
6:38.0,T. Harris misses 2-pt shot from 3 ft (block by E. Turner),,80-96,,
6:35.0,,,80-96,,Defensive rebound by A. Aminu
6:19.0,,,80-96,,A. Aminu misses 3-pt shot from 26 ft
6:16.0,Defensive rebound by L. Williams,,80-96,,
6:08.0,M. Harrell misses 2-pt shot from 3 ft,,80-96,,
6:06.0,Offensive rebound by B. Marjanovic,,80-96,,
6:06.0,B. Marjanovic misses 2-pt shot from 2 ft (block by J. Nurkic),,80-96,,
6:05.0,,,80-96,,Defensive rebound by A. Aminu
5:53.0,,,80-96,,Turnover by C. McCollum (bad pass; steal by B. Marjanovic)
5:49.0,Shooting foul by E. Turner (drawn by T. Wallace),,80-96,,
5:49.0,T. Wallace misses free throw 1 of 2,,80-96,,
5:49.0,Offensive rebound by Team,,80-96,,
5:49.0,T. Wallace makes free throw 2 of 2,1,81-96,,
5:34.0,,,81-96,,Shooting foul by B. Marjanovic (drawn by J. Nurkic)
5:34.0,,,81-97,1,J. Nurkic makes free throw 1 of 2
5:34.0,,,81-98,1,J. Nurkic makes free throw 2 of 2
5:23.0,T. Wallace makes 3-pt shot from 23 ft (assist by L. Williams),3,84-98,,
5:07.0,Personal foul by M. Harrell (drawn by A. Aminu),,84-98,,
4:58.0,,,84-98,,J. Nurkic misses 2-pt shot from 12 ft
4:56.0,Defensive rebound by B. Marjanovic,,84-98,,
4:49.0,L. Williams misses 2-pt shot at rim,,84-98,,
4:46.0,,,84-98,,Defensive rebound by C. McCollum
4:40.0,,,84-98,,D. Lillard misses 3-pt shot from 24 ft
4:36.0,,,84-98,,Offensive rebound by A. Aminu
4:36.0,,,84-100,2,A. Aminu makes 2-pt shot at rim
4:23.0,Turnover by L. Williams (bad pass; steal by A. Aminu),,84-100,,
4:16.0,,,84-100,,J. Nurkic misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by B. Marjanovic,,84-100,,
4:08.0,T. Harris misses 3-pt shot from 25 ft,,84-100,,
4:06.0,,,84-100,,Defensive rebound by D. Lillard
3:45.0,,,84-100,,J. Nurkic misses 2-pt shot from 3 ft
3:43.0,,,84-100,,Offensive rebound by D. Lillard
3:34.0,,,84-100,,Turnover by J. Nurkic (traveling)
3:34.0,LA Clippers full timeout,,84-100,,
3:34.0,S. Thornwell enters the game for M. Harrell,,84-100,,
3:34.0,S. Dekker enters the game for L. Williams,,84-100,,
3:34.0,W. Johnson enters the game for T. Harris,,84-100,,
3:16.0,W. Johnson makes 3-pt shot from 24 ft,3,87-100,,
2:56.0,,,87-100,,Turnover by D. Lillard (bad pass; steal by W. Johnson)
2:51.0,S. Thornwell misses 2-pt shot from 6 ft,,87-100,,
2:51.0,Offensive rebound by Team,,87-100,,
2:51.0,,,87-100,,Loose ball foul by A. Aminu (drawn by B. Marjanovic)
2:51.0,B. Marjanovic makes free throw 1 of 2,1,88-100,,
2:51.0,B. Marjanovic makes free throw 2 of 2,1,89-100,,
2:31.0,,,89-100,,D. Lillard misses 2-pt shot at rim
2:31.0,,,89-100,,Offensive rebound by J. Nurkic
2:28.0,,,89-100,,Turnover by J. Nurkic (out of bounds lost ball)
2:22.0,S. Dekker misses 3-pt shot from 25 ft,,89-100,,
2:20.0,,,89-100,,Defensive rebound by Team
2:06.0,,,89-102,2,J. Nurkic makes 2-pt shot from 2 ft (assist by D. Lillard)
2:01.0,LA Clippers full timeout,,89-102,,
2:01.0,C. Williams enters the game for T. Wallace,,89-102,,
1:47.0,B. Marjanovic makes 2-pt shot from 8 ft (assist by W. Johnson),2,91-102,,
1:30.0,,,91-102,,C. McCollum misses 2-pt shot from 6 ft
1:27.0,Defensive rebound by S. Dekker,,91-102,,
1:20.0,,,91-102,,P. Connaughton enters the game for D. Lillard
1:20.0,,,91-102,,J. Layman enters the game for E. Turner
1:20.0,,,91-102,,Z. Collins enters the game for C. McCollum
1:20.0,,,91-102,,W. Baldwin enters the game for A. Aminu
1:20.0,,,91-102,,C. Swanigan enters the game for J. Nurkic
1:18.0,Shooting foul by Z. Collins (drawn by S. Dekker),,91-102,,
1:18.0,S. Dekker misses free throw 1 of 2,,91-102,,
1:18.0,Offensive rebound by Team,,91-102,,
1:18.0,S. Dekker makes free throw 2 of 2,1,92-102,,
0:56.0,,,92-102,,W. Baldwin misses 2-pt shot from 5 ft (block by S. Thornwell)
0:56.0,Defensive rebound by W. Johnson,,92-102,,
0:52.0,B. Marjanovic makes 2-pt shot at rim (assist by S. Thornwell),2,94-102,,
0:30.0,,,94-105,3,P. Connaughton makes 3-pt shot from 22 ft (assist by C. Swanigan)
0:29.0,LA Clippers full timeout,,94-105,,
0:24.0,S. Dekker makes 2-pt shot from 1 ft,2,96-105,,
0:00.0,,,96-105,,Turnover by Team (shot clock)
