time,Toronto,pts.away,score,pts.home,Cleveland
0:52.0,,,96-108,,Turnover by J. Smith (bad pass; steal by L. Nogueira)
0:45.0,C. Miles makes 3-pt shot from 29 ft (assist by L. Nogueira),3,99-108,,
0:27.0,,,99-108,,Turnover by C. Osman (turnover)
0:21.0,N. Powell makes 3-pt shot from 27 ft (assist by P. Siakam),3,102-108,,
0:14.0,,,102-108,,Turnover by J. Smith (bad pass; steal by P. Siakam)
0:11.0,N. Powell makes 2-pt shot from 15 ft (assist by P. Siakam),2,104-108,,
0:11.0,,,104-108,,Cleveland full timeout
0:11.0,,,104-108,,K. Love enters the game for C. Osman
0:11.0,,,104-108,,L. James enters the game for J. Holland
0:11.0,,,104-108,,K. Korver enters the game for T. Thompson
0:11.0,,,104-108,,J. Calderon enters the game for A. Zizic
0:09.0,Personal foul by C. Miles (drawn by K. Love),,104-108,,
0:09.0,,,104-109,1,K. Love makes free throw 1 of 2
0:09.0,,,104-110,1,K. Love makes free throw 2 of 2
0:09.0,Toronto full timeout,,104-110,,
0:09.0,,,104-110,,R. Hood enters the game for K. Love
0:09.0,,,104-110,,J. Green enters the game for K. Korver
0:06.0,D. Wright makes 2-pt shot at rim (assist by L. Nogueira),2,106-110,,
0:05.0,Personal foul by P. Siakam (drawn by R. Hood),,106-110,,
0:05.0,,,106-111,1,R. Hood makes free throw 1 of 2
0:05.0,,,106-112,1,R. Hood makes free throw 2 of 2
0:05.0,Toronto full timeout,,106-112,,
0:02.0,N. Powell misses 3-pt shot from 26 ft,,106-112,,
0:02.0,Offensive rebound by C. Miles,,106-112,,
0:02.0,C. Miles misses 2-pt shot at rim,,106-112,,
0:01.0,,,106-112,,Defensive rebound by L. James
