time,Phoenix,pts.away,score,pts.home,Sacramento
2:41.0,Defensive rebound by M. Chriss,,103-99,,
2:29.0,D. Booker misses 2-pt shot from 21 ft,,103-99,,
2:26.0,,,103-99,,Defensive rebound by G. Hill
2:19.0,,,103-99,,G. Temple misses 2-pt shot from 16 ft
2:14.0,,,103-99,,Offensive rebound by G. Hill
2:13.0,,,103-99,,G. Hill misses 2-pt shot from 5 ft (block by T. Chandler)
2:13.0,,,103-99,,Offensive rebound by W. Cauley-Stein
2:13.0,,,103-99,,W. Cauley-Stein misses 2-pt shot from 4 ft
2:13.0,Defensive rebound by Team,,103-99,,
2:09.0,Jump ball: W. Cauley-Stein vs. T. Chandler (M. Chriss gains possession),,,,Jump ball: W. Cauley-Stein vs. T. Chandler (M. Chriss gains possession)
1:53.0,D. Booker makes 2-pt shot from 3 ft,2,105-99,,
1:46.0,,,105-99,,B. Bogdanovic misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by M. Chriss,,105-99,,
1:25.0,D. Booker misses 2-pt shot from 15 ft,,105-99,,
1:20.0,Offensive rebound by T. Chandler,,105-99,,
0:58.0,D. Booker makes 2-pt shot from 14 ft,2,107-99,,
0:46.0,,,107-99,,Turnover by B. Hield (bad pass; steal by D. Booker)
0:25.0,D. Booker makes 3-pt shot from 28 ft,3,110-99,,
0:21.0,,,110-101,2,B. Hield makes 2-pt shot from 16 ft (assist by G. Hill)
0:18.0,,,110-101,,Personal foul by B. Hield (drawn by T. Daniels)
0:18.0,T. Daniels misses free throw 1 of 2,,110-101,,
0:18.0,Offensive rebound by Team,,110-101,,
0:18.0,T. Daniels makes free throw 2 of 2,1,111-101,,
0:13.0,,,111-101,,B. Hield misses 3-pt shot from 25 ft
0:09.0,Defensive rebound by M. Chriss,,111-101,,
