time,Phoenix,pts.away,score,pts.home,Memphis
10:05.0,,,88-79,2,D. Brooks makes 2-pt shot at rim (assist by J. Martin)
9:47.0,T. Daniels misses 3-pt shot from 23 ft,,88-79,,
9:45.0,,,88-79,,Defensive rebound by M. Chalmers
9:25.0,,,88-79,,M. Gasol misses 3-pt shot from 26 ft
9:22.0,,,88-79,,Offensive rebound by J. Green
9:22.0,,,88-81,2,J. Green makes 2-pt shot from 1 ft
9:12.0,Turnover by E. Payton (bad pass),,88-81,,
9:08.0,,,88-81,,Shooting foul by S. Harrison (drawn by M. Chalmers)
9:08.0,,,88-82,1,M. Chalmers makes free throw 1 of 2
9:08.0,,,88-83,1,M. Chalmers makes free throw 2 of 2
8:50.0,J. Jackson makes 2-pt shot from 21 ft,2,90-83,,
8:28.0,,,90-83,,Turnover by M. Chalmers (lost ball; steal by S. Harrison)
8:28.0,,,90-83,,Personal foul by M. Chalmers (drawn by S. Harrison)
8:28.0,,,90-83,,A. Harrison enters the game for M. Chalmers
8:16.0,J. Jackson makes 2-pt shot from 16 ft,2,92-83,,
7:57.0,,,92-83,,M. Gasol misses 2-pt shot from 5 ft
7:57.0,Defensive rebound by S. Harrison,,92-83,,
7:57.0,,,92-83,,Personal foul by M. Gasol (drawn by S. Harrison)
7:57.0,S. Harrison makes free throw 1 of 2,1,93-83,,
7:57.0,S. Harrison makes free throw 2 of 2,1,94-83,,
7:40.0,,,94-83,,Turnover by A. Harrison (lost ball; steal by S. Harrison)
7:28.0,S. Harrison makes 3-pt shot from 23 ft (assist by J. Jackson),3,97-83,,
7:28.0,,,97-83,,Memphis full timeout
7:10.0,,,97-83,,J. Green misses 2-pt shot from 16 ft
7:07.0,Defensive rebound by D. Bender,,97-83,,
6:48.0,J. Jackson misses 2-pt shot from 1 ft (block by M. Gasol),,97-83,,
6:48.0,,,97-83,,Defensive rebound by Team
6:29.0,,,97-85,2,J. Martin makes 2-pt shot from 1 ft (assist by M. Gasol)
6:15.0,D. Bender misses 2-pt shot from 1 ft (block by M. Gasol),,97-85,,
6:14.0,Offensive rebound by Team,,97-85,,
6:14.0,D. Booker enters the game for S. Harrison,,97-85,,
6:11.0,,,97-85,,Personal foul by A. Harrison (drawn by T. Daniels)
6:11.0,T. Daniels makes free throw 1 of 2,1,98-85,,
6:11.0,T. Daniels misses free throw 2 of 2,,98-85,,
6:09.0,,,98-85,,Defensive rebound by M. Gasol
5:57.0,Personal foul by D. Bender (drawn by M. Gasol),,98-85,,
5:57.0,S. Harrison enters the game for T. Daniels,,98-85,,
5:55.0,,,98-85,,M. Gasol misses 2-pt shot from 1 ft
5:52.0,Defensive rebound by D. Booker,,98-85,,
5:50.0,S. Harrison misses 2-pt shot from 1 ft (block by J. Martin),,98-85,,
5:45.0,,,98-85,,Defensive rebound by D. Brooks
5:45.0,,,98-85,,Shooting foul by D. Booker (drawn by J. Martin)
5:45.0,,,98-86,1,J. Martin makes free throw 1 of 2
5:45.0,,,98-87,1,J. Martin makes free throw 2 of 2
5:32.0,D. Booker misses 2-pt shot from 16 ft,,98-87,,
5:29.0,,,98-87,,Defensive rebound by M. Gasol
5:24.0,,,98-87,,M. Gasol misses 3-pt shot from 26 ft
5:21.0,Defensive rebound by S. Harrison,,98-87,,
5:08.0,D. Bender misses 2-pt shot from 7 ft,,98-87,,
5:04.0,,,98-87,,Defensive rebound by D. Brooks
4:53.0,,,98-87,,J. Martin misses 3-pt shot from 22 ft
4:51.0,Defensive rebound by J. Jackson,,98-87,,
4:50.0,Phoenix full timeout,,98-87,,
4:44.0,E. Payton makes 2-pt shot from 2 ft,2,100-87,,
4:25.0,,,100-89,2,J. Green makes 2-pt shot at rim (assist by A. Harrison)
4:09.0,D. Booker misses 2-pt shot from 13 ft,,100-89,,
4:07.0,,,100-89,,Defensive rebound by Team
3:49.0,,,100-89,,M. Gasol misses 2-pt shot from 1 ft (block by J. Jackson)
3:46.0,Defensive rebound by D. Booker,,100-89,,
3:43.0,Turnover by J. Jackson (lost ball; steal by A. Harrison),,100-89,,
3:37.0,,,100-92,3,A. Harrison makes 3-pt shot from 23 ft
3:13.0,E. Payton misses 3-pt shot from 23 ft,,100-92,,
3:10.0,,,100-92,,Defensive rebound by M. Gasol
2:55.0,,,100-95,3,A. Harrison makes 3-pt shot from 24 ft (assist by J. Martin)
2:38.0,D. Booker makes 2-pt shot at rim,2,102-95,,
2:26.0,,,102-95,,Shooting foul by D. Bender (drawn by A. Harrison)
2:26.0,A. Len enters the game for D. Bender,,102-95,,
2:26.0,,,102-96,1,A. Harrison makes free throw 1 of 2
2:26.0,,,102-97,1,A. Harrison makes free throw 2 of 2
2:15.0,D. Booker misses 2-pt shot from 21 ft,,102-97,,
2:11.0,Offensive rebound by D. Booker,,102-97,,
1:55.0,D. Booker misses 2-pt shot from 17 ft,,102-97,,
1:53.0,,,102-97,,Defensive rebound by A. Harrison
1:37.0,,,102-97,,Turnover by M. Gasol (bad pass; steal by D. Booker)
1:15.0,D. Booker makes 2-pt shot from 17 ft,2,104-97,,
1:05.0,,,104-97,,M. Gasol misses 3-pt shot from 26 ft
1:02.0,Defensive rebound by A. Len,,104-97,,
0:44.0,S. Harrison makes 2-pt shot at rim,2,106-97,,
0:44.0,,,106-97,,Memphis full timeout
0:42.0,,,106-100,3,J. Martin makes 3-pt shot from 24 ft (assist by D. Brooks)
0:39.0,,,106-100,,Personal foul by D. Brooks (drawn by D. Booker)
0:39.0,D. Booker makes free throw 1 of 2,1,107-100,,
0:39.0,D. Booker makes free throw 2 of 2,1,108-100,,
0:39.0,,,108-100,,Memphis full timeout
0:37.0,,,108-100,,D. Brooks misses 3-pt shot from 24 ft
0:34.0,Defensive rebound by A. Len,,108-100,,
0:28.0,Phoenix full timeout,,108-100,,
0:26.0,D. Booker makes 2-pt shot at rim (assist by E. Payton),2,110-100,,
0:20.0,,,110-102,2,A. Harrison makes 2-pt shot at rim
