time,Sacramento,pts.away,score,pts.home,Minnesota
2:05.0,W. Cauley-Stein misses free throw 2 of 2,,97-100,,
2:02.0,,,97-100,,Defensive rebound by T. Gibson
1:43.0,,,97-102,2,J. Teague makes 2-pt shot from 18 ft (assist by K. Towns)
1:32.0,W. Cauley-Stein makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,99-102,,
1:32.0,Shooting foul by T. Gibson (drawn by W. Cauley-Stein),,99-102,,
1:32.0,W. Cauley-Stein makes free throw 1 of 1,1,100-102,,
1:16.0,,,100-105,3,J. Butler makes 3-pt shot from 25 ft (assist by K. Towns)
1:08.0,D. Fox makes 2-pt shot from 16 ft,2,102-105,,
0:47.0,,,102-107,2,T. Gibson makes 2-pt shot from 1 ft (assist by K. Towns)
0:40.0,,,102-107,,Personal foul by J. Teague (drawn by D. Fox)
0:40.0,D. Fox misses free throw 1 of 2,,102-107,,
0:40.0,Offensive rebound by Team,,102-107,,
0:40.0,D. Fox makes free throw 2 of 2,1,103-107,,
0:19.0,,,103-107,,K. Towns misses 3-pt shot from 22 ft
0:18.0,Defensive rebound by D. Fox,,103-107,,
0:18.0,Sacramento full timeout,,103-107,,
0:18.0,,,103-107,,Violation by A. Wiggins (kicked ball)
0:15.0,D. Fox misses 3-pt shot from 29 ft,,103-107,,
0:13.0,,,103-107,,Defensive rebound by Team
0:13.0,Loose ball foul by W. Cauley-Stein (drawn by A. Wiggins),,103-107,,
0:13.0,,,103-108,1,A. Wiggins makes free throw 1 of 2
0:13.0,,,103-108,,A. Wiggins misses free throw 2 of 2
0:12.0,Defensive rebound by W. Cauley-Stein,,103-108,,
0:12.0,Sacramento full timeout,,103-108,,
0:12.0,B. Hield enters the game for J. Jackson,,103-108,,
0:11.0,B. Hield makes 3-pt shot from 23 ft (assist by B. Bogdanovic),2,106-108,,
0:10.0,,,106-108,,Minnesota full timeout
0:10.0,,,106-108,,J. Crawford enters the game for T. Gibson
0:10.0,J. Jackson enters the game for B. Hield,,106-108,,
0:10.0,J. Sampson enters the game for Z. Randolph,,106-108,,
0:07.0,Personal take foul by J. Sampson (drawn by J. Butler),,106-108,,
0:07.0,,,106-109,1,J. Butler makes free throw 1 of 2
0:07.0,,,106-109,,T. Gibson enters the game for J. Crawford
0:07.0,B. Hield enters the game for J. Jackson,,106-109,,
0:07.0,Z. Randolph enters the game for J. Sampson,,106-109,,
0:07.0,,,106-110,1,J. Butler makes free throw 2 of 2
0:05.0,Turnover by D. Fox (lost ball; steal by J. Butler),,106-110,,
0:00.0,Personal take foul by B. Bogdanovic (drawn by J. Teague),,106-110,,
0:00.0,,,106-110,,J. Teague misses free throw 1 of 2
0:00.0,,,106-110,,Offensive rebound by Team
0:00.0,,,106-111,1,J. Teague makes free throw 2 of 2
