time,Charlotte,pts.away,score,pts.home,Boston
1:28.0,D. Bacon makes 2-pt shot from 16 ft,2,106-132,,
1:16.0,,,106-134,2,T. Rozier makes 2-pt shot from 7 ft
1:03.0,Shooting foul by T. Rozier (drawn by W. Hernangomez),,106-134,,
1:03.0,W. Hernangomez misses free throw 1 of 2,,106-134,,
1:03.0,Offensive rebound by Team,,106-134,,
1:03.0,W. Hernangomez misses free throw 2 of 2,,106-134,,
1:01.0,,,106-134,,Defensive rebound by G. Monroe
0:49.0,,,106-134,,S. Larkin misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by W. Hernangomez,,106-134,,
0:36.0,M. Monk misses 2-pt shot from 21 ft,,106-134,,
0:34.0,,,106-134,,Defensive rebound by A. Nader
0:11.0,,,106-134,,Turnover by Team (shot clock)
