time,Phoenix,pts.away,score,pts.home,Houston
6:09.0,Defensive rebound by I. Canaan,,95-107,,
6:05.0,,,95-107,,Houston full timeout
6:05.0,,,95-107,,L. Mbah a Moute enters the game for E. Gordon
6:05.0,,,95-107,,P. Tucker enters the game for C. Capela
6:05.0,J. Dudley enters the game for D. Bender,,95-107,,
6:02.0,T. Warren misses 2-pt shot from 21 ft,,95-107,,
5:58.0,,,95-107,,Defensive rebound by G. Green
5:38.0,,,95-107,,J. Harden misses 3-pt shot from 28 ft
5:37.0,Defensive rebound by T. Chandler,,95-107,,
5:37.0,,,95-107,,Personal foul by P. Tucker (drawn by T. Chandler)
5:37.0,M. Chriss enters the game for T. Chandler,,95-107,,
5:25.0,I. Canaan misses 3-pt shot from 29 ft,,95-107,,
5:23.0,,,95-107,,Defensive rebound by Team
5:10.0,,,95-107,,G. Green misses 3-pt shot from 23 ft
5:08.0,,,95-107,,Offensive rebound by Team
5:08.0,Loose ball foul by T. Warren (drawn by R. Anderson),,95-107,,
4:51.0,,,95-107,,Shooting foul by I. Canaan (drawn by J. Harden)
4:51.0,,,95-107,,J. Harden misses free throw 1 of 2
4:51.0,,,95-107,,Offensive rebound by Team
4:51.0,,,95-108,1,J. Harden makes free throw 2 of 2
4:32.0,D. Booker makes 3-pt shot from 26 ft,3,98-108,,
4:06.0,,,98-108,,J. Harden misses 2-pt shot from 3 ft (block by M. Chriss)
4:04.0,Defensive rebound by J. Dudley,,98-108,,
3:58.0,D. Booker misses 2-pt shot from 21 ft,,98-108,,
3:55.0,,,98-108,,Defensive rebound by P. Tucker
3:46.0,,,98-108,,Shooting foul by D. Booker (drawn by R. Anderson)
3:46.0,,,98-108,,R. Anderson misses free throw 1 of 2
3:46.0,,,98-108,,Offensive rebound by Team
3:46.0,,,98-108,,E. Gordon enters the game for G. Green
3:46.0,T. Chandler enters the game for I. Canaan,,98-108,,
3:46.0,J. Jackson enters the game for J. Dudley,,98-108,,
3:46.0,,,98-109,1,R. Anderson makes free throw 2 of 2
3:28.0,D. Booker misses 3-pt shot from 26 ft,,98-109,,
3:24.0,,,98-109,,Defensive rebound by R. Anderson
3:17.0,,,98-109,,J. Harden misses 3-pt shot from 26 ft
3:14.0,Defensive rebound by T. Chandler,,98-109,,
2:57.0,T. Warren makes 3-pt shot from 24 ft (assist by D. Booker),3,101-109,,
2:41.0,,,101-109,,R. Anderson misses 3-pt shot from 28 ft
2:38.0,Defensive rebound by T. Warren,,101-109,,
2:33.0,Phoenix full timeout,,101-109,,
2:33.0,,,101-109,,C. Capela enters the game for R. Anderson
2:17.0,J. Jackson misses 3-pt shot from 23 ft,,101-109,,
2:15.0,Offensive rebound by Team,,101-109,,
2:15.0,,,101-109,,Personal foul by P. Tucker (drawn by T. Chandler)
2:15.0,T. Chandler misses free throw 1 of 2,,101-109,,
2:15.0,Offensive rebound by Team,,101-109,,
2:15.0,T. Chandler makes free throw 2 of 2,1,102-109,,
1:59.0,,,102-109,,Turnover by E. Gordon (turnover)
1:47.0,T. Warren misses 3-pt shot from 22 ft,,102-109,,
1:43.0,,,102-109,,Defensive rebound by C. Capela
1:29.0,Jump ball: J. Harden vs. J. Jackson (L. Mbah a Moute gains possession),,,,Jump ball: J. Harden vs. J. Jackson (L. Mbah a Moute gains possession)
1:20.0,,,102-109,,J. Harden misses 3-pt shot from 29 ft
1:17.0,,,102-109,,Offensive rebound by C. Capela
1:03.0,Personal foul by M. Chriss (drawn by C. Capela),,102-109,,
1:03.0,,,102-110,1,C. Capela makes free throw 1 of 2
1:03.0,,,102-111,1,C. Capela makes free throw 2 of 2
0:52.0,D. Booker misses 2-pt shot from 13 ft (block by L. Mbah a Moute),,102-111,,
0:50.0,,,102-111,,Defensive rebound by J. Harden
0:47.0,Personal foul by J. Jackson (drawn by J. Harden),,102-111,,
0:47.0,,,102-112,1,J. Harden makes free throw 1 of 2
0:47.0,,,102-113,1,J. Harden makes free throw 2 of 2
0:47.0,Phoenix full timeout,,102-113,,
0:47.0,D. Bender enters the game for M. Chriss,,102-113,,
0:47.0,I. Canaan enters the game for D. Booker,,102-113,,
0:35.0,J. Jackson misses 3-pt shot from 25 ft,,102-113,,
0:32.0,,,102-113,,Defensive rebound by C. Capela
0:09.0,,,102-113,,C. Capela misses 2-pt shot from 15 ft
0:09.0,,,102-113,,Turnover by Team (shot clock)
0:08.0,,,102-113,,Offensive rebound by Team
0:03.0,J. Jackson misses 3-pt shot from 29 ft,,102-113,,
0:01.0,,,102-113,,Defensive rebound by C. Capela
