time,Brooklyn,pts.away,score,pts.home,Boston
4:31.0,,,91-98,,J. Brown misses 2-pt shot from 2 ft (block by A. Crabbe)
4:31.0,,,91-98,,Offensive rebound by Team
4:29.0,,,91-101,3,K. Irving makes 3-pt shot from 23 ft (assist by M. Smart)
4:07.0,S. Dinwiddie misses 3-pt shot from 27 ft,,91-101,,
4:05.0,,,91-101,,Defensive rebound by J. Tatum
3:52.0,,,91-101,,Shooting foul by A. Crabbe (drawn by M. Smart)
3:52.0,,,91-102,1,M. Smart makes free throw 1 of 2
3:52.0,,,91-102,,M. Smart misses free throw 2 of 2
3:50.0,Defensive rebound by R. Hollis-Jefferson,,91-102,,
3:42.0,,,91-102,,Personal foul by M. Smart (drawn by A. Crabbe)
3:36.0,Shooting foul by J. Tatum (drawn by S. Dinwiddie),,91-102,,
3:36.0,S. Dinwiddie makes free throw 1 of 2,1,92-102,,
3:36.0,D. Carroll enters the game for A. Crabbe,,92-102,,
3:36.0,S. Dinwiddie makes free throw 2 of 2,1,93-102,,
3:18.0,,,93-102,,Shooting foul by C. LeVert (drawn by J. Tatum)
3:18.0,,,93-103,1,J. Tatum makes free throw 1 of 2
3:18.0,Brooklyn full timeout,,93-103,,
3:18.0,A. Crabbe enters the game for D. Carroll,,93-103,,
3:18.0,,,93-103,,J. Tatum misses free throw 2 of 2
3:15.0,Defensive rebound by Q. Acy,,93-103,,
2:58.0,Turnover by A. Crabbe (lost ball; steal by M. Smart),,93-103,,
2:35.0,,,93-103,,Turnover by J. Tatum (lost ball; steal by C. LeVert)
2:30.0,R. Hollis-Jefferson makes 2-pt shot at rim (assist by C. LeVert),2,95-103,,
2:16.0,,,95-103,,K. Irving misses 3-pt shot from 26 ft
2:13.0,Defensive rebound by R. Hollis-Jefferson,,95-103,,
2:05.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by C. LeVert),2,97-103,,
2:05.0,Shooting foul by A. Horford (drawn by R. Hollis-Jefferson),,97-103,,
2:05.0,R. Hollis-Jefferson makes free throw 1 of 1,1,98-103,,
1:53.0,,,98-103,,Shooting foul by C. LeVert (drawn by K. Irving)
1:53.0,,,98-104,1,K. Irving makes free throw 1 of 2
1:53.0,,,98-105,1,K. Irving makes free throw 2 of 2
1:38.0,S. Dinwiddie makes 2-pt shot from 3 ft,2,100-105,,
1:22.0,,,100-105,,K. Irving misses 3-pt shot from 24 ft
1:19.0,Defensive rebound by R. Hollis-Jefferson,,100-105,,
1:16.0,A. Crabbe misses 3-pt shot from 27 ft,,100-105,,
1:13.0,,,100-105,,Defensive rebound by J. Tatum
1:07.0,,,100-105,,Boston full timeout
0:50.0,,,100-105,,K. Irving misses 2-pt shot from 11 ft
0:47.0,Defensive rebound by S. Dinwiddie,,100-105,,
0:35.0,S. Dinwiddie misses 2-pt shot from 1 ft,,100-105,,
0:33.0,Offensive rebound by R. Hollis-Jefferson,,100-105,,
0:33.0,R. Hollis-Jefferson misses 2-pt shot at rim,,100-105,,
0:32.0,Offensive rebound by R. Hollis-Jefferson,,100-105,,
0:28.0,C. LeVert misses 3-pt shot from 27 ft,,100-105,,
0:22.0,Offensive rebound by C. LeVert,,100-105,,
0:18.0,Q. Acy makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,103-105,,
0:15.0,Personal take foul by S. Dinwiddie (drawn by M. Smart),,103-105,,
0:15.0,,,103-106,1,M. Smart makes free throw 1 of 2
0:15.0,,,103-106,,T. Rozier enters the game for J. Brown
0:15.0,T. Zeller enters the game for A. Crabbe,,103-106,,
0:15.0,,,103-106,,M. Smart misses free throw 2 of 2
0:14.0,Defensive rebound by R. Hollis-Jefferson,,103-106,,
0:14.0,Brooklyn full timeout,,103-106,,
0:14.0,A. Crabbe enters the game for Q. Acy,,103-106,,
0:14.0,D. Carroll enters the game for R. Hollis-Jefferson,,103-106,,
0:13.0,S. Dinwiddie misses 3-pt shot from 29 ft,,103-106,,
0:09.0,,,103-106,,Defensive rebound by K. Irving
0:08.0,,,103-106,,Boston full timeout
0:08.0,J. Harris enters the game for T. Zeller,,103-106,,
0:08.0,R. Hollis-Jefferson enters the game for A. Crabbe,,103-106,,
0:07.0,Personal take foul by R. Hollis-Jefferson (drawn by K. Irving),,103-106,,
0:07.0,,,103-107,1,K. Irving makes free throw 1 of 2
0:07.0,T. Zeller enters the game for S. Dinwiddie,,103-107,,
0:07.0,Q. Acy enters the game for J. Harris,,103-107,,
0:07.0,,,103-108,1,K. Irving makes free throw 2 of 2
0:07.0,Brooklyn full timeout,,103-108,,
0:07.0,J. Harris enters the game for C. LeVert,,103-108,,
0:07.0,A. Crabbe enters the game for R. Hollis-Jefferson,,103-108,,
0:07.0,S. Dinwiddie enters the game for T. Zeller,,103-108,,
0:02.0,A. Crabbe misses 3-pt shot from 26 ft,,103-108,,
0:01.0,Offensive rebound by D. Carroll,,103-108,,
0:00.0,D. Carroll makes 2-pt shot from 1 ft,2,105-108,,
