time,Memphis,pts.away,score,pts.home,Golden State
2:21.0,,,80-92,1,J. Bell makes free throw 1 of 2
2:21.0,V. Hunter enters the game for J. Green,,80-92,,
2:21.0,I. Rabb enters the game for T. Evans,,80-92,,
2:21.0,K. Simmons enters the game for M. Gasol,,80-92,,
2:21.0,,,80-93,1,J. Bell makes free throw 2 of 2
2:06.0,V. Hunter misses 2-pt shot from 10 ft,,80-93,,
2:02.0,,,80-93,,Defensive rebound by P. McCaw
1:59.0,,,80-95,2,K. Durant makes 2-pt shot at rim
1:48.0,A. Harrison misses 2-pt shot at rim,,80-95,,
1:48.0,Offensive rebound by Team,,80-95,,
1:48.0,,,80-95,,D. Jones enters the game for P. McCaw
1:48.0,,,80-95,,Q. Cook enters the game for D. West
1:48.0,,,80-95,,O. Casspi enters the game for K. Thompson
1:48.0,,,80-95,,N. Young enters the game for K. Durant
1:45.0,M. Chalmers misses 3-pt shot from 25 ft,,80-95,,
1:43.0,Offensive rebound by Team,,80-95,,
1:43.0,,,80-95,,Personal foul by D. Jones (drawn by I. Rabb)
1:27.0,A. Harrison misses 2-pt shot from 2 ft,,80-95,,
1:25.0,Offensive rebound by V. Hunter,,80-95,,
1:24.0,V. Hunter misses 2-pt shot at rim,,80-95,,
1:22.0,Offensive rebound by I. Rabb,,80-95,,
1:21.0,I. Rabb makes 2-pt shot from 1 ft,2,82-95,,
0:58.0,,,82-97,2,N. Young makes 2-pt shot from 15 ft (assist by Q. Cook)
0:46.0,V. Hunter makes 2-pt shot from 18 ft (assist by A. Harrison),2,84-97,,
0:34.0,,,84-97,,Q. Cook misses 2-pt shot from 12 ft
0:30.0,,,84-97,,Offensive rebound by D. Jones
0:27.0,,,84-97,,Q. Cook misses 2-pt shot from 2 ft (block by V. Hunter)
0:27.0,Defensive rebound by Team,,84-97,,
0:12.0,I. Rabb misses 2-pt shot from 17 ft,,84-97,,
0:07.0,,,84-97,,Defensive rebound by O. Casspi
