time,LA Clippers,pts.away,score,pts.home,New Orleans
3:59.0,Turnover by T. Wallace (step out of bounds),,101-93,,
3:59.0,,,101-93,,New Orleans full timeout
3:59.0,,,101-93,,D. Miller enters the game for D. Cunningham
3:59.0,M. Teodosic enters the game for T. Wallace,,101-93,,
3:46.0,,,101-93,,D. Miller misses 3-pt shot from 23 ft
3:41.0,,,101-93,,Offensive rebound by J. Holiday
3:41.0,,,101-95,2,J. Holiday makes 2-pt shot from 1 ft
3:25.0,L. Williams makes 2-pt shot from 14 ft,2,103-95,,
3:11.0,Personal foul by W. Johnson (drawn by A. Davis),,103-95,,
3:11.0,,,103-96,1,A. Davis makes free throw 1 of 2
3:11.0,LA Clippers full timeout,,103-96,,
3:11.0,,,103-97,1,A. Davis makes free throw 2 of 2
2:58.0,W. Johnson misses 3-pt shot from 23 ft,,103-97,,
2:52.0,Offensive rebound by M. Teodosic,,103-97,,
2:36.0,L. Williams misses 2-pt shot from 16 ft (block by J. Holiday),,103-97,,
2:31.0,,,103-97,,Defensive rebound by J. Holiday
2:26.0,,,103-97,,Shooting foul by W. Johnson (drawn by J. Holiday)
2:26.0,,,103-98,1,J. Holiday makes free throw 1 of 2
2:26.0,,,103-99,1,J. Holiday makes free throw 2 of 2
2:12.0,L. Williams misses 3-pt shot from 25 ft,,103-99,,
2:12.0,Offensive rebound by D. Jordan,,103-99,,
2:12.0,Shooting foul by D. Miller (drawn by D. Jordan),,103-99,,
2:12.0,D. Jordan misses free throw 1 of 1,,103-99,,
2:12.0,D. Jordan makes 2-pt shot from 1 ft,2,105-99,,
2:09.0,,,105-99,,Defensive rebound by D. Miller
2:04.0,,,105-99,,Shooting foul by D. Jordan (drawn by A. Davis)
2:04.0,,,105-100,1,A. Davis makes free throw 1 of 2
2:04.0,,,105-100,,A. Davis misses free throw 2 of 2
2:01.0,Defensive rebound by B. Griffin,,105-100,,
1:46.0,B. Griffin misses 2-pt shot from 2 ft,,105-100,,
1:44.0,,,105-100,,Defensive rebound by A. Davis
1:40.0,,,105-102,2,E. Moore makes 2-pt shot from 22 ft (assist by A. Davis)
1:20.0,Turnover by L. Williams (bad pass; steal by J. Holiday),,105-102,,
1:13.0,,,105-102,,J. Holiday misses 2-pt shot from 1 ft (block by D. Jordan)
1:08.0,,,105-102,,Offensive rebound by J. Holiday
1:04.0,,,105-102,,Turnover by A. Davis (turnover)
1:04.0,T. Wallace enters the game for W. Johnson,,105-102,,
0:43.0,B. Griffin makes 3-pt shot from 26 ft (assist by M. Teodosic),3,108-102,,
0:42.0,,,108-102,,New Orleans full timeout
0:42.0,S. Thornwell enters the game for M. Teodosic,,108-102,,
0:42.0,W. Johnson enters the game for L. Williams,,108-102,,
0:31.0,,,108-102,,A. Davis misses 2-pt shot from 3 ft
0:28.0,Defensive rebound by B. Griffin,,108-102,,
0:22.0,,,108-102,,Personal take foul by I. Clark (drawn by T. Wallace)
0:22.0,T. Wallace makes free throw 1 of 2,1,109-102,,
0:22.0,T. Wallace makes free throw 2 of 2,1,110-102,,
0:22.0,,,110-102,,New Orleans full timeout
0:16.0,Personal foul by B. Griffin (drawn by A. Davis),,110-102,,
0:16.0,,,110-102,,A. Davis misses free throw 1 of 2
0:16.0,,,110-102,,Offensive rebound by Team
0:16.0,M. Teodosic enters the game for S. Thornwell,,110-102,,
0:16.0,L. Williams enters the game for W. Johnson,,110-102,,
0:16.0,,,110-103,1,A. Davis makes free throw 2 of 2
0:15.0,,,110-103,,Personal take foul by I. Clark (drawn by T. Wallace)
0:15.0,T. Wallace makes free throw 1 of 2,1,111-103,,
0:15.0,S. Thornwell enters the game for M. Teodosic,,111-103,,
0:15.0,W. Johnson enters the game for L. Williams,,111-103,,
0:15.0,T. Wallace makes free throw 2 of 2,1,112-103,,
0:11.0,,,112-103,,I. Clark misses 3-pt shot from 24 ft
0:08.0,Defensive rebound by B. Griffin,,112-103,,
