time,LA Lakers,pts.away,score,pts.home,San Antonio
8:41.0,,,87-95,,Offensive foul by D. Murray (drawn by I. Thomas)
8:41.0,,,87-95,,Turnover by D. Murray (offensive foul)
8:41.0,,,87-95,,M. Ginobili enters the game for D. Green
8:41.0,,,87-95,,D. Bertans enters the game for R. Gay
8:25.0,T. Ennis misses 2-pt shot from 3 ft,,87-95,,
8:25.0,,,87-95,,Defensive rebound by Team
8:10.0,,,87-97,2,P. Gasol makes 2-pt shot from 2 ft (assist by M. Ginobili)
7:49.0,K. Caldwell-Pope misses 2-pt shot from 2 ft,,87-97,,
7:49.0,,,87-97,,Defensive rebound by P. Gasol
7:43.0,,,87-99,2,D. Murray makes 2-pt shot at rim
7:43.0,LA Lakers full timeout,,87-99,,
7:43.0,,,87-99,,J. Lauvergne enters the game for P. Gasol
7:43.0,J. Randle enters the game for T. Ennis,,87-99,,
7:43.0,L. Ball enters the game for I. Zubac,,87-99,,
7:33.0,I. Thomas makes 2-pt shot from 1 ft,2,89-99,,
7:13.0,,,89-101,2,D. Bertans makes 2-pt shot from 2 ft (assist by M. Ginobili)
7:02.0,I. Thomas misses 3-pt shot from 25 ft,,89-101,,
7:02.0,,,89-101,,Defensive rebound by M. Ginobili
6:54.0,Personal foul by I. Thomas (drawn by M. Ginobili),,89-101,,
6:54.0,K. Kuzma enters the game for I. Thomas,,89-101,,
6:44.0,,,89-101,,D. Murray misses 2-pt shot from 19 ft
6:41.0,,,89-101,,Offensive rebound by J. Lauvergne
6:39.0,,,89-101,,Turnover by D. Murray (lost ball; steal by K. Kuzma)
6:30.0,T. Wear misses 3-pt shot from 25 ft,,89-101,,
6:22.0,Offensive rebound by J. Randle,,89-101,,
6:22.0,J. Randle makes 2-pt shot at rim,2,91-101,,
6:14.0,,,91-101,,Turnover by D. Bertans (bad pass)
6:02.0,L. Ball misses 3-pt shot from 25 ft,,91-101,,
5:59.0,,,91-101,,Defensive rebound by J. Lauvergne
5:48.0,,,91-101,,D. Murray misses 2-pt shot from 2 ft
5:43.0,,,91-101,,Offensive rebound by D. Murray
5:43.0,,,91-103,2,D. Murray makes 2-pt shot at rim
5:35.0,J. Randle makes 2-pt shot from 2 ft (assist by L. Ball),2,93-103,,
5:35.0,Shooting foul by J. Lauvergne (drawn by J. Randle),,93-103,,
5:35.0,,,93-103,,D. Green enters the game for P. Mills
5:35.0,,,93-103,,T. Parker enters the game for D. Murray
5:35.0,J. Randle misses free throw 1 of 1,,93-103,,
5:31.0,,,93-103,,Defensive rebound by D. Bertans
5:20.0,,,93-103,,Turnover by D. Bertans (out of bounds lost ball)
5:09.0,J. Randle misses 2-pt shot from 2 ft,,93-103,,
5:06.0,,,93-103,,Defensive rebound by M. Ginobili
4:58.0,,,93-103,,D. Green misses 3-pt shot from 22 ft
4:58.0,,,93-103,,Offensive rebound by J. Lauvergne
4:52.0,,,93-103,,J. Lauvergne misses 2-pt shot at rim
4:51.0,Defensive rebound by K. Caldwell-Pope,,93-103,,
4:47.0,T. Wear makes 2-pt shot from 20 ft,2,95-103,,
4:47.0,,,95-103,,San Antonio full timeout
4:47.0,,,95-103,,P. Gasol enters the game for D. Bertans
4:47.0,,,95-103,,R. Gay enters the game for J. Lauvergne
4:47.0,K. Caldwell-Pope makes technical free throw,1,96-103,,
4:22.0,,,96-103,,T. Parker misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by K. Kuzma,,96-103,,
4:09.0,T. Wear makes 2-pt shot from 21 ft (assist by L. Ball),2,98-103,,
3:53.0,,,98-103,,P. Gasol misses 2-pt shot from 1 ft
3:50.0,Defensive rebound by T. Wear,,98-103,,
3:45.0,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by J. Randle),3,101-103,,
3:24.0,,,101-103,,P. Gasol misses 2-pt shot from 2 ft
3:24.0,Defensive rebound by K. Caldwell-Pope,,101-103,,
3:06.0,K. Caldwell-Pope misses 2-pt shot from 16 ft,,101-103,,
3:06.0,,,101-103,,Defensive rebound by P. Gasol
2:57.0,,,101-105,2,T. Parker makes 2-pt shot from 1 ft
2:56.0,LA Lakers full timeout,,101-105,,
2:46.0,L. Ball makes 3-pt shot from 26 ft,3,104-105,,
2:18.0,,,104-105,,R. Gay misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by L. Ball,,104-105,,
1:59.0,Shooting foul by D. Green (drawn by J. Randle),,104-105,,
1:59.0,J. Randle makes free throw 1 of 2,1,105-105,,
1:59.0,,,105-105,,D. Murray enters the game for T. Parker
1:59.0,,,105-105,,P. Mills enters the game for M. Ginobili
1:59.0,J. Randle makes free throw 2 of 2,1,106-105,,
1:45.0,,,106-105,,D. Green misses 3-pt shot from 26 ft
1:45.0,,,106-105,,Offensive rebound by Team
1:45.0,Loose ball foul by L. Ball (drawn by P. Gasol),,106-105,,
1:45.0,,,106-105,,M. Ginobili enters the game for D. Murray
1:35.0,,,106-107,2,P. Gasol makes 2-pt shot from 19 ft (assist by D. Green)
1:15.0,L. Ball makes 3-pt shot from 25 ft (assist by J. Randle),3,109-107,,
0:56.0,Personal foul by K. Kuzma (drawn by P. Gasol),,109-107,,
0:56.0,,,109-108,1,P. Gasol makes free throw 1 of 2
0:56.0,,,109-108,,D. Murray enters the game for P. Mills
0:56.0,,,109-108,,K. Anderson enters the game for M. Ginobili
0:56.0,,,109-109,1,P. Gasol makes free throw 2 of 2
0:42.0,L. Ball makes 3-pt shot from 25 ft,3,112-109,,
0:42.0,,,112-109,,San Antonio full timeout
0:42.0,,,112-109,,P. Mills enters the game for D. Murray
0:30.0,,,112-109,,Turnover by R. Gay (lost ball; steal by K. Caldwell-Pope)
0:10.0,J. Randle makes 2-pt shot from 3 ft (assist by L. Ball),2,114-109,,
0:10.0,,,114-109,,San Antonio full timeout
0:06.0,,,114-112,3,R. Gay makes 3-pt shot from 26 ft (assist by K. Anderson)
0:06.0,LA Lakers full timeout,,114-112,,
0:06.0,,,114-112,,D. Murray enters the game for P. Gasol
0:06.0,,,114-112,,M. Ginobili enters the game for R. Gay
0:06.0,I. Thomas enters the game for K. Kuzma,,114-112,,
0:05.0,,,114-112,,Personal foul by P. Mills (drawn by I. Thomas)
0:05.0,I. Thomas makes free throw 1 of 2,1,115-112,,
0:05.0,,,115-112,,D. Bertans enters the game for K. Anderson
0:05.0,,,115-112,,P. Gasol enters the game for D. Murray
0:05.0,I. Thomas makes free throw 2 of 2,1,116-112,,
0:01.0,,,116-112,,P. Mills misses 3-pt shot from 31 ft
0:01.0,Defensive rebound by Team,,116-112,,
