time,Memphis,pts.away,score,pts.home,Houston
3:40.0,Defensive rebound by D. Davis,,89-106,,
3:34.0,A. Harrison misses 3-pt shot from 25 ft,,89-106,,
3:31.0,,,89-106,,Defensive rebound by E. Gordon
3:26.0,,,89-109,3,J. Harden makes 3-pt shot from 24 ft
3:04.0,W. Selden makes 3-pt shot from 26 ft (assist by D. Davis),3,92-109,,
2:43.0,,,92-109,,J. Harden misses 3-pt shot from 24 ft
2:37.0,Defensive rebound by W. Selden,,92-109,,
2:35.0,J. Martin makes 2-pt shot at rim (assist by W. Selden),2,94-109,,
2:35.0,,,94-109,,Houston full timeout
2:35.0,,,94-109,,D. Jackson enters the game for T. Ariza
2:35.0,,,94-109,,B. Brown enters the game for E. Gordon
2:35.0,,,94-109,,T. Black enters the game for J. Harden
2:35.0,,,94-109,,Z. Qi enters the game for C. Capela
2:19.0,,,94-109,,D. Jackson misses 2-pt shot at rim
2:17.0,Defensive rebound by D. Davis,,94-109,,
2:08.0,Turnover by A. Harrison (bad pass; steal by L. Mbah a Moute),,94-109,,
2:01.0,B. McLemore enters the game for J. Martin,,94-109,,
1:43.0,,,94-109,,Z. Qi misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by B. McLemore,,94-109,,
1:26.0,Turnover by W. Selden (lost ball; steal by Z. Qi),,94-109,,
1:14.0,Personal foul by A. Harrison (drawn by Z. Qi),,94-109,,
1:07.0,,,94-109,,Turnover by B. Brown (out of bounds lost ball)
0:57.0,W. Selden makes 2-pt shot from 15 ft (assist by A. Harrison),2,96-109,,
0:40.0,,,96-111,2,B. Brown makes 2-pt shot from 14 ft
0:34.0,W. Selden misses 2-pt shot from 7 ft,,96-111,,
0:31.0,,,96-111,,Defensive rebound by T. Black
0:13.0,,,96-111,,B. Brown misses 3-pt shot from 26 ft
0:10.0,Defensive rebound by D. Brooks,,96-111,,
