time,LA Clippers,pts.away,score,pts.home,Utah
5:56.0,,,82-105,,A. Burks enters the game for J. Ingles
5:56.0,M. Harrell makes free throw 2 of 2,1,83-105,,
5:39.0,,,83-107,2,D. Favors makes 2-pt shot from 12 ft (assist by D. Exum)
5:16.0,B. Marjanovic makes 2-pt shot from 7 ft,2,85-107,,
5:04.0,,,85-107,,D. Favors misses 2-pt shot from 11 ft
5:01.0,Defensive rebound by C. Williams,,85-107,,
4:54.0,M. Harrell makes 2-pt shot from 10 ft (assist by C. Williams),2,87-107,,
4:42.0,,,87-109,2,A. Burks makes 2-pt shot from 14 ft
4:21.0,B. Marjanovic makes 2-pt shot from 4 ft (assist by M. Harrell),2,89-109,,
3:59.0,,,89-109,,Turnover by A. Burks (bad pass; steal by M. Harrell)
3:52.0,B. Marjanovic misses 2-pt shot from 4 ft (block by D. Favors),,89-109,,
3:47.0,,,89-109,,Defensive rebound by E. Udoh
3:45.0,,,89-111,2,A. Burks makes 2-pt shot from 2 ft (assist by R. O'Neale)
3:36.0,M. Harrell misses 2-pt shot from 6 ft,,89-111,,
3:36.0,Offensive rebound by B. Marjanovic,,89-111,,
3:36.0,,,89-111,,Personal foul by D. Favors (drawn by B. Marjanovic)
3:36.0,B. Marjanovic makes free throw 1 of 2,1,90-111,,
3:36.0,,,90-111,,J. Jerebko enters the game for D. Favors
3:36.0,,,90-111,,G. Niang enters the game for R. O'Neale
3:36.0,S. Thornwell enters the game for T. Wallace,,90-111,,
3:36.0,B. Marjanovic misses free throw 2 of 2,,90-111,,
3:33.0,,,90-111,,Defensive rebound by J. Jerebko
3:14.0,,,90-114,3,A. Burks makes 3-pt shot from 27 ft
2:52.0,Offensive foul by B. Marjanovic (drawn by E. Udoh),,90-114,,
2:52.0,Turnover by B. Marjanovic (offensive foul),,90-114,,
2:52.0,,,90-114,,Utah full timeout
2:52.0,,,90-114,,D. Stockton enters the game for D. Exum
2:35.0,,,90-114,,A. Burks misses 2-pt shot from 14 ft
2:32.0,Defensive rebound by C. Williams,,90-114,,
2:20.0,Shooting foul by D. Stockton (drawn by S. Thornwell),,90-114,,
2:20.0,S. Thornwell misses free throw 1 of 2,,90-114,,
2:20.0,Offensive rebound by Team,,90-114,,
2:20.0,W. Johnson enters the game for M. Harrell,,90-114,,
2:20.0,S. Thornwell makes free throw 2 of 2,1,91-114,,
2:05.0,,,91-117,3,D. Stockton makes 3-pt shot from 25 ft
1:46.0,S. Dekker makes 2-pt shot from 3 ft,2,93-117,,
1:32.0,,,93-117,,E. Udoh misses 2-pt shot from 10 ft
1:30.0,Defensive rebound by S. Dekker,,93-117,,
1:14.0,B. Marjanovic misses 2-pt shot from 6 ft,,93-117,,
1:12.0,,,93-117,,Defensive rebound by E. Udoh
1:05.0,,,93-117,,A. Burks misses 3-pt shot from 24 ft
1:02.0,,,93-117,,Offensive rebound by E. Udoh
1:00.0,,,93-117,,G. Niang misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by W. Johnson,,93-117,,
0:50.0,S. Dekker makes 2-pt shot from 2 ft (assist by S. Thornwell),2,95-117,,
0:31.0,,,95-117,,Turnover by A. Burks (lost ball; steal by W. Johnson)
0:27.0,C. Williams misses 3-pt shot from 22 ft,,95-117,,
0:24.0,,,95-117,,Defensive rebound by G. Niang
0:01.0,,,95-117,,Turnover by Team (shot clock)
