time,New Orleans,pts.away,score,pts.home,Phoenix
4:23.0,Offensive rebound by J. Nelson,,105-78,,
4:05.0,O. Asik makes 2-pt shot from 9 ft (assist by D. Miller),2,107-78,,
3:56.0,,,107-78,,T. Ulis misses 2-pt shot from 9 ft
3:52.0,,,107-78,,Offensive rebound by A. Len
3:52.0,,,107-78,,A. Len misses 2-pt shot at rim
3:52.0,Defensive rebound by D. Miller,,107-78,,
3:35.0,I. Clark makes 2-pt shot from 19 ft,2,109-78,,
3:24.0,,,109-78,,Shooting foul by C. Diallo (drawn by A. Len)
3:24.0,,,109-79,1,A. Len makes free throw 1 of 2
3:24.0,,,109-79,,M. Chriss enters the game for D. Bender
3:24.0,R. Rondo enters the game for J. Nelson,,109-79,,
3:24.0,,,109-79,,A. Len misses free throw 2 of 2
3:21.0,Defensive rebound by C. Diallo,,109-79,,
3:12.0,C. Diallo misses 2-pt shot from 19 ft,,109-79,,
3:08.0,,,109-79,,Defensive rebound by A. Len
3:08.0,Personal foul by I. Clark (drawn by D. Jones),,109-79,,
3:08.0,,,109-80,1,D. Jones makes free throw 1 of 2
3:08.0,,,109-81,1,D. Jones makes free throw 2 of 2
2:51.0,Turnover by I. Clark (bad pass; steal by J. Jackson),,109-81,,
2:47.0,,,109-83,2,J. Jackson makes 2-pt shot at rim
2:30.0,Turnover by C. Diallo (lost ball; steal by T. Ulis),,109-83,,
2:22.0,,,109-83,,Shooting foul by O. Asik (drawn by J. Jackson)
2:22.0,New Orleans full timeout,,109-83,,
2:22.0,,,109-84,1,J. Jackson makes free throw 1 of 2
2:22.0,,,109-85,1,J. Jackson makes free throw 2 of 2
2:21.0,,,109-85,,Personal foul by J. Jackson (drawn by D. Miller)
2:10.0,I. Clark makes 2-pt shot from 13 ft (assist by R. Rondo),2,111-85,,
1:50.0,,,111-85,,A. Len misses 2-pt shot from 5 ft
1:48.0,Defensive rebound by R. Rondo,,111-85,,
1:40.0,C. Diallo makes 2-pt shot from 9 ft (assist by R. Rondo),2,113-85,,
1:33.0,,,113-87,2,T. Ulis makes 2-pt shot at rim
1:22.0,I. Clark makes 2-pt shot from 20 ft,2,115-87,,
1:13.0,,,115-89,2,T. Ulis makes 2-pt shot from 13 ft
1:02.0,R. Rondo misses 3-pt shot from 25 ft,,115-89,,
0:59.0,,,115-89,,Defensive rebound by M. Chriss
0:56.0,,,115-91,2,T. Ulis makes 2-pt shot from 18 ft
0:37.0,Turnover by R. Rondo (lost ball; steal by T. Ulis),,115-91,,
0:25.0,Violation by O. Asik (kicked ball),,115-91,,
0:22.0,,,115-91,,J. Jackson misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by C. Diallo,,115-91,,
