time,Toronto,pts.away,score,pts.home,New York
5:40.0,P. Siakam misses 2-pt shot from 7 ft,,120-98,,
5:36.0,Offensive rebound by J. Poeltl,,120-98,,
5:36.0,J. Poeltl makes 2-pt shot at rim,2,122-98,,
5:24.0,,,122-98,,F. Ntilikina misses 2-pt shot from 19 ft
5:22.0,Defensive rebound by D. Wright,,122-98,,
5:21.0,Toronto full timeout,,122-98,,
5:21.0,L. Nogueira enters the game for J. Poeltl,,122-98,,
5:21.0,N. Powell enters the game for P. Siakam,,122-98,,
5:21.0,N. Hayes enters the game for F. VanVleet,,122-98,,
5:00.0,N. Powell misses 2-pt shot from 1 ft,,122-98,,
4:57.0,,,122-98,,Defensive rebound by E. Mudiay
4:55.0,,,122-98,,T. Hardaway misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by L. Nogueira,,122-98,,
4:42.0,N. Powell misses 3-pt shot from 23 ft,,122-98,,
4:42.0,,,122-98,,Defensive rebound by M. Beasley
4:19.0,,,122-98,,L. Kornet misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by M. Miller,,122-98,,
3:56.0,N. Hayes makes 3-pt shot from 23 ft (assist by L. Nogueira),3,125-98,,
3:34.0,,,125-100,2,E. Mudiay makes 2-pt shot from 2 ft (assist by F. Ntilikina)
3:22.0,N. Hayes makes 3-pt shot from 22 ft (assist by N. Powell),3,128-100,,
3:14.0,,,128-100,,New York full timeout
3:14.0,,,128-100,,I. Hicks enters the game for T. Hardaway
3:14.0,,,128-100,,T. Williams enters the game for E. Mudiay
3:14.0,,,128-100,,D. Dotson enters the game for M. Beasley
3:00.0,,,128-102,2,F. Ntilikina makes 2-pt shot from 1 ft
2:44.0,N. Powell makes 2-pt shot from 1 ft,2,130-102,,
2:37.0,,,130-102,,Offensive foul by I. Hicks (drawn by D. Wright)
2:37.0,,,130-102,,Turnover by I. Hicks (offensive foul)
2:12.0,N. Powell misses 3-pt shot from 25 ft (block by L. Kornet),,130-102,,
2:09.0,,,130-102,,Defensive rebound by T. Williams
1:59.0,,,130-102,,D. Dotson misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by M. Miller,,130-102,,
1:48.0,M. Miller makes 2-pt shot from 1 ft (assist by D. Wright),2,132-102,,
1:39.0,,,132-102,,Offensive foul by I. Hicks (drawn by M. Miller)
1:39.0,,,132-102,,Turnover by I. Hicks (offensive foul)
1:21.0,Turnover by N. Hayes (lost ball; steal by T. Williams),,132-102,,
1:20.0,Personal take foul by N. Powell (drawn by T. Williams),,132-102,,
1:20.0,,,132-102,,T. Williams misses free throw 1 of 2
1:20.0,,,132-102,,Offensive rebound by Team
1:20.0,,,132-103,1,T. Williams makes free throw 2 of 2
0:58.0,Turnover by M. Miller (lost ball; steal by T. Williams),,132-103,,
0:54.0,,,132-105,2,T. Williams makes 2-pt shot at rim
0:36.0,Turnover by N. Powell (traveling),,132-105,,
0:18.0,,,132-105,,Shooting foul by M. Miller (drawn by L. Kornet)
0:18.0,,,132-105,,L. Kornet misses free throw 1 of 2
0:18.0,,,132-105,,Offensive rebound by Team
0:18.0,,,132-106,1,L. Kornet makes free throw 2 of 2
