time,Houston,pts.away,score,pts.home,Utah
3:12.0,,,110-94,,J. Ingles misses 3-pt shot from 23 ft
3:11.0,Defensive rebound by Team,,110-94,,
3:11.0,,,110-94,,R. Gobert enters the game for D. Favors
2:59.0,E. Gordon misses 3-pt shot from 26 ft,,110-94,,
2:56.0,,,110-94,,Defensive rebound by R. Gobert
2:39.0,,,110-94,,R. Rubio misses 2-pt shot from 22 ft
2:35.0,Defensive rebound by C. Paul,,110-94,,
2:25.0,P. Tucker misses 3-pt shot from 23 ft,,110-94,,
2:22.0,Offensive rebound by R. Anderson,,110-94,,
2:22.0,,,110-94,,Personal foul by D. Mitchell (drawn by P. Tucker)
2:22.0,,,110-94,,Utah full timeout
2:22.0,T. Ariza enters the game for E. Gordon,,110-94,,
2:21.0,R. Anderson misses 2-pt shot from 1 ft,,110-94,,
2:21.0,Offensive rebound by Team,,110-94,,
2:08.0,P. Tucker misses 2-pt shot from 2 ft,,110-94,,
2:08.0,,,110-94,,Defensive rebound by Team
1:52.0,,,110-94,,Turnover by R. Gobert (bad pass; steal by R. Anderson)
1:39.0,J. Harden misses 3-pt shot from 26 ft,,110-94,,
1:37.0,,,110-94,,Defensive rebound by R. Gobert
1:31.0,Loose ball foul by R. Anderson (drawn by D. Mitchell),,110-94,,
1:31.0,,,110-95,1,D. Mitchell makes free throw 1 of 2
1:31.0,,,110-96,1,D. Mitchell makes free throw 2 of 2
1:20.0,,,110-96,,Personal foul by R. Rubio (drawn by C. Paul)
1:20.0,C. Paul makes free throw 1 of 2,1,111-96,,
1:20.0,C. Paul makes free throw 2 of 2,1,112-96,,
1:08.0,,,112-96,,Turnover by D. Mitchell (bad pass; steal by P. Tucker)
0:45.0,J. Harden misses 3-pt shot from 26 ft,,112-96,,
0:43.0,,,112-96,,Defensive rebound by R. Gobert
0:38.0,Personal foul by J. Harden (drawn by T. Sefolosha),,112-96,,
0:38.0,,,112-97,1,T. Sefolosha makes free throw 1 of 2
0:38.0,,,112-98,1,T. Sefolosha makes free throw 2 of 2
0:18.0,Offensive foul by P. Tucker (drawn by R. Rubio),,112-98,,
0:18.0,Turnover by P. Tucker (offensive foul),,112-98,,
0:18.0,T. Black enters the game for P. Tucker,,112-98,,
0:18.0,Technical foul by P. Tucker,,112-98,,
0:18.0,,,112-99,1,R. Rubio makes technical free throw
0:07.0,,,112-99,,Shooting foul by C. Paul (drawn by D. Mitchell)
0:07.0,,,112-100,1,D. Mitchell makes free throw 1 of 2
0:07.0,,,112-101,1,D. Mitchell makes free throw 2 of 2
