time,LA Lakers,pts.away,score,pts.home,Memphis
9:39.0,Offensive rebound by Team,,85-101,,
9:39.0,,,85-101,,M. Gasol enters the game for D. Davis
9:26.0,L. Nance misses 2-pt shot from 20 ft,,85-101,,
9:25.0,,,85-101,,Defensive rebound by T. Evans
9:13.0,,,85-101,,T. Evans misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by K. Kuzma,,85-101,,
9:07.0,L. Nance makes 2-pt shot at rim (assist by K. Kuzma),2,87-101,,
9:07.0,,,87-101,,Memphis full timeout
9:07.0,,,87-101,,J. Green enters the game for J. Martin
9:07.0,,,87-101,,M. Chalmers enters the game for W. Selden
9:07.0,,,87-101,,D. Brooks enters the game for J. Ennis
8:49.0,,,87-104,3,D. Brooks makes 3-pt shot from 23 ft (assist by T. Evans)
8:32.0,L. Nance makes 2-pt shot at rim (assist by G. Payton),2,89-104,,
8:09.0,,,89-107,3,J. Green makes 3-pt shot from 23 ft (assist by M. Chalmers)
7:54.0,G. Payton makes 2-pt shot from 9 ft,2,91-107,,
7:27.0,,,91-109,2,T. Evans makes 2-pt shot from 7 ft
7:21.0,J. Hart misses 3-pt shot from 25 ft,,91-109,,
7:18.0,,,91-109,,Defensive rebound by M. Gasol
7:15.0,,,91-109,,T. Evans misses 2-pt shot from 3 ft (block by G. Payton)
7:15.0,,,91-109,,Offensive rebound by D. Brooks
7:15.0,,,91-109,,Shooting foul by G. Payton (drawn by D. Brooks)
7:15.0,,,91-110,1,D. Brooks makes free throw 1 of 2
7:15.0,K. Caldwell-Pope enters the game for C. Brewer,,91-110,,
7:15.0,,,91-111,1,D. Brooks makes free throw 2 of 2
7:02.0,J. Hart makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope),3,94-111,,
6:39.0,,,94-111,,M. Chalmers misses 2-pt shot from 1 ft
6:39.0,Defensive rebound by Team,,94-111,,
6:39.0,,,94-111,,Loose ball foul by M. Gasol (drawn by L. Nance)
6:29.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by G. Payton),3,97-111,,
6:15.0,,,97-111,,M. Chalmers misses 2-pt shot from 2 ft (block by G. Payton)
6:15.0,,,97-111,,Offensive rebound by Team
6:15.0,,,97-111,,A. Harrison enters the game for M. Chalmers
6:10.0,,,97-113,2,M. Gasol makes 2-pt shot at rim (assist by D. Brooks)
6:10.0,,,97-113,,Shooting foul by G. Payton (drawn by M. Gasol)
6:10.0,,,97-114,1,M. Gasol makes free throw 1 of 1
5:59.0,K. Kuzma makes 3-pt shot from 25 ft (assist by G. Payton),3,100-114,,
5:32.0,,,100-116,2,T. Evans makes 2-pt shot at rim
5:24.0,K. Kuzma misses 2-pt shot from 3 ft (block by M. Gasol),,100-116,,
5:22.0,,,100-116,,Defensive rebound by D. Brooks
5:08.0,,,100-116,,M. Gasol misses 3-pt shot from 25 ft
5:04.0,Defensive rebound by L. Nance,,100-116,,
4:57.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by G. Payton),3,103-116,,
4:41.0,,,103-116,,Turnover by D. Brooks (traveling)
4:32.0,G. Payton makes 2-pt shot from 6 ft,2,105-116,,
4:13.0,,,105-118,2,M. Gasol makes 2-pt shot at rim (assist by T. Evans)
4:13.0,LA Lakers full timeout,,105-118,,
3:59.0,G. Payton misses 2-pt shot from 5 ft,,105-118,,
3:56.0,,,105-118,,Defensive rebound by T. Evans
3:48.0,Personal foul by G. Payton (drawn by T. Evans),,105-118,,
3:32.0,,,105-118,,D. Brooks misses 3-pt shot from 26 ft
3:28.0,Defensive rebound by K. Kuzma,,105-118,,
3:25.0,J. Hart makes 2-pt shot at rim (assist by K. Kuzma),2,107-118,,
3:02.0,,,107-118,,T. Evans misses 3-pt shot from 25 ft
3:00.0,Defensive rebound by J. Hart,,107-118,,
2:56.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,107-118,,
2:52.0,,,107-118,,Defensive rebound by J. Green
2:31.0,,,107-118,,Turnover by A. Harrison (bad pass; steal by L. Nance)
2:25.0,J. Hart makes 2-pt shot at rim (assist by K. Kuzma),2,109-118,,
2:00.0,,,109-118,,Turnover by D. Brooks (bad pass; steal by L. Nance)
1:59.0,,,109-118,,Personal take foul by D. Brooks (drawn by K. Caldwell-Pope)
1:59.0,LA Lakers full timeout,,109-118,,
1:50.0,K. Kuzma misses 3-pt shot from 24 ft,,109-118,,
1:46.0,,,109-118,,Defensive rebound by T. Evans
1:31.0,,,109-120,2,T. Evans makes 2-pt shot at rim (assist by A. Harrison)
1:23.0,K. Caldwell-Pope makes 2-pt shot from 17 ft,2,111-120,,
1:23.0,Shooting foul by D. Brooks (drawn by K. Caldwell-Pope),,111-120,,
1:23.0,K. Caldwell-Pope makes free throw 1 of 1,1,112-120,,
1:11.0,,,112-122,2,J. Green makes 2-pt shot at rim (assist by T. Evans)
1:11.0,,,112-122,,Shooting foul by G. Payton (drawn by J. Green)
1:11.0,,,112-123,1,J. Green makes free throw 1 of 1
1:00.0,K. Kuzma makes 2-pt shot at rim,2,114-123,,
0:37.0,,,114-123,,T. Evans misses 2-pt shot from 1 ft
0:35.0,,,114-123,,Offensive rebound by T. Evans
0:34.0,,,114-123,,T. Evans misses 2-pt shot at rim (block by L. Nance)
0:34.0,Defensive rebound by K. Kuzma,,114-123,,
0:30.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,114-123,,
0:26.0,,,114-123,,Defensive rebound by D. Brooks
0:06.0,,,114-123,,Turnover by Team (shot clock)
0:02.0,J. Hart misses 3-pt shot from 28 ft,,114-123,,
0:02.0,,,114-123,,Defensive rebound by J. Green
