time,Orlando,pts.away,score,pts.home,Brooklyn
6:16.0,,,82-80,2,D. Carroll makes 2-pt shot from 2 ft
5:59.0,E. Fournier misses 2-pt shot from 11 ft,,82-80,,
5:55.0,,,82-80,,Defensive rebound by D. Carroll
5:44.0,,,82-80,,D. Carroll misses 3-pt shot from 24 ft
5:40.0,Defensive rebound by B. Biyombo,,82-80,,
5:31.0,J. Simmons misses 3-pt shot from 24 ft,,82-80,,
5:31.0,,,82-80,,Defensive rebound by Team
5:18.0,,,82-80,,Shooting foul by J. Simmons (drawn by R. Hollis-Jefferson)
5:18.0,,,82-81,1,R. Hollis-Jefferson makes free throw 1 of 2
5:18.0,,,82-81,,A. Crabbe enters the game for J. Harris
5:18.0,E. Payton enters the game for D. Augustin,,82-81,,
5:18.0,,,82-82,1,R. Hollis-Jefferson makes free throw 2 of 2
4:54.0,E. Payton makes 3-pt shot from 24 ft (assist by J. Simmons),3,85-82,,
4:35.0,,,85-82,,A. Crabbe misses 2-pt shot from 5 ft (block by B. Biyombo)
4:31.0,,,85-82,,Offensive rebound by D. Carroll
4:30.0,,,85-85,3,D. Carroll makes 3-pt shot from 26 ft
4:12.0,A. Gordon makes 2-pt shot from 13 ft,2,87-85,,
3:55.0,,,87-85,,R. Hollis-Jefferson misses 2-pt shot from 9 ft
3:52.0,Defensive rebound by B. Biyombo,,87-85,,
3:44.0,E. Payton makes 2-pt shot from 8 ft,2,89-85,,
3:44.0,,,89-85,,Brooklyn full timeout
3:44.0,,,89-85,,C. LeVert enters the game for Q. Acy
3:29.0,Personal foul by E. Fournier (drawn by A. Crabbe),,89-85,,
3:29.0,,,89-86,1,A. Crabbe makes free throw 1 of 2
3:29.0,W. Iwundu enters the game for E. Fournier,,89-86,,
3:29.0,,,89-87,1,A. Crabbe makes free throw 2 of 2
3:10.0,A. Gordon misses 3-pt shot from 25 ft,,89-87,,
3:07.0,Offensive rebound by B. Biyombo,,89-87,,
2:53.0,J. Simmons makes 2-pt shot from 17 ft,2,91-87,,
2:29.0,,,91-90,3,S. Dinwiddie makes 3-pt shot from 24 ft (assist by D. Carroll)
2:00.0,J. Simmons misses 2-pt shot from 13 ft (block by A. Crabbe),,91-90,,
1:58.0,Offensive rebound by J. Simmons,,91-90,,
1:57.0,Turnover by J. Simmons (lost ball; steal by R. Hollis-Jefferson),,91-90,,
1:53.0,,,91-90,,C. LeVert misses 2-pt shot from 4 ft (block by E. Payton)
1:52.0,,,91-90,,Offensive rebound by A. Crabbe
1:52.0,,,91-90,,R. Hollis-Jefferson misses 2-pt shot from 3 ft
1:51.0,Defensive rebound by A. Gordon,,91-90,,
1:51.0,,,91-90,,Personal foul by R. Hollis-Jefferson (drawn by A. Gordon)
1:51.0,A. Gordon makes free throw 1 of 2,1,92-90,,
1:51.0,E. Fournier enters the game for W. Iwundu,,92-90,,
1:51.0,A. Gordon makes free throw 2 of 2,1,93-90,,
1:34.0,,,93-90,,C. LeVert misses 3-pt shot from 24 ft
1:33.0,,,93-90,,Offensive rebound by Team
1:33.0,W. Iwundu enters the game for E. Fournier,,93-90,,
1:31.0,,,93-90,,Shooting foul by A. Gordon (drawn by R. Hollis-Jefferson)
1:31.0,,,93-91,1,R. Hollis-Jefferson makes free throw 1 of 2
1:31.0,E. Fournier enters the game for W. Iwundu,,93-91,,
1:31.0,,,93-92,1,R. Hollis-Jefferson makes free throw 2 of 2
1:13.0,J. Simmons misses 2-pt shot from 3 ft,,93-92,,
1:09.0,,,93-92,,Defensive rebound by C. LeVert
1:03.0,,,93-94,2,C. LeVert makes 2-pt shot from 3 ft
1:03.0,,,93-94,,Shooting foul by B. Biyombo (drawn by C. LeVert)
1:03.0,M. Speights enters the game for B. Biyombo,,93-94,,
1:03.0,,,93-95,1,C. LeVert makes free throw 1 of 1
1:03.0,Orlando full timeout,,93-95,,
0:47.0,E. Payton makes 2-pt shot from 5 ft,2,95-95,,
0:47.0,Shooting foul by R. Hollis-Jefferson (drawn by E. Payton),,95-95,,
0:47.0,W. Iwundu enters the game for E. Fournier,,95-95,,
0:47.0,B. Biyombo enters the game for M. Speights,,95-95,,
0:47.0,E. Payton misses free throw 1 of 1,,95-95,,
0:42.0,,,95-95,,Defensive rebound by A. Crabbe
0:34.0,,,95-95,,Shooting foul by B. Biyombo (drawn by C. LeVert)
0:34.0,,,95-95,,D. Carroll misses free throw 1 of 2
0:34.0,,,95-95,,Offensive rebound by Team
0:34.0,E. Fournier enters the game for W. Iwundu,,95-95,,
0:34.0,M. Speights enters the game for B. Biyombo,,95-95,,
0:34.0,,,95-96,1,D. Carroll makes free throw 2 of 2
0:34.0,Orlando full timeout,,95-96,,
0:23.0,E. Fournier misses 3-pt shot from 25 ft,,95-96,,
0:20.0,,,95-96,,Defensive rebound by D. Carroll
0:18.0,Personal foul by E. Payton (drawn by A. Crabbe),,95-96,,
0:18.0,,,95-97,1,A. Crabbe makes free throw 1 of 2
0:18.0,,,95-98,1,A. Crabbe makes free throw 2 of 2
0:07.0,E. Fournier misses 3-pt shot from 26 ft (block by A. Crabbe),,95-98,,
0:05.0,Offensive rebound by Team,,95-98,,
0:05.0,D. Augustin enters the game for E. Payton,,95-98,,
0:01.0,D. Augustin misses 3-pt shot from 22 ft,,95-98,,
0:01.0,,,95-98,,Defensive rebound by A. Crabbe
