time,Oklahoma City,pts.away,score,pts.home,Houston
4:03.0,Offensive rebound by Team,,100-92,,
4:01.0,C. Anthony misses 3-pt shot from 23 ft,,100-92,,
3:57.0,Offensive rebound by A. Abrines,,100-92,,
3:47.0,R. Westbrook makes 2-pt shot at rim,2,102-92,,
3:22.0,,,102-92,,C. Paul misses 3-pt shot from 25 ft
3:22.0,,,102-92,,Offensive rebound by Team
3:22.0,,,102-92,,Turnover by Team (shot clock)
3:07.0,A. Abrines misses 3-pt shot from 25 ft,,102-92,,
3:04.0,,,102-92,,Defensive rebound by C. Paul
2:57.0,,,102-92,,C. Paul misses 2-pt shot at rim
2:55.0,Defensive rebound by C. Anthony,,102-92,,
2:48.0,P. George misses 2-pt shot at rim,,102-92,,
2:48.0,,,102-92,,Defensive rebound by T. Ariza
2:36.0,,,102-95,3,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul)
2:15.0,R. Westbrook misses 3-pt shot from 25 ft,,102-95,,
2:12.0,,,102-95,,Defensive rebound by J. Harden
1:57.0,,,102-95,,J. Harden misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by R. Westbrook,,102-95,,
1:35.0,R. Westbrook misses 2-pt shot at rim,,102-95,,
1:34.0,Offensive rebound by J. Grant,,102-95,,
1:34.0,Shooting foul by P. Tucker (drawn by J. Grant),,102-95,,
1:34.0,J. Grant misses free throw 1 of 2,,102-95,,
1:34.0,Offensive rebound by Team,,102-95,,
1:34.0,J. Grant makes free throw 2 of 2,1,103-95,,
1:24.0,,,103-95,,Turnover by C. Capela (bad pass; steal by P. George)
1:02.0,Shooting foul by J. Harden (drawn by C. Anthony),,103-95,,
1:02.0,C. Anthony misses free throw 1 of 3,,103-95,,
1:02.0,Offensive rebound by Team,,103-95,,
1:02.0,C. Anthony makes free throw 2 of 3,1,104-95,,
1:02.0,C. Anthony makes free throw 3 of 3,1,105-95,,
0:51.0,,,105-98,3,P. Tucker makes 3-pt shot from 23 ft (assist by C. Paul)
0:40.0,R. Westbrook misses 2-pt shot from 1 ft (block by C. Capela),,105-98,,
0:37.0,,,105-98,,Defensive rebound by P. Tucker
0:36.0,,,105-100,2,C. Paul makes 2-pt shot from 1 ft (assist by P. Tucker)
0:33.0,,,105-100,,Personal foul by T. Ariza (drawn by P. George)
0:33.0,P. George makes free throw 1 of 2,1,106-100,,
0:33.0,P. George makes free throw 2 of 2,1,107-100,,
0:24.0,,,107-100,,J. Harden misses 3-pt shot from 25 ft
0:22.0,,,107-100,,Offensive rebound by P. Tucker
0:20.0,,,107-102,2,T. Ariza makes 2-pt shot at rim (assist by P. Tucker)
0:16.0,,,107-102,,Personal foul by J. Harden
0:16.0,,,107-102,,Technical foul by J. Harden
0:16.0,P. George misses technical free throw,,107-102,,
0:16.0,Offensive rebound by Team,,107-102,,
0:16.0,A. Abrines misses free throw 1 of 2,,107-102,,
0:16.0,Offensive rebound by Team,,107-102,,
0:16.0,A. Abrines makes free throw 2 of 2,1,108-102,,
0:13.0,Personal take foul by R. Westbrook (drawn by J. Harden),,108-102,,
0:13.0,C. Brewer enters the game for A. Abrines,,108-102,,
0:12.0,,,108-102,,Turnover by J. Harden (lost ball; steal by R. Westbrook)
