time,Indiana,pts.away,score,pts.home,Milwaukee
2:25.0,,,98-117,2,S. Kilpatrick makes 2-pt shot from 8 ft
1:59.0,T. Leaf misses 2-pt shot from 7 ft,,98-117,,
1:56.0,,,98-117,,Defensive rebound by D. Liggins
1:38.0,,,98-117,,S. Kilpatrick misses 3-pt shot from 23 ft
1:36.0,,,98-117,,Offensive rebound by T. Maker
1:33.0,,,98-117,,S. Brown misses 2-pt shot from 11 ft
1:33.0,Defensive rebound by C. Joseph,,98-117,,
1:29.0,C. Joseph misses 2-pt shot from 4 ft (block by S. Brown),,98-117,,
1:29.0,Offensive rebound by Team,,98-117,,
1:19.0,J. Young misses 3-pt shot from 26 ft,,98-117,,
1:17.0,,,98-117,,Defensive rebound by S. Brown
1:03.0,,,98-117,,Shooting foul by A. Poythress (drawn by M. Brogdon)
1:03.0,,,98-118,1,M. Brogdon makes free throw 1 of 2
1:03.0,,,98-119,1,M. Brogdon makes free throw 2 of 2
0:45.0,A. Poythress makes 3-pt shot from 22 ft (assist by C. Joseph),3,101-119,,
0:23.0,,,101-122,3,T. Maker makes 3-pt shot from 23 ft (assist by D. Liggins)
0:16.0,C. Joseph misses 2-pt shot from 4 ft,,101-122,,
0:13.0,,,101-122,,Defensive rebound by D. Liggins
