time,Boston,pts.away,score,pts.home,Philadelphia
11:12.0,,,72-75,,Offensive rebound by R. Covington
10:50.0,,,72-75,,J. Redick misses 2-pt shot from 20 ft
10:44.0,Defensive rebound by D. Theis,,72-75,,
10:37.0,S. Larkin makes 3-pt shot from 25 ft,3,75-75,,
10:18.0,,,75-75,,R. Covington misses 3-pt shot from 25 ft
10:18.0,,,75-75,,Offensive rebound by D. Saric
10:16.0,Personal foul by J. Bird (drawn by D. Saric),,75-75,,
10:16.0,A. Horford enters the game for D. Theis,,75-75,,
10:01.0,,,75-78,3,J. Bayless makes 3-pt shot from 24 ft (assist by B. Simmons)
9:33.0,A. Horford makes 2-pt shot from 9 ft,2,77-78,,
9:13.0,,,77-80,2,R. Covington makes 2-pt shot from 3 ft (assist by J. Bayless)
8:54.0,T. Rozier misses 3-pt shot from 24 ft,,77-80,,
8:50.0,,,77-80,,Defensive rebound by J. Bayless
8:44.0,,,77-80,,Turnover by D. Saric (traveling)
8:32.0,S. Larkin makes 2-pt shot from 20 ft,2,79-80,,
8:18.0,,,79-80,,J. Bayless misses 2-pt shot from 17 ft
8:15.0,Defensive rebound by J. Brown,,79-80,,
8:03.0,A. Horford makes 3-pt shot from 25 ft (assist by S. Larkin),3,82-80,,
7:47.0,,,82-82,2,J. Redick makes 2-pt shot from 13 ft
7:24.0,T. Rozier makes 2-pt shot from 10 ft,2,84-82,,
7:10.0,,,84-84,2,R. Covington makes 2-pt shot from 6 ft
6:45.0,A. Horford makes 2-pt shot from 5 ft,2,86-84,,
6:45.0,,,86-84,,Philadelphia full timeout
6:45.0,,,86-84,,J. Anderson enters the game for J. Bayless
6:45.0,,,86-84,,T. McConnell enters the game for B. Simmons
6:45.0,,,86-84,,M. Fultz enters the game for R. Covington
6:45.0,J. Tatum enters the game for J. Brown,,86-84,,
6:45.0,K. Irving enters the game for T. Rozier,,86-84,,
6:37.0,,,86-84,,Offensive foul by D. Saric (drawn by A. Horford)
6:37.0,,,86-84,,Turnover by D. Saric (offensive foul)
6:25.0,Offensive foul by K. Irving (drawn by D. Saric),,86-84,,
6:25.0,Turnover by K. Irving (offensive foul),,86-84,,
6:16.0,,,86-84,,J. Redick misses 3-pt shot from 25 ft
6:16.0,,,86-84,,Offensive rebound by M. Fultz
5:52.0,,,86-84,,M. Fultz misses 2-pt shot from 2 ft
5:49.0,Defensive rebound by J. Tatum,,86-84,,
5:49.0,J. Tatum makes 2-pt shot from 13 ft,2,88-84,,
5:37.0,,,88-84,,B. Simmons enters the game for D. Saric
5:37.0,,,88-84,,J. Embiid enters the game for T. McConnell
5:33.0,J. Brown enters the game for J. Bird,,88-84,,
5:26.0,,,88-84,,M. Fultz misses 2-pt shot from 7 ft
5:24.0,Defensive rebound by A. Horford,,88-84,,
5:06.0,K. Irving misses 3-pt shot from 25 ft,,88-84,,
5:04.0,Offensive rebound by Team,,88-84,,
4:57.0,K. Irving makes 2-pt shot from 18 ft (assist by A. Horford),2,90-84,,
4:46.0,Personal foul by K. Irving (drawn by J. Redick),,90-84,,
4:46.0,,,90-84,,R. Covington enters the game for J. Anderson
4:32.0,,,90-86,2,R. Covington makes 2-pt shot from 2 ft (assist by B. Simmons)
4:13.0,K. Irving makes 2-pt shot from 20 ft,2,92-86,,
3:58.0,,,92-88,2,J. Embiid makes 2-pt shot from 12 ft
3:40.0,K. Irving misses 2-pt shot from 6 ft (block by J. Embiid),,92-88,,
3:38.0,,,92-88,,Defensive rebound by B. Simmons
3:35.0,,,92-88,,J. Redick misses 3-pt shot from 26 ft
3:31.0,Defensive rebound by S. Larkin,,92-88,,
3:26.0,S. Larkin makes 3-pt shot from 24 ft (assist by K. Irving),3,95-88,,
3:25.0,,,95-88,,Philadelphia full timeout
3:25.0,,,95-88,,J. Bayless enters the game for M. Fultz
3:10.0,,,95-88,,R. Covington misses 3-pt shot from 26 ft
3:07.0,Defensive rebound by J. Brown,,95-88,,
2:43.0,K. Irving misses 2-pt shot from 3 ft (block by R. Covington),,95-88,,
2:41.0,,,95-88,,Defensive rebound by J. Embiid
2:27.0,,,95-88,,J. Embiid misses 2-pt shot from 7 ft
2:23.0,Defensive rebound by S. Larkin,,95-88,,
2:07.0,A. Horford misses 3-pt shot from 25 ft,,95-88,,
2:03.0,,,95-88,,Defensive rebound by J. Embiid
1:56.0,,,95-90,2,J. Bayless makes 2-pt shot from 1 ft
1:34.0,Shooting foul by J. Bayless (drawn by K. Irving),,95-90,,
1:34.0,K. Irving makes free throw 1 of 3,1,96-90,,
1:34.0,K. Irving makes free throw 2 of 3,1,97-90,,
1:34.0,J. Bird enters the game for S. Larkin,,97-90,,
1:34.0,K. Irving makes free throw 3 of 3,1,98-90,,
1:21.0,,,98-90,,J. Embiid misses 2-pt shot from 2 ft
1:19.0,,,98-90,,Offensive rebound by R. Covington
1:16.0,,,98-90,,J. Embiid misses 3-pt shot from 25 ft
1:11.0,Defensive rebound by A. Horford,,98-90,,
0:50.0,J. Brown misses 3-pt shot from 25 ft,,98-90,,
0:48.0,,,98-90,,Defensive rebound by J. Embiid
0:45.0,,,98-90,,Turnover by J. Embiid (bad pass; steal by K. Irving)
0:30.0,Shooting foul by R. Covington (drawn by J. Tatum),,98-90,,
0:30.0,J. Tatum makes free throw 1 of 2,1,100-90,,
0:30.0,J. Tatum makes free throw 2 of 2,1,100-90,,
0:30.0,,,100-90,,Philadelphia full timeout
0:30.0,T. Rozier enters the game for J. Bird,,100-90,,
0:24.0,,,100-90,,B. Simmons misses 2-pt shot from 5 ft
0:19.0,,,100-90,,Offensive rebound by B. Simmons
0:19.0,,,100-90,,B. Simmons misses 2-pt shot at rim
0:19.0,,,100-90,,Offensive rebound by J. Embiid
0:19.0,,,100-90,,J. Embiid misses 2-pt shot at rim
0:16.0,,,100-90,,Offensive rebound by J. Embiid
0:16.0,,,100-92,2,J. Embiid makes 2-pt shot from 1 ft
0:16.0,Shooting foul by R. Covington (drawn by A. Horford),,100-92,,
0:16.0,A. Horford makes free throw 1 of 3,1,101-92,,
0:16.0,A. Horford makes free throw 2 of 3,1,102-92,,
0:11.0,,,102-92,,Turnover by B. Simmons (lost ball; steal by K. Irving)
