time,Charlotte,pts.away,score,pts.home,Milwaukee
3:53.0,F. Kaminsky misses 3-pt shot from 27 ft,,90-94,,
3:51.0,,,90-94,,Defensive rebound by J. Henson
3:39.0,,,90-94,,T. Snell misses 2-pt shot from 6 ft (block by D. Howard)
3:34.0,Defensive rebound by D. Howard,,90-94,,
3:25.0,Shooting foul by K. Middleton (drawn by F. Kaminsky),,90-94,,
3:25.0,F. Kaminsky misses free throw 1 of 2,,90-94,,
3:25.0,Offensive rebound by Team,,90-94,,
3:25.0,J. Lamb enters the game for D. Bacon,,90-94,,
3:25.0,F. Kaminsky makes free throw 2 of 2,1,91-94,,
3:14.0,,,91-94,,T. Snell misses 2-pt shot from 1 ft (block by D. Howard)
3:09.0,Defensive rebound by F. Kaminsky,,91-94,,
3:05.0,F. Kaminsky makes 3-pt shot from 26 ft (assist by M. Williams),3,94-94,,
3:03.0,,,94-94,,Milwaukee full timeout
2:45.0,,,94-94,,J. Henson misses 2-pt shot from 2 ft (block by D. Howard)
2:25.0,Defensive rebound by D. Howard,,94-94,,
2:25.0,K. Walker misses 3-pt shot from 29 ft,,94-94,,
2:20.0,,,94-94,,Defensive rebound by G. Antetokounmpo
2:07.0,,,94-94,,Turnover by G. Antetokounmpo (lost ball; steal by M. Williams)
1:53.0,M. Williams misses 2-pt shot from 2 ft (block by K. Middleton),,94-94,,
1:49.0,,,94-94,,Defensive rebound by K. Middleton
1:34.0,,,94-94,,Shooting foul by D. Howard (drawn by G. Antetokounmpo)
1:34.0,,,94-95,1,G. Antetokounmpo makes free throw 1 of 2
1:34.0,,,94-96,1,G. Antetokounmpo makes free throw 2 of 2
1:16.0,J. Lamb misses 3-pt shot from 28 ft,,94-96,,
1:16.0,Offensive rebound by Team,,94-96,,
1:16.0,,,94-96,,Loose ball foul by J. Henson (drawn by D. Howard)
1:02.0,M. Williams misses 3-pt shot from 25 ft,,94-96,,
0:59.0,,,94-96,,Defensive rebound by G. Antetokounmpo
0:43.0,,,94-99,3,K. Middleton makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
0:43.0,Charlotte full timeout,,94-99,,
0:33.0,Shooting foul by G. Antetokounmpo (drawn by D. Howard),,94-99,,
0:33.0,D. Howard misses free throw 1 of 2,,94-99,,
0:33.0,Offensive rebound by Team,,94-99,,
0:33.0,D. Howard misses free throw 2 of 2,,94-99,,
0:29.0,Offensive rebound by J. Lamb,,94-99,,
0:27.0,J. Lamb misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,94-99,,
0:26.0,,,94-99,,Defensive rebound by G. Antetokounmpo
0:26.0,Personal foul by F. Kaminsky (drawn by G. Antetokounmpo),,94-99,,
0:26.0,,,94-100,1,G. Antetokounmpo makes free throw 1 of 2
0:26.0,,,94-101,1,G. Antetokounmpo makes free throw 2 of 2
0:18.0,K. Walker misses 3-pt shot from 27 ft,,94-101,,
0:16.0,,,94-101,,Defensive rebound by T. Snell
0:16.0,Personal take foul by M. Williams (drawn by T. Snell),,94-101,,
0:16.0,,,94-102,1,T. Snell makes free throw 1 of 2
0:16.0,,,94-103,1,T. Snell makes free throw 2 of 2
0:08.0,M. Williams misses 3-pt shot from 23 ft,,94-103,,
0:05.0,,,94-103,,Defensive rebound by K. Middleton
