time,Memphis,pts.away,score,pts.home,LA Clippers
5:12.0,M. Conley misses 2-pt shot from 12 ft,,97-90,,
5:09.0,,,97-90,,Defensive rebound by B. Griffin
5:07.0,,,97-90,,Turnover by B. Griffin (out of bounds lost ball)
5:07.0,,,97-90,,D. Gallinari enters the game for L. Williams
4:57.0,J. Ennis makes 3-pt shot from 23 ft (assist by M. Conley),3,100-90,,
4:55.0,,,100-90,,LA Clippers full timeout
4:55.0,T. Evans enters the game for M. Chalmers,,100-90,,
4:35.0,,,100-92,2,B. Griffin makes 2-pt shot from 1 ft
4:15.0,M. Gasol makes 2-pt shot from 8 ft,2,102-92,,
3:48.0,,,102-94,2,B. Griffin makes 2-pt shot from 18 ft
3:23.0,M. Conley makes 2-pt shot from 2 ft,2,104-94,,
3:10.0,Personal foul by J. Ennis (drawn by P. Beverley),,104-94,,
3:10.0,,,104-95,1,P. Beverley makes free throw 1 of 2
3:10.0,,,104-96,1,P. Beverley makes free throw 2 of 2
2:45.0,M. Conley makes 2-pt shot from 16 ft (assist by T. Evans),2,106-96,,
2:22.0,,,106-96,,P. Beverley misses 2-pt shot from 18 ft
2:20.0,Defensive rebound by J. Ennis,,106-96,,
2:08.0,T. Evans misses 3-pt shot from 27 ft,,106-96,,
2:05.0,,,106-96,,Defensive rebound by Team
1:55.0,,,106-96,,Shooting foul by B. Wright (drawn by A. Rivers)
1:55.0,,,106-97,1,A. Rivers makes free throw 1 of 2
1:55.0,,,106-98,1,A. Rivers makes free throw 2 of 2
1:41.0,M. Conley misses 2-pt shot from 11 ft,,106-98,,
1:38.0,,,106-98,,Defensive rebound by A. Rivers
1:25.0,,,106-100,2,B. Griffin makes 2-pt shot from 1 ft
1:07.0,B. Wright misses 2-pt shot from 8 ft,,106-100,,
1:04.0,Offensive rebound by T. Evans,,106-100,,
1:01.0,Memphis full timeout,,106-100,,
0:46.0,T. Evans makes 2-pt shot from 2 ft,2,108-100,,
0:46.0,,,108-100,,LA Clippers full timeout
0:46.0,,,108-100,,L. Williams enters the game for A. Rivers
0:43.0,,,108-100,,B. Griffin misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by M. Gasol,,108-100,,
0:38.0,,,108-100,,Personal take foul by D. Jordan (drawn by M. Gasol)
0:38.0,,,108-100,,A. Rivers enters the game for L. Williams
0:38.0,,,108-100,,S. Thornwell enters the game for D. Jordan
0:38.0,M. Chalmers enters the game for B. Wright,,108-100,,
0:37.0,,,108-100,,Personal foul by S. Thornwell (drawn by M. Chalmers)
0:37.0,M. Chalmers misses free throw 1 of 2,,108-100,,
0:37.0,Offensive rebound by Team,,108-100,,
0:37.0,,,108-100,,L. Williams enters the game for S. Thornwell
0:37.0,M. Chalmers makes free throw 2 of 2,1,109-100,,
0:30.0,,,109-102,2,P. Beverley makes 2-pt shot from 1 ft (assist by A. Rivers)
0:29.0,,,109-102,,Personal take foul by A. Rivers (drawn by M. Gasol)
0:29.0,M. Gasol makes free throw 1 of 2,1,110-102,,
0:29.0,M. Gasol makes free throw 2 of 2,1,111-102,,
0:27.0,,,111-102,,L. Williams misses 3-pt shot from 31 ft
0:23.0,,,111-102,,Offensive rebound by P. Beverley
0:23.0,,,111-102,,Shooting foul by J. Ennis (drawn by P. Beverley)
0:23.0,J. Martin enters the game for J. Ennis,,111-102,,
0:23.0,,,111-103,1,P. Beverley makes free throw 1 of 2
0:23.0,,,111-104,1,P. Beverley makes free throw 2 of 2
0:22.0,,,111-104,,Personal take foul by B. Griffin (drawn by M. Gasol)
0:22.0,M. Gasol makes free throw 1 of 2,1,112-104,,
0:22.0,B. Wright enters the game for J. Martin,,112-104,,
0:22.0,M. Gasol makes free throw 2 of 2,1,113-104,,
0:15.0,,,113-104,,A. Rivers misses 3-pt shot from 24 ft
0:09.0,Defensive rebound by M. Chalmers,,113-104,,
