time,Sacramento,pts.away,score,pts.home,Minnesota
2:01.0,J. Jackson misses 3-pt shot from 22 ft,,91-113,,
1:57.0,Offensive rebound by F. Mason,,91-113,,
1:55.0,F. Mason makes 3-pt shot from 24 ft,3,94-113,,
1:32.0,,,94-113,,Turnover by M. Georges-Hunt (out of bounds lost ball)
1:25.0,S. Labissiere makes 2-pt shot at rim,2,96-113,,
1:13.0,,,96-115,2,A. Brooks makes 2-pt shot from 13 ft
0:57.0,Turnover by F. Mason (lost ball; steal by C. Aldrich),,96-115,,
0:48.0,,,96-115,,Turnover by A. Brooks (bad pass; steal by M. Richardson)
0:45.0,Turnover by M. Richardson (lost ball; steal by G. Dieng),,96-115,,
0:45.0,,,96-117,2,G. Dieng makes 2-pt shot from 1 ft
0:32.0,J. Jackson misses 3-pt shot from 24 ft,,96-117,,
0:28.0,,,96-117,,Defensive rebound by A. Brooks
0:23.0,,,96-119,2,C. Aldrich makes 2-pt shot at rim (assist by A. Brooks)
