time,LA Clippers,pts.away,score,pts.home,Oklahoma City
8:35.0,,,91-102,,Shooting foul by M. Harrell (drawn by P. George)
8:35.0,,,91-102,,P. George misses free throw 1 of 2
8:35.0,,,91-102,,Offensive rebound by Team
8:35.0,D. Jordan enters the game for M. Harrell,,91-102,,
8:35.0,B. Griffin enters the game for W. Reed,,91-102,,
8:35.0,,,91-103,1,P. George makes free throw 2 of 2
8:13.0,A. Rivers makes 3-pt shot from 24 ft,3,94-103,,
7:57.0,,,94-103,,P. George misses 2-pt shot from 19 ft
7:53.0,Defensive rebound by L. Williams,,94-103,,
7:38.0,L. Williams makes 3-pt shot from 25 ft (assist by B. Griffin),3,97-103,,
7:21.0,Personal foul by B. Griffin (drawn by P. George),,97-103,,
7:21.0,,,97-103,,C. Anthony enters the game for P. George
7:21.0,S. Thornwell enters the game for J. Evans,,97-103,,
7:10.0,,,97-103,,R. Westbrook misses 2-pt shot from 16 ft (block by S. Thornwell)
7:05.0,Defensive rebound by L. Williams,,97-103,,
7:02.0,L. Williams makes 2-pt shot from 1 ft,2,99-103,,
6:45.0,Personal foul by L. Williams (drawn by C. Anthony),,99-103,,
6:45.0,,,99-103,,Oklahoma City full timeout
6:45.0,,,99-103,,A. Abrines enters the game for J. Huestis
6:33.0,,,99-105,2,C. Anthony makes 2-pt shot from 10 ft
6:22.0,,,99-105,,Personal foul by R. Westbrook (drawn by D. Jordan)
6:12.0,S. Thornwell makes 3-pt shot from 24 ft (assist by B. Griffin),3,102-105,,
5:47.0,,,102-105,,C. Anthony misses 2-pt shot from 15 ft
5:45.0,Defensive rebound by D. Jordan,,102-105,,
5:37.0,A. Rivers makes 3-pt shot from 22 ft,3,105-105,,
5:36.0,,,105-105,,Oklahoma City full timeout
5:36.0,,,105-105,,D. Johnson enters the game for P. Patterson
5:36.0,,,105-105,,P. George enters the game for A. Abrines
5:21.0,Personal foul by S. Thornwell (drawn by D. Johnson),,105-105,,
5:21.0,,,105-106,1,D. Johnson makes free throw 1 of 2
5:21.0,,,105-107,1,D. Johnson makes free throw 2 of 2
5:02.0,S. Thornwell misses 2-pt shot from 4 ft (block by A. Roberson),,105-107,,
4:59.0,,,105-107,,Defensive rebound by A. Roberson
4:41.0,,,105-109,2,C. Anthony makes 2-pt shot from 1 ft (assist by P. George)
4:41.0,LA Clippers full timeout,,105-109,,
4:41.0,W. Johnson enters the game for S. Thornwell,,105-109,,
4:30.0,D. Jordan makes 2-pt shot at rim (assist by L. Williams),2,107-109,,
4:17.0,,,107-111,2,P. George makes 2-pt shot from 19 ft (assist by R. Westbrook)
4:01.0,L. Williams misses 3-pt shot from 25 ft,,107-111,,
3:59.0,,,107-111,,Defensive rebound by A. Roberson
3:45.0,,,107-111,,Shooting foul by A. Rivers (drawn by P. George)
3:45.0,,,107-112,1,P. George makes free throw 1 of 2
3:45.0,,,107-113,1,P. George makes free throw 2 of 2
3:22.0,L. Williams makes 2-pt shot from 15 ft,2,109-113,,
3:01.0,,,109-113,,P. George misses 2-pt shot from 1 ft
2:59.0,,,109-113,,Offensive rebound by C. Anthony
2:54.0,,,109-113,,R. Westbrook misses 2-pt shot at rim
2:54.0,,,109-113,,Offensive rebound by A. Roberson
2:52.0,,,109-115,2,A. Roberson makes 2-pt shot from 1 ft
2:35.0,L. Williams misses 3-pt shot from 24 ft,,109-115,,
2:35.0,,,109-115,,Defensive rebound by A. Roberson
2:12.0,,,109-117,2,D. Johnson makes 2-pt shot from 13 ft (assist by R. Westbrook)
2:11.0,LA Clippers full timeout,,109-117,,
2:11.0,,,109-117,,J. Grant enters the game for D. Johnson
2:00.0,A. Rivers misses 2-pt shot from 7 ft,,109-117,,
1:57.0,D. Jordan misses 2-pt shot at rim,,109-117,,
1:55.0,Offensive rebound by D. Jordan,,109-117,,
1:55.0,,,109-117,,Defensive rebound by P. George
1:39.0,,,109-117,,P. George misses 2-pt shot from 16 ft
1:37.0,Defensive rebound by B. Griffin,,109-117,,
1:30.0,Turnover by L. Williams (bad pass),,109-117,,
1:13.0,,,109-117,,J. Grant misses 3-pt shot from 22 ft
1:09.0,Defensive rebound by B. Griffin,,109-117,,
1:04.0,B. Griffin misses 3-pt shot from 24 ft,,109-117,,
0:59.0,,,109-117,,Defensive rebound by C. Anthony
0:56.0,,,109-119,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
0:56.0,LA Clippers full timeout,,109-119,,
0:48.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,111-119,,
0:39.0,,,111-119,,C. Anthony misses 3-pt shot from 24 ft
0:36.0,,,111-119,,Offensive rebound by J. Grant
0:32.0,Personal foul by A. Rivers (drawn by R. Westbrook),,111-119,,
0:32.0,,,111-119,,R. Westbrook misses free throw 1 of 2
0:32.0,,,111-119,,Offensive rebound by Team
0:32.0,,,111-120,1,R. Westbrook makes free throw 2 of 2
0:25.0,B. Griffin misses 2-pt shot from 1 ft,,111-120,,
0:24.0,Offensive rebound by Team,,111-120,,
0:20.0,Jump ball: A. Roberson vs.,,,,Jump ball: A. Roberson vs.
0:19.0,,,111-120,,Personal foul by C. Anthony (drawn by B. Griffin)
0:15.0,A. Rivers misses 3-pt shot from 24 ft,,111-120,,
0:10.0,,,111-120,,Defensive rebound by A. Roberson
