time,San Antonio,pts.away,score,pts.home,LA Lakers
2:34.0,M. Costello enters the game for P. Gasol,,75-90,,
2:34.0,D. White enters the game for M. Ginobili,,75-90,,
2:13.0,,,75-90,,B. Ingram misses 2-pt shot from 16 ft
2:10.0,Defensive rebound by M. Costello,,75-90,,
1:55.0,Turnover by M. Costello (lost ball; steal by K. Caldwell-Pope),,75-90,,
1:49.0,,,75-90,,Turnover by K. Caldwell-Pope (lost ball; steal by D. Murray)
1:45.0,D. Murray makes 2-pt shot at rim,2,77-90,,
1:33.0,Personal foul by B. Paul (drawn by B. Ingram),,77-90,,
1:22.0,,,77-90,,Shooting foul by M. Costello (drawn by B. Ingram)
1:22.0,,,77-90,,B. Ingram misses free throw 1 of 2
1:22.0,,,77-90,,Offensive rebound by Team
1:22.0,,,77-90,,T. Ennis enters the game for K. Caldwell-Pope
1:22.0,,,77-90,,J. Hart enters the game for L. Ball
1:22.0,,,77-90,,B. Ingram misses free throw 2 of 2
1:20.0,Defensive rebound by D. Murray,,77-90,,
1:12.0,D. Murray makes 2-pt shot from 1 ft,2,79-90,,
1:02.0,,,79-93,3,J. Hart makes 3-pt shot from 25 ft (assist by L. Nance)
0:48.0,Shooting foul by T. Ennis (drawn by D. Bertans),,79-93,,
0:48.0,D. Bertans makes free throw 1 of 2,1,80-93,,
0:48.0,D. Bertans makes free throw 2 of 2,1,81-93,,
0:28.0,,,81-93,,K. Kuzma misses 3-pt shot from 26 ft
0:25.0,Defensive rebound by D. Murray,,81-93,,
0:19.0,D. Murray misses 2-pt shot from 2 ft,,81-93,,
0:17.0,Offensive rebound by M. Costello,,81-93,,
0:17.0,M. Costello misses 2-pt shot at rim,,81-93,,
0:15.0,,,81-93,,Defensive rebound by J. Hart
