time,Memphis,pts.away,score,pts.home,Golden State
2:32.0,I. Rabb enters the game for M. Gasol,,119-137,,
2:32.0,J. Ennis enters the game for D. Brooks,,119-137,,
2:18.0,,,119-137,,N. Young misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by I. Rabb,,119-137,,
2:02.0,J. Ennis misses 2-pt shot from 21 ft,,119-137,,
1:59.0,,,119-137,,Defensive rebound by J. Bell
1:47.0,,,119-139,2,O. Casspi makes 2-pt shot from 11 ft (assist by P. McCaw)
1:47.0,,,119-139,,Shooting foul by J. Martin (drawn by O. Casspi)
1:47.0,,,119-140,1,O. Casspi makes free throw 1 of 1
1:34.0,I. Rabb makes 2-pt shot from 8 ft (assist by J. Ennis),2,121-140,,
1:29.0,,,121-140,,Shooting foul by I. Rabb (drawn by J. Bell)
1:29.0,,,121-141,1,J. Bell makes free throw 1 of 2
1:29.0,,,121-141,,J. Bell misses free throw 2 of 2
1:26.0,Defensive rebound by I. Rabb,,121-141,,
1:22.0,Turnover by I. Rabb (bad pass),,121-141,,
1:22.0,,,121-141,,Offensive charge foul by J. McGee (drawn by K. Simmons)
1:22.0,,,121-141,,Turnover by J. McGee (bad pass)
1:03.0,J. Martin makes 3-pt shot from 24 ft (assist by J. Ennis),3,124-141,,
0:54.0,,,124-141,,Turnover by P. McCaw (lost ball; steal by J. Ennis)
0:48.0,I. Rabb makes 2-pt shot from 1 ft (assist by J. Martin),2,126-141,,
0:36.0,,,126-141,,P. McCaw misses 2-pt shot from 16 ft
0:33.0,Defensive rebound by I. Rabb,,126-141,,
0:27.0,J. Ennis misses 2-pt shot from 7 ft,,126-141,,
0:23.0,,,126-141,,Defensive rebound by J. Bell
0:21.0,,,126-141,,Turnover by J. Bell (lost ball; steal by K. Simmons)
0:19.0,J. Ennis makes 2-pt shot from 1 ft (assist by K. Simmons),2,128-141,,
