time,New York,pts.away,score,pts.home,Boston
4:08.0,W. Hernangomez misses 3-pt shot from 25 ft,,70-101,,
4:05.0,,,70-101,,Defensive rebound by G. Yabusele
3:47.0,,,70-103,2,A. Nader makes 2-pt shot from 7 ft
3:30.0,D. Dotson misses 3-pt shot from 25 ft,,70-103,,
3:27.0,,,70-103,,Defensive rebound by A. Baynes
3:05.0,,,70-103,,A. Baynes misses 2-pt shot from 13 ft
3:04.0,Defensive rebound by W. Hernangomez,,70-103,,
2:54.0,D. Dotson misses 2-pt shot from 10 ft,,70-103,,
2:53.0,Offensive rebound by D. McDermott,,70-103,,
2:53.0,Shooting foul by G. Yabusele (drawn by D. McDermott),,70-103,,
2:53.0,D. McDermott misses free throw 1 of 2,,70-103,,
2:53.0,Offensive rebound by Team,,70-103,,
2:53.0,D. McDermott misses free throw 2 of 2,,70-103,,
2:51.0,,,70-103,,Defensive rebound by G. Yabusele
2:41.0,,,70-103,,G. Yabusele misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by D. Dotson,,70-103,,
2:23.0,W. Hernangomez makes 2-pt shot at rim (assist by D. Dotson),2,72-103,,
2:09.0,,,72-103,,Turnover by A. Nader (out of bounds lost ball)
1:57.0,,,72-103,,Personal foul by G. Yabusele (drawn by W. Hernangomez)
1:57.0,W. Hernangomez makes free throw 1 of 2,1,73-103,,
1:57.0,W. Hernangomez misses free throw 2 of 2,,73-103,,
1:57.0,,,73-103,,Defensive rebound by A. Baynes
1:47.0,,,73-103,,Turnover by A. Nader (bad pass; steal by L. Thomas)
1:46.0,Turnover by F. Ntilikina (bad pass; steal by K. Allen),,73-103,,
1:40.0,,,73-103,,A. Baynes misses 2-pt shot from 1 ft
1:37.0,Defensive rebound by Team,,73-103,,
1:30.0,Turnover by F. Ntilikina (lost ball; steal by A. Baynes),,73-103,,
1:16.0,,,73-103,,A. Nader misses 2-pt shot from 7 ft
1:11.0,Defensive rebound by L. Thomas,,73-103,,
1:04.0,L. Thomas misses 3-pt shot from 24 ft,,73-103,,
1:01.0,,,73-103,,Defensive rebound by A. Baynes
0:49.0,,,73-103,,G. Yabusele misses 3-pt shot from 27 ft
0:47.0,Defensive rebound by W. Hernangomez,,73-103,,
0:33.0,F. Ntilikina misses 3-pt shot from 27 ft,,73-103,,
0:32.0,,,73-103,,Defensive rebound by A. Baynes
0:09.0,,,73-103,,Turnover by Team (shot clock)
0:04.0,F. Ntilikina misses 2-pt shot from 2 ft,,73-103,,
0:02.0,,,73-103,,Defensive rebound by G. Yabusele
