time,Toronto,pts.away,score,pts.home,Indiana
5:32.0,,,92-88,,M. Turner misses 3-pt shot from 26 ft
5:29.0,Defensive rebound by P. Siakam,,92-88,,
5:21.0,Shooting foul by V. Oladipo (drawn by C. Miles),,92-88,,
5:21.0,C. Miles misses free throw 1 of 2,,92-88,,
5:21.0,Offensive rebound by Team,,92-88,,
5:21.0,C. Miles makes free throw 2 of 2,1,93-88,,
5:08.0,,,93-88,,Turnover by T. Young (lost ball; steal by C. Miles)
4:56.0,C. Miles misses 3-pt shot from 29 ft,,93-88,,
4:51.0,,,93-88,,Defensive rebound by D. Collison
4:44.0,,,93-90,2,T. Young makes 2-pt shot at rim (assist by D. Collison)
4:25.0,C. Miles misses 2-pt shot from 2 ft,,93-90,,
4:23.0,,,93-90,,Defensive rebound by T. Young
4:20.0,,,93-90,,V. Oladipo misses 3-pt shot from 26 ft
4:15.0,Defensive rebound by S. Ibaka,,93-90,,
4:14.0,Toronto full timeout,,93-90,,
4:14.0,,,93-90,,A. Jefferson enters the game for M. Turner
4:14.0,J. Valanciunas enters the game for C. Miles,,93-90,,
4:14.0,D. DeRozan enters the game for P. Siakam,,93-90,,
4:01.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,96-90,,
3:41.0,,,96-92,2,V. Oladipo makes 2-pt shot from 1 ft
3:24.0,D. DeRozan makes 2-pt shot at rim,2,98-92,,
3:06.0,,,98-92,,A. Jefferson misses 2-pt shot from 18 ft
3:04.0,Defensive rebound by K. Lowry,,98-92,,
3:00.0,D. Wright makes 2-pt shot at rim (assist by K. Lowry),2,100-92,,
2:40.0,,,100-92,,V. Oladipo misses 2-pt shot from 20 ft
2:38.0,Defensive rebound by J. Valanciunas,,100-92,,
2:32.0,S. Ibaka misses 3-pt shot from 23 ft,,100-92,,
2:28.0,Offensive rebound by K. Lowry,,100-92,,
2:15.0,Turnover by S. Ibaka (lost ball; steal by V. Oladipo),,100-92,,
2:11.0,,,100-94,2,V. Oladipo makes 2-pt shot from 1 ft (assist by T. Young)
1:51.0,S. Ibaka misses 3-pt shot from 25 ft,,100-94,,
1:50.0,Offensive rebound by K. Lowry,,100-94,,
1:50.0,,,100-94,,Loose ball foul by C. Joseph (drawn by K. Lowry)
1:50.0,K. Lowry makes free throw 1 of 2,1,101-94,,
1:50.0,K. Lowry makes free throw 2 of 2,1,102-94,,
1:41.0,,,102-94,,V. Oladipo misses 2-pt shot from 7 ft (block by J. Valanciunas)
1:37.0,,,102-94,,Offensive rebound by A. Jefferson
1:35.0,,,102-94,,Shooting foul by S. Ibaka (drawn by D. Collison)
1:35.0,,,102-95,1,D. Collison makes free throw 1 of 2
1:35.0,,,102-95,,T. Booker enters the game for A. Jefferson
1:35.0,,,102-95,,D. Collison misses free throw 2 of 2
1:35.0,Defensive rebound by J. Valanciunas,,102-95,,
1:13.0,K. Lowry misses 2-pt shot from 20 ft,,102-95,,
1:08.0,,,102-95,,Defensive rebound by V. Oladipo
0:55.0,,,102-95,,Shooting foul by S. Ibaka (drawn by C. Joseph)
0:55.0,,,102-96,1,C. Joseph makes free throw 1 of 2
0:55.0,,,102-96,,C. Joseph misses free throw 2 of 2
0:55.0,Defensive rebound by D. DeRozan,,102-96,,
0:55.0,Toronto full timeout,,102-96,,
0:55.0,C. Miles enters the game for S. Ibaka,,102-96,,
0:33.0,D. DeRozan misses 3-pt shot from 23 ft,,102-96,,
0:31.0,,,102-96,,Defensive rebound by C. Joseph
0:25.0,,,102-99,3,D. Collison makes 3-pt shot from 26 ft (assist by C. Joseph)
0:14.0,,,102-99,,Personal take foul by T. Young (drawn by D. DeRozan)
0:14.0,D. DeRozan makes free throw 1 of 2,1,103-99,,
0:14.0,S. Ibaka enters the game for C. Miles,,103-99,,
0:14.0,D. DeRozan makes free throw 2 of 2,1,104-99,,
0:14.0,,,104-99,,Indiana full timeout
0:14.0,P. Siakam enters the game for J. Valanciunas,,104-99,,
0:14.0,,,104-99,,B. Bogdanovic enters the game for T. Booker
0:12.0,,,104-99,,Turnover by V. Oladipo (bad pass; steal by D. DeRozan)
0:10.0,D. DeRozan makes 2-pt shot at rim,2,106-99,,
0:10.0,,,106-99,,Indiana full timeout
0:10.0,,,106-99,,L. Stephenson enters the game for C. Joseph
0:10.0,,,106-99,,T. Booker enters the game for T. Young
0:09.0,,,106-99,,D. Collison misses 3-pt shot from 22 ft
0:07.0,Defensive rebound by Team,,106-99,,
