time,Brooklyn,pts.away,score,pts.home,Cleveland
5:18.0,C. LeVert makes 2-pt shot from 8 ft (assist by S. Dinwiddie),2,106-107,,
4:58.0,,,106-109,2,L. Nance makes 2-pt shot from 1 ft (assist by L. James)
4:38.0,D. Carroll misses 2-pt shot from 2 ft (block by L. Nance),,106-109,,
4:34.0,,,106-109,,Defensive rebound by J. Clarkson
4:28.0,,,106-109,,R. Hood misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by Team,,106-109,,
4:14.0,J. Allen makes 2-pt shot from 1 ft (assist by S. Dinwiddie),2,108-109,,
3:56.0,,,108-109,,L. James misses 2-pt shot at rim
3:55.0,,,108-109,,Offensive rebound by Team
3:55.0,,,108-109,,Cleveland full timeout
3:55.0,,,108-109,,G. Hill enters the game for J. Clarkson
3:55.0,D. Russell enters the game for C. LeVert,,108-109,,
3:50.0,,,108-109,,K. Korver misses 2-pt shot from 20 ft
3:47.0,Defensive rebound by D. Russell,,108-109,,
3:40.0,D. Russell makes 3-pt shot from 25 ft,3,111-109,,
3:30.0,,,111-109,,L. James misses 2-pt shot from 1 ft
3:28.0,,,111-109,,Offensive rebound by L. James
3:21.0,,,111-111,2,L. James makes 2-pt shot from 4 ft
3:10.0,D. Russell misses 3-pt shot from 26 ft,,111-111,,
3:07.0,,,111-111,,Defensive rebound by L. James
3:01.0,,,111-111,,Turnover by L. James (bad pass)
2:53.0,Offensive foul by A. Crabbe (drawn by K. Korver),,111-111,,
2:53.0,Turnover by A. Crabbe (offensive foul),,111-111,,
2:39.0,,,111-111,,L. James misses 2-pt shot from 2 ft
2:35.0,,,111-111,,Offensive rebound by L. James
2:34.0,,,111-113,2,L. James makes 2-pt shot at rim
2:19.0,D. Russell makes 3-pt shot from 25 ft (assist by A. Crabbe),3,114-113,,
2:01.0,,,114-115,2,L. James makes 2-pt shot from 1 ft
1:50.0,A. Crabbe makes 2-pt shot from 1 ft (assist by D. Russell),2,116-115,,
1:50.0,,,116-115,,Shooting block foul by L. Nance (drawn by A. Crabbe)
1:50.0,A. Crabbe makes free throw 1 of 1,1,117-115,,
1:32.0,,,117-117,2,L. Nance makes 2-pt shot from 14 ft (assist by L. James)
1:18.0,Shooting foul by G. Hill (drawn by J. Allen),,117-117,,
1:18.0,J. Allen makes free throw 1 of 2,1,118-117,,
1:18.0,J. Allen makes free throw 2 of 2,1,119-117,,
1:18.0,,,119-117,,Cleveland full timeout
1:18.0,,,119-117,,J. Clarkson enters the game for L. Nance
1:18.0,R. Hollis-Jefferson enters the game for D. Russell,,119-117,,
1:08.0,,,119-117,,L. James misses 2-pt shot from 4 ft
1:06.0,,,119-117,,Offensive rebound by L. James
1:04.0,,,119-120,3,J. Clarkson makes 3-pt shot from 27 ft (assist by G. Hill)
1:04.0,Brooklyn full timeout,,119-120,,
1:04.0,,,119-120,,C. Osman enters the game for K. Korver
1:04.0,,,119-120,,L. Nance enters the game for J. Clarkson
1:04.0,D. Russell enters the game for R. Hollis-Jefferson,,119-120,,
0:56.0,A. Crabbe makes 2-pt shot from 12 ft (assist by S. Dinwiddie),2,121-120,,
0:56.0,,,121-120,,Cleveland full timeout
0:56.0,,,121-120,,J. Clarkson enters the game for C. Osman
0:56.0,,,121-120,,K. Korver enters the game for L. Nance
0:56.0,R. Hollis-Jefferson enters the game for D. Russell,,121-120,,
0:40.0,,,121-122,2,R. Hood makes 2-pt shot from 13 ft
0:40.0,,,121-122,,Shooting foul by J. Allen (drawn by R. Hood)
0:40.0,,,121-122,,C. Osman enters the game for J. Clarkson
0:40.0,,,121-122,,L. Nance enters the game for K. Korver
0:40.0,D. Russell enters the game for R. Hollis-Jefferson,,121-122,,
0:40.0,,,121-123,1,R. Hood makes free throw 1 of 1
0:20.0,D. Russell misses 3-pt shot from 24 ft,,121-123,,
0:17.0,,,121-123,,Defensive rebound by L. Nance
0:16.0,Personal foul by S. Dinwiddie (drawn by L. James),,121-123,,
0:16.0,,,121-124,1,L. James makes free throw 1 of 2
0:16.0,R. Hollis-Jefferson enters the game for D. Russell,,121-124,,
0:16.0,,,121-125,1,L. James makes free throw 2 of 2
0:16.0,Brooklyn full timeout,,121-125,,
0:16.0,J. Harris enters the game for J. Allen,,121-125,,
0:16.0,D. Russell enters the game for R. Hollis-Jefferson,,121-125,,
0:13.0,S. Dinwiddie makes 2-pt shot at rim (assist by D. Russell),2,123-125,,
0:13.0,Personal foul by D. Carroll (drawn by G. Hill),,123-125,,
0:13.0,,,123-126,1,G. Hill makes free throw 1 of 2
0:13.0,,,123-127,1,G. Hill makes free throw 2 of 2
0:03.0,D. Russell misses 2-pt shot from 1 ft,,123-127,,
0:02.0,,,123-127,,Defensive rebound by L. Nance
0:02.0,Personal foul by J. Harris (drawn by L. Nance),,123-127,,
0:02.0,,,123-128,1,L. Nance makes free throw 1 of 2
0:02.0,,,123-128,,J. Holland enters the game for L. James
0:02.0,,,123-129,1,L. Nance makes free throw 2 of 2
