time,LA Lakers,pts.away,score,pts.home,Utah
5:03.0,Personal foul by K. Caldwell-Pope (drawn by R. Rubio),,98-104,,
5:03.0,,,98-104,,Utah full timeout
4:49.0,,,98-106,2,R. Gobert makes 2-pt shot from 2 ft (assist by J. Crowder)
4:49.0,,,98-106,,Shooting foul by J. Hart (drawn by R. Gobert)
4:49.0,,,98-106,,R. Gobert misses free throw 1 of 1
4:49.0,Defensive rebound by K. Kuzma,,98-106,,
4:34.0,K. Kuzma misses 3-pt shot from 26 ft,,98-106,,
4:32.0,,,98-106,,Defensive rebound by R. Gobert
4:26.0,,,98-108,2,D. Mitchell makes 2-pt shot from 2 ft (assist by R. Gobert)
4:13.0,T. Ennis misses 2-pt shot from 13 ft,,98-108,,
4:11.0,,,98-108,,Defensive rebound by R. Gobert
4:06.0,,,98-108,,D. Mitchell misses 2-pt shot from 2 ft
4:04.0,Defensive rebound by T. Ennis,,98-108,,
3:56.0,K. Caldwell-Pope makes 2-pt shot from 18 ft,2,100-108,,
3:28.0,,,100-108,,J. Crowder misses 2-pt shot from 14 ft
3:25.0,Defensive rebound by J. Hart,,100-108,,
3:19.0,K. Kuzma makes 2-pt shot from 3 ft (assist by J. Hart),2,102-108,,
3:01.0,,,102-110,2,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles)
2:54.0,LA Lakers full timeout,,102-110,,
2:54.0,C. Frye enters the game for T. Ennis,,102-110,,
2:43.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,102-110,,
2:41.0,,,102-110,,Defensive rebound by D. Mitchell
2:26.0,,,102-113,3,J. Ingles makes 3-pt shot from 22 ft (assist by R. Gobert)
2:16.0,Shooting foul by R. Gobert (drawn by K. Kuzma),,102-113,,
2:16.0,K. Kuzma misses free throw 1 of 2,,102-113,,
2:16.0,Offensive rebound by Team,,102-113,,
2:16.0,K. Kuzma makes free throw 2 of 2,1,103-113,,
2:04.0,,,103-113,,J. Ingles misses 2-pt shot from 2 ft
2:04.0,Defensive rebound by Team,,103-113,,
1:52.0,K. Kuzma misses 2-pt shot from 7 ft,,103-113,,
1:50.0,,,103-113,,Defensive rebound by R. Gobert
1:45.0,,,103-113,,D. Mitchell misses 3-pt shot from 25 ft
1:40.0,,,103-113,,Offensive rebound by J. Crowder
1:28.0,,,103-113,,Turnover by R. Gobert (lost ball; steal by J. Hart)
1:21.0,Shooting foul by R. Rubio (drawn by J. Randle),,103-113,,
1:21.0,J. Randle makes free throw 1 of 2,1,104-113,,
1:21.0,A. Caruso enters the game for K. Kuzma,,104-113,,
1:21.0,J. Randle makes free throw 2 of 2,1,105-113,,
1:06.0,,,105-113,,D. Mitchell misses 2-pt shot from 2 ft
1:04.0,Defensive rebound by J. Hart,,105-113,,
0:58.0,J. Randle makes 2-pt shot from 1 ft (assist by A. Caruso),2,107-113,,
0:37.0,,,107-113,,R. Rubio misses 2-pt shot from 8 ft
0:37.0,,,107-113,,Offensive rebound by Team
0:37.0,Loose ball foul by J. Randle (drawn by R. Gobert),,107-113,,
0:28.0,,,107-115,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio)
0:16.0,Shooting foul by R. Gobert (drawn by J. Hart),,107-115,,
0:16.0,J. Hart misses free throw 1 of 2,,107-115,,
0:16.0,Offensive rebound by Team,,107-115,,
0:16.0,J. Hart makes free throw 2 of 2,1,108-115,,
0:15.0,Personal foul by K. Caldwell-Pope (drawn by D. Mitchell),,108-115,,
0:15.0,,,108-116,1,D. Mitchell makes free throw 1 of 2
0:15.0,,,108-116,,D. Mitchell misses free throw 2 of 2
0:14.0,Defensive rebound by K. Caldwell-Pope,,108-116,,
0:14.0,LA Lakers full timeout,,108-116,,
0:11.0,C. Frye misses 3-pt shot from 23 ft,,108-116,,
0:08.0,,,108-116,,Defensive rebound by J. Ingles
0:08.0,Personal foul by C. Frye (drawn by J. Ingles),,108-116,,
0:08.0,,,108-116,,J. Ingles misses free throw 1 of 2
0:08.0,,,108-116,,Offensive rebound by Team
0:08.0,,,108-117,1,J. Ingles makes free throw 2 of 2
0:03.0,Shooting foul by J. Ingles (drawn by K. Caldwell-Pope),,108-117,,
0:03.0,K. Caldwell-Pope misses free throw 1 of 3,,108-117,,
0:03.0,Offensive rebound by Team,,108-117,,
0:03.0,K. Caldwell-Pope makes free throw 2 of 3,1,109-117,,
0:03.0,K. Caldwell-Pope makes free throw 3 of 3,1,110-117,,
