time,Miami,pts.away,score,pts.home,Chicago
3:14.0,,,100-105,,D. Valentine misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by J. Richardson,,100-105,,
3:08.0,Miami full timeout,,100-105,,
2:52.0,K. Olynyk misses 2-pt shot from 4 ft (block by N. Mirotic),,100-105,,
2:49.0,,,100-105,,Defensive rebound by N. Mirotic
2:32.0,,,100-107,2,J. Holiday makes 2-pt shot from 21 ft
2:21.0,J. Richardson misses 3-pt shot from 28 ft,,100-107,,
2:21.0,,,100-107,,Defensive rebound by L. Markkanen
2:01.0,,,100-107,,K. Dunn misses 2-pt shot from 6 ft
2:01.0,,,100-107,,Offensive rebound by Team
1:43.0,,,100-107,,Turnover by K. Dunn (lost ball; steal by J. Richardson)
1:33.0,G. Dragic makes 2-pt shot at rim,2,102-107,,
1:08.0,,,102-110,3,L. Markkanen makes 3-pt shot from 27 ft (assist by K. Dunn)
0:59.0,Shooting foul by L. Markkanen (drawn by J. Johnson),,102-110,,
0:59.0,J. Johnson misses free throw 1 of 2,,102-110,,
0:59.0,Offensive rebound by Team,,102-110,,
0:59.0,J. Johnson misses free throw 2 of 2,,102-110,,
0:56.0,,,102-110,,Defensive rebound by J. Holiday
0:51.0,Personal foul by G. Dragic (drawn by J. Holiday),,102-110,,
0:51.0,,,102-111,1,J. Holiday makes free throw 1 of 2
0:51.0,,,102-112,1,J. Holiday makes free throw 2 of 2
0:51.0,Miami full timeout,,102-112,,
0:47.0,Shooting foul by J. Holiday (drawn by W. Ellington),,102-112,,
0:47.0,W. Ellington makes free throw 1 of 3,1,103-112,,
0:47.0,W. Ellington makes free throw 2 of 3,1,104-112,,
0:47.0,J. Winslow enters the game for K. Olynyk,,104-112,,
0:47.0,W. Ellington makes free throw 3 of 3,1,105-112,,
0:45.0,Personal foul by J. Winslow (drawn by N. Mirotic),,105-112,,
0:45.0,,,105-113,1,N. Mirotic makes free throw 1 of 2
0:45.0,K. Olynyk enters the game for J. Winslow,,105-113,,
0:45.0,,,105-114,1,N. Mirotic makes free throw 2 of 2
0:36.0,W. Ellington makes 3-pt shot from 23 ft (assist by G. Dragic),3,108-114,,
0:33.0,,,108-114,,Chicago full timeout
0:33.0,J. Winslow enters the game for K. Olynyk,,108-114,,
0:31.0,Personal foul by G. Dragic (drawn by D. Valentine),,108-114,,
0:31.0,K. Olynyk enters the game for G. Dragic,,108-114,,
0:31.0,,,108-115,1,D. Valentine makes free throw 1 of 2
0:31.0,,,108-116,1,D. Valentine makes free throw 2 of 2
0:22.0,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Richardson),2,110-116,,
0:22.0,Shooting foul by N. Mirotic (drawn by K. Olynyk),,110-116,,
0:22.0,K. Olynyk makes free throw 1 of 1,1,111-116,,
0:18.0,,,111-118,2,L. Markkanen makes 2-pt shot from 8 ft
0:18.0,,,111-118,,Shooting foul by K. Olynyk (drawn by L. Markkanen)
0:18.0,,,111-119,1,L. Markkanen makes free throw 1 of 1
0:18.0,Miami full timeout,,111-119,,
0:13.0,W. Ellington misses 3-pt shot from 25 ft,,111-119,,
0:09.0,,,111-119,,Defensive rebound by D. Valentine
