time,Chicago,pts.away,score,pts.home,Miami
7:37.0,Offensive rebound by Team,,72-90,,
7:36.0,S. Kilpatrick makes 2-pt shot from 4 ft (assist by R. Arcidiacono),2,74-91,,
7:36.0,Shooting foul by D. Wade (drawn by S. Kilpatrick),,74-91,,
7:36.0,S. Kilpatrick makes free throw 1 of 1,1,75-91,,
7:36.0,,,75-91,,Miami full timeout
7:36.0,,,75-91,,G. Dragic enters the game for D. Wade
7:36.0,,,75-91,,K. Olynyk enters the game for B. Adebayo
7:36.0,C. Payne enters the game for S. Kilpatrick,,75-91,,
7:36.0,D. Nwaba enters the game for R. Arcidiacono,,75-91,,
7:24.0,,,75-91,,W. Ellington misses 3-pt shot from 24 ft
7:22.0,Defensive rebound by D. Valentine,,75-91,,
7:16.0,B. Portis makes 2-pt shot from 3 ft (assist by D. Valentine),2,77-91,,
6:56.0,,,77-91,,Turnover by K. Olynyk (lost ball; steal by B. Portis)
6:47.0,D. Valentine misses 2-pt shot from 21 ft,,77-91,,
6:42.0,,,77-91,,Defensive rebound by J. Winslow
6:29.0,,,77-91,,Turnover by K. Olynyk (bad pass; steal by D. Valentine)
6:13.0,D. Nwaba misses 2-pt shot from 1 ft,,77-91,,
6:12.0,Offensive rebound by N. Vonleh,,77-91,,
6:12.0,N. Vonleh makes 2-pt shot from 1 ft,2,79-91,,
5:48.0,,,79-91,,Turnover by W. Ellington (traveling)
5:48.0,,,79-91,,J. Johnson enters the game for W. Ellington
5:23.0,D. Valentine misses 3-pt shot from 25 ft,,79-91,,
5:21.0,,,79-91,,Defensive rebound by J. Winslow
5:07.0,,,79-94,3,K. Olynyk makes 3-pt shot from 23 ft (assist by J. Winslow)
4:44.0,D. Nwaba misses 2-pt shot from 1 ft (block by J. Winslow),,79-94,,
4:41.0,,,79-94,,Defensive rebound by J. Winslow
4:35.0,,,79-94,,K. Olynyk misses 3-pt shot from 23 ft
4:35.0,Defensive rebound by Team,,79-94,,
4:35.0,J. Holiday enters the game for D. Valentine,,79-94,,
4:16.0,C. Payne misses 3-pt shot from 24 ft,,79-94,,
4:14.0,,,79-94,,Defensive rebound by J. Richardson
4:06.0,,,79-96,2,K. Olynyk makes 2-pt shot from 1 ft (assist by J. Richardson)
4:06.0,,,79-96,,Shooting foul by C. Payne (drawn by K. Olynyk)
4:06.0,,,79-97,1,K. Olynyk makes free throw 1 of 1
3:53.0,,,79-97,,Personal foul by G. Dragic (drawn by C. Payne)
3:43.0,N. Vonleh makes 2-pt shot from 9 ft,2,81-97,,
3:35.0,,,81-97,,Turnover by G. Dragic (out of bounds lost ball)
3:26.0,D. Nwaba makes 2-pt shot from 1 ft,2,83-97,,
3:26.0,,,83-97,,Miami full timeout
3:06.0,,,83-97,,J. Richardson misses 2-pt shot from 1 ft
3:03.0,Defensive rebound by N. Vonleh,,83-97,,
2:53.0,Shooting foul by J. Richardson (drawn by D. Nwaba),,83-97,,
2:53.0,D. Nwaba makes free throw 1 of 2,1,84-97,,
2:53.0,D. Nwaba makes free throw 2 of 2,1,85-97,,
2:37.0,,,85-97,,G. Dragic misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by D. Nwaba,,85-97,,
2:30.0,Offensive foul by D. Nwaba (drawn by J. Richardson),,85-97,,
2:30.0,Turnover by D. Nwaba (offensive foul),,85-97,,
2:19.0,,,85-97,,Offensive foul by K. Olynyk (drawn by C. Payne)
2:19.0,,,85-97,,Turnover by K. Olynyk (offensive foul)
2:10.0,J. Holiday makes 3-pt shot from 24 ft (assist by C. Payne),3,88-97,,
1:45.0,,,88-100,3,J. Winslow makes 3-pt shot from 23 ft (assist by G. Dragic)
1:36.0,J. Holiday misses 2-pt shot from 12 ft,,88-100,,
1:36.0,Offensive rebound by Team,,88-100,,
1:36.0,,,88-100,,Personal foul by J. Johnson (drawn by N. Vonleh)
1:27.0,B. Portis makes 2-pt shot from 18 ft,2,90-100,,
1:05.0,,,90-103,3,K. Olynyk makes 3-pt shot from 24 ft (assist by J. Johnson)
1:05.0,Chicago full timeout,,90-103,,
1:05.0,,,90-103,,R. McGruder enters the game for G. Dragic
0:57.0,J. Holiday misses 3-pt shot from 28 ft,,90-103,,
0:55.0,,,90-103,,Defensive rebound by J. Winslow
0:36.0,,,90-103,,Turnover by J. Johnson (bad pass; steal by C. Payne)
0:32.0,Turnover by B. Portis (bad pass; steal by K. Olynyk),,90-103,,
0:09.0,,,90-103,,J. Winslow misses 3-pt shot from 23 ft
0:09.0,Defensive rebound by Team,,90-103,,
0:04.0,B. Portis makes 2-pt shot from 1 ft (assist by C. Payne),2,92-103,,
