time,Chicago,pts.away,score,pts.home,Detroit
3:14.0,,,91-115,,Offensive foul by E. Moreland (drawn by D. Nwaba)
3:14.0,,,91-115,,Turnover by E. Moreland (offensive foul)
3:14.0,R. Arcidiacono enters the game for C. Payne,,91-115,,
3:03.0,N. Vonleh misses 3-pt shot from 25 ft,,91-115,,
2:59.0,,,91-115,,Defensive rebound by L. Galloway
2:51.0,,,91-115,,E. Moreland misses 2-pt shot from 2 ft
2:47.0,,,91-115,,Offensive rebound by E. Moreland
2:47.0,,,91-115,,E. Moreland misses 2-pt shot at rim
2:47.0,,,91-115,,Offensive rebound by E. Moreland
2:47.0,Chicago full timeout,,91-115,,
2:47.0,J. Grant enters the game for D. Valentine,,91-115,,
2:32.0,,,91-115,,H. Ellenson misses 2-pt shot from 1 ft
2:30.0,Defensive rebound by D. Nwaba,,91-115,,
2:28.0,C. Felicio makes 2-pt shot from 1 ft (assist by J. Grant),2,93-115,,
2:11.0,,,93-115,,D. Buycks misses 2-pt shot from 2 ft
2:09.0,Defensive rebound by C. Felicio,,93-115,,
1:58.0,D. Nwaba misses 2-pt shot from 2 ft (block by E. Moreland),,93-115,,
1:55.0,,,93-115,,Defensive rebound by E. Moreland
1:54.0,,,93-117,2,J. Ennis makes 2-pt shot at rim (assist by E. Moreland)
1:29.0,J. Grant misses 2-pt shot from 16 ft,,93-117,,
1:26.0,,,93-117,,Defensive rebound by J. Ennis
1:12.0,,,93-117,,L. Galloway misses 3-pt shot from 28 ft
1:09.0,Defensive rebound by D. Nwaba,,93-117,,
0:56.0,Shooting foul by E. Moreland (drawn by C. Felicio),,93-117,,
0:56.0,C. Felicio makes free throw 1 of 2,1,94-117,,
0:56.0,C. Felicio makes free throw 2 of 2,1,95-117,,
0:42.0,,,95-117,,D. Buycks misses 2-pt shot from 13 ft
0:41.0,,,95-117,,Offensive rebound by E. Moreland
0:41.0,,,95-117,,E. Moreland misses 2-pt shot at rim
0:40.0,Defensive rebound by C. Felicio,,95-117,,
0:22.0,C. Felicio misses 2-pt shot from 8 ft,,95-117,,
0:20.0,,,95-117,,Defensive rebound by E. Moreland
