time,Memphis,pts.away,score,pts.home,Sacramento
4:36.0,Turnover by J. Martin (bad pass; steal by J. Jackson),,106-76,,
4:31.0,,,106-79,3,B. Hield makes 3-pt shot from 24 ft (assist by J. Jackson)
4:10.0,B. McLemore misses 3-pt shot from 25 ft,,106-79,,
4:06.0,,,106-79,,Defensive rebound by G. Papagiannis
4:00.0,,,106-81,2,B. Hield makes 2-pt shot from 16 ft
4:00.0,,,106-81,,Shooting foul by A. Harrison (drawn by B. Hield)
4:00.0,W. Selden enters the game for A. Harrison,,106-81,,
4:00.0,,,106-82,1,B. Hield makes free throw 1 of 1
3:44.0,W. Selden misses 3-pt shot from 24 ft,,106-82,,
3:41.0,,,106-82,,Defensive rebound by M. Richardson
3:38.0,,,106-84,2,J. Jackson makes 2-pt shot from 1 ft (assist by M. Richardson)
3:31.0,Memphis full timeout,,106-84,,
3:21.0,J. Martin misses 2-pt shot from 17 ft,,106-84,,
3:17.0,,,106-84,,Defensive rebound by M. Richardson
3:02.0,,,106-84,,G. Papagiannis misses 2-pt shot from 8 ft
2:59.0,Defensive rebound by D. Davis,,106-84,,
2:50.0,D. Davis makes 2-pt shot from 20 ft (assist by W. Selden),2,108-84,,
2:31.0,,,108-86,2,B. Hield makes 2-pt shot from 19 ft
2:10.0,K. Simmons misses 2-pt shot from 22 ft,,108-86,,
2:08.0,,,108-86,,Defensive rebound by G. Papagiannis
2:01.0,,,108-86,,Shooting foul by B. McLemore (drawn by J. Jackson)
2:01.0,,,108-87,1,J. Jackson makes free throw 1 of 2
2:01.0,,,108-88,1,J. Jackson makes free throw 2 of 2
1:41.0,Shooting foul by G. Papagiannis (drawn by B. McLemore),,108-88,,
1:41.0,B. McLemore makes free throw 1 of 2,1,109-88,,
1:41.0,B. McLemore makes free throw 2 of 2,1,110-88,,
1:32.0,,,110-90,2,M. Richardson makes 2-pt shot from 17 ft
1:20.0,W. Selden makes 3-pt shot from 24 ft (assist by B. McLemore),3,113-90,,
1:04.0,,,113-90,,Turnover by M. Richardson (lost ball; steal by J. Martin)
1:03.0,,,113-90,,Personal foul by S. Labissiere (drawn by W. Selden)
1:03.0,W. Selden makes free throw 1 of 2,1,114-90,,
1:03.0,W. Selden misses free throw 2 of 2,,114-90,,
1:00.0,Offensive rebound by B. McLemore,,114-90,,
0:47.0,D. Davis misses 2-pt shot from 2 ft,,114-90,,
0:44.0,,,114-90,,Defensive rebound by S. Labissiere
0:38.0,,,114-93,3,J. Jackson makes 3-pt shot from 25 ft (assist by B. Hield)
0:12.0,W. Selden misses 3-pt shot from 27 ft,,114-93,,
0:10.0,,,114-93,,Defensive rebound by Team
0:03.0,,,114-96,3,B. Hield makes 3-pt shot from 26 ft
0:03.0,,,114-96,,Shooting foul by B. McLemore (drawn by B. Hield)
0:03.0,,,114-96,,B. Hield misses free throw 1 of 1
0:01.0,,,114-96,,Offensive rebound by G. Papagiannis
0:00.0,,,114-96,,G. Papagiannis misses 2-pt shot from 8 ft
0:00.0,,,114-96,,Offensive rebound by Team
