time,Charlotte,pts.away,score,pts.home,Philadelphia
5:49.0,,,88-90,,Defensive rebound by A. Johnson
5:43.0,,,88-93,3,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons)
5:42.0,Charlotte full timeout,,88-93,,
5:42.0,D. Howard enters the game for W. Hernangomez,,88-93,,
5:42.0,M. Williams enters the game for F. Kaminsky,,88-93,,
5:33.0,K. Walker misses 3-pt shot from 26 ft,,88-93,,
5:29.0,,,88-93,,Defensive rebound by B. Simmons
5:11.0,,,88-93,,A. Johnson misses 3-pt shot from 22 ft
5:08.0,Defensive rebound by M. Kidd-Gilchrist,,88-93,,
4:57.0,Turnover by K. Walker (bad pass; steal by B. Simmons),,88-93,,
4:52.0,,,88-96,3,R. Covington makes 3-pt shot from 23 ft (assist by B. Simmons)
4:23.0,D. Howard misses 2-pt shot from 8 ft,,88-96,,
4:21.0,,,88-96,,Defensive rebound by A. Johnson
4:10.0,,,88-99,3,M. Belinelli makes 3-pt shot from 25 ft (assist by B. Simmons)
3:51.0,M. Monk misses 2-pt shot from 12 ft,,88-99,,
3:48.0,,,88-99,,Defensive rebound by B. Simmons
3:42.0,,,88-99,,Shooting foul by D. Howard (drawn by B. Simmons)
3:42.0,,,88-100,1,B. Simmons makes free throw 1 of 2
3:42.0,,,88-100,,J. Embiid enters the game for A. Johnson
3:42.0,J. Lamb enters the game for M. Monk,,88-100,,
3:42.0,,,88-101,1,B. Simmons makes free throw 2 of 2
3:32.0,J. Lamb makes 2-pt shot from 20 ft,2,90-101,,
3:29.0,,,90-101,,Philadelphia full timeout
3:10.0,,,90-103,2,J. Embiid makes 2-pt shot from 7 ft
2:52.0,K. Walker misses 2-pt shot from 16 ft,,90-103,,
2:48.0,,,90-103,,Defensive rebound by J. Embiid
2:26.0,,,90-103,,Turnover by Team (shot clock)
2:14.0,Shooting foul by J. Embiid (drawn by K. Walker),,90-103,,
2:14.0,K. Walker makes free throw 1 of 2,1,91-103,,
2:14.0,K. Walker makes free throw 2 of 2,1,92-103,,
2:02.0,,,92-103,,M. Belinelli misses 2-pt shot from 21 ft
1:59.0,,,92-103,,Offensive rebound by B. Simmons
1:37.0,,,92-103,,Turnover by J. Embiid (lost ball; steal by K. Walker)
1:26.0,,,92-103,,Personal foul by R. Covington (drawn by J. Lamb)
1:26.0,J. Lamb misses free throw 1 of 2,,92-103,,
1:26.0,Offensive rebound by Team,,92-103,,
1:26.0,J. Lamb misses free throw 2 of 2,,92-103,,
1:22.0,,,92-103,,Defensive rebound by B. Simmons
1:15.0,,,92-106,3,M. Belinelli makes 3-pt shot from 23 ft (assist by B. Simmons)
1:14.0,Charlotte full timeout,,92-106,,
1:14.0,,,92-106,,J. Anderson enters the game for J. Embiid
1:14.0,F. Kaminsky enters the game for M. Williams,,92-106,,
1:12.0,K. Walker misses 3-pt shot from 28 ft,,92-106,,
1:09.0,,,92-106,,Defensive rebound by B. Simmons
0:45.0,,,92-106,,D. Saric misses 2-pt shot from 22 ft
0:42.0,Defensive rebound by Team,,92-106,,
0:35.0,K. Walker makes 2-pt shot from 1 ft,2,94-106,,
0:11.0,,,94-106,,R. Covington misses 3-pt shot from 28 ft
0:11.0,,,94-106,,Offensive rebound by J. Anderson
0:11.0,,,94-108,2,J. Anderson makes 2-pt shot from 2 ft
0:01.0,J. Lamb misses 3-pt shot from 27 ft,,94-108,,
0:01.0,Offensive rebound by Team,,94-108,,
