time,Philadelphia,pts.away,score,pts.home,Boston
3:36.0,Turnover by J. Embiid (bad pass; steal by T. Rozier),,92-107,,
3:29.0,,,92-107,,Shooting foul by D. Saric (drawn by J. Tatum)
3:29.0,,,92-108,1,J. Tatum makes free throw 1 of 3
3:29.0,,,92-109,1,J. Tatum makes free throw 2 of 3
3:29.0,,,92-110,1,J. Tatum makes free throw 3 of 3
3:19.0,J. Redick makes 2-pt shot from 21 ft (assist by M. Belinelli),2,94-110,,
2:51.0,,,94-112,2,T. Rozier makes 2-pt shot from 12 ft (assist by M. Smart)
2:50.0,Philadelphia full timeout,,94-112,,
2:50.0,E. Ilyasova enters the game for J. Embiid,,94-112,,
2:42.0,M. Belinelli misses 2-pt shot from 8 ft,,94-112,,
2:40.0,Offensive rebound by D. Saric,,94-112,,
2:39.0,D. Saric makes 2-pt shot at rim,2,96-112,,
2:22.0,,,96-112,,M. Morris misses 3-pt shot from 23 ft
2:19.0,Defensive rebound by B. Simmons,,96-112,,
2:16.0,Turnover by B. Simmons (traveling),,96-112,,
1:54.0,,,96-115,3,T. Rozier makes 3-pt shot from 27 ft (assist by M. Smart)
1:46.0,J. Redick misses 3-pt shot from 25 ft,,96-115,,
1:44.0,Offensive rebound by Team,,96-115,,
1:44.0,,,96-115,,Loose ball foul by M. Smart (drawn by B. Simmons)
1:44.0,B. Simmons makes free throw 1 of 2,1,97-115,,
1:44.0,,,97-115,,S. Ojeleye enters the game for J. Tatum
1:44.0,,,97-115,,S. Larkin enters the game for T. Rozier
1:44.0,,,97-115,,A. Nader enters the game for M. Morris
1:44.0,,,97-115,,G. Yabusele enters the game for M. Smart
1:44.0,,,97-115,,A. Baynes enters the game for A. Horford
1:44.0,R. Holmes enters the game for D. Saric,,97-115,,
1:44.0,J. Bayless enters the game for J. Redick,,97-115,,
1:44.0,J. Anderson enters the game for M. Belinelli,,97-115,,
1:44.0,B. Simmons makes free throw 2 of 2,1,98-115,,
1:31.0,,,98-115,,S. Larkin misses 2-pt shot from 18 ft
1:27.0,Defensive rebound by E. Ilyasova,,98-115,,
1:18.0,Shooting foul by S. Larkin (drawn by B. Simmons),,98-115,,
1:18.0,B. Simmons misses free throw 1 of 2,,98-115,,
1:18.0,Offensive rebound by Team,,98-115,,
1:18.0,B. Simmons makes free throw 2 of 2,1,99-115,,
1:13.0,Personal foul by B. Simmons (drawn by S. Larkin),,99-115,,
1:13.0,,,99-116,1,S. Larkin makes free throw 1 of 2
1:13.0,T. McConnell enters the game for B. Simmons,,99-116,,
1:13.0,,,99-117,1,S. Larkin makes free throw 2 of 2
0:59.0,J. Anderson misses 3-pt shot from 24 ft,,99-117,,
0:58.0,Offensive rebound by Team,,99-117,,
0:58.0,,,99-117,,Loose ball foul by G. Yabusele (drawn by E. Ilyasova)
0:58.0,E. Ilyasova makes free throw 1 of 2,1,100-117,,
0:58.0,E. Ilyasova makes free throw 2 of 2,1,101-117,,
0:40.0,,,101-117,,G. Yabusele misses 2-pt shot from 15 ft
0:38.0,Defensive rebound by J. Anderson,,101-117,,
0:24.0,R. Holmes misses 2-pt shot from 16 ft,,101-117,,
0:21.0,,,101-117,,Defensive rebound by S. Larkin
