time,Indiana,pts.away,score,pts.home,Oklahoma City
9:53.0,Offensive rebound by C. Joseph,,79-90,,
9:31.0,,,79-90,,Turnover by C. Anthony (lost ball; steal by T. Young)
9:27.0,V. Oladipo misses 2-pt shot at rim,,79-90,,
9:26.0,,,79-90,,Defensive rebound by Team
9:26.0,,,79-90,,Oklahoma City full timeout
9:26.0,,,79-90,,R. Westbrook enters the game for A. Abrines
9:12.0,,,79-90,,Turnover by C. Anthony (lost ball; steal by C. Joseph)
9:07.0,V. Oladipo makes 2-pt shot at rim (assist by C. Joseph),2,81-90,,
8:46.0,,,81-92,2,R. Felton makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:34.0,Turnover by D. Collison (bad pass; steal by R. Westbrook),,81-92,,
8:34.0,Personal foul by C. Joseph (drawn by R. Westbrook),,81-92,,
8:34.0,,,81-93,1,R. Westbrook makes clear path free throw 2 of 2
8:34.0,,,81-94,1,R. Westbrook makes clear path free throw 1 of 2
8:23.0,,,81-94,,Turnover by R. Westbrook (step out of bounds)
8:23.0,B. Bogdanovic enters the game for T. Leaf,,81-94,,
8:23.0,,,81-94,,P. George enters the game for C. Anthony
8:08.0,V. Oladipo makes 3-pt shot from 22 ft (assist by D. Collison),3,84-94,,
7:56.0,,,84-96,2,P. George makes 2-pt shot from 7 ft
7:56.0,,,84-96,,Shooting foul by B. Bogdanovic (drawn by P. George)
7:56.0,,,84-96,,P. George misses free throw 1 of 1
7:56.0,Defensive rebound by V. Oladipo,,84-96,,
7:34.0,V. Oladipo makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,87-96,,
7:10.0,,,87-99,3,R. Felton makes 3-pt shot from 23 ft (assist by J. Grant)
6:54.0,T. Young misses 2-pt shot at rim,,87-99,,
6:53.0,T. Young makes 2-pt shot at rim,2,89-99,,
6:48.0,Offensive rebound by T. Young,,89-99,,
6:42.0,,,89-102,3,P. Patterson makes 3-pt shot from 23 ft (assist by R. Westbrook)
6:41.0,Indiana full timeout,,89-102,,
6:41.0,,,89-102,,S. Adams enters the game for P. Patterson
6:41.0,D. Sabonis enters the game for C. Joseph,,89-102,,
6:23.0,B. Bogdanovic misses 2-pt shot from 13 ft,,89-102,,
6:17.0,,,89-102,,Defensive rebound by S. Adams
6:15.0,,,89-102,,Turnover by R. Westbrook (lost ball; steal by V. Oladipo)
6:15.0,,,89-102,,Personal foul by P. George (drawn by V. Oladipo)
6:15.0,,,89-102,,C. Anthony enters the game for P. George
6:01.0,V. Oladipo misses 3-pt shot from 25 ft,,89-102,,
5:59.0,,,89-102,,Defensive rebound by R. Westbrook
5:51.0,,,89-102,,R. Westbrook misses 2-pt shot from 10 ft
5:49.0,,,89-102,,Offensive rebound by S. Adams
5:45.0,,,89-104,2,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams)
5:37.0,B. Bogdanovic misses 3-pt shot from 24 ft,,89-104,,
5:37.0,,,89-104,,Defensive rebound by S. Adams
5:17.0,,,89-104,,J. Grant misses 3-pt shot from 22 ft
5:15.0,Defensive rebound by D. Sabonis,,89-104,,
5:15.0,,,89-104,,Personal foul by R. Westbrook (drawn by D. Sabonis)
5:15.0,D. Sabonis makes free throw 1 of 2,1,90-104,,
5:15.0,D. Sabonis makes free throw 2 of 2,1,91-104,,
5:02.0,,,91-104,,Turnover by J. Grant (traveling)
4:50.0,V. Oladipo misses 3-pt shot from 24 ft,,91-104,,
4:47.0,,,91-104,,Defensive rebound by R. Westbrook
4:22.0,,,91-104,,C. Anthony misses 2-pt shot from 1 ft
4:21.0,Defensive rebound by D. Sabonis,,91-104,,
4:12.0,D. Collison makes 2-pt shot from 16 ft (assist by B. Bogdanovic),2,93-104,,
4:11.0,,,93-104,,Oklahoma City full timeout
4:11.0,,,93-104,,J. Huestis enters the game for R. Felton
3:50.0,,,93-104,,S. Adams misses 2-pt shot from 6 ft
3:48.0,Defensive rebound by B. Bogdanovic,,93-104,,
3:34.0,Turnover by V. Oladipo (bad pass),,93-104,,
3:21.0,,,93-106,2,J. Grant makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:21.0,,,93-106,,Shooting foul by V. Oladipo (drawn by J. Grant)
3:21.0,,,93-106,,J. Grant misses free throw 1 of 1
3:20.0,Defensive rebound by T. Young,,93-106,,
3:20.0,Indiana full timeout,,93-106,,
3:06.0,T. Young misses 3-pt shot from 22 ft,,93-106,,
3:04.0,,,93-106,,Defensive rebound by J. Grant
2:50.0,,,93-106,,R. Westbrook misses 2-pt shot from 12 ft
2:48.0,,,93-106,,Offensive rebound by S. Adams
2:46.0,,,93-108,2,S. Adams makes 2-pt shot at rim
2:24.0,D. Collison misses 3-pt shot from 24 ft,,93-108,,
2:22.0,Personal foul by T. Young (drawn by C. Anthony),,93-108,,
2:22.0,,,93-109,1,C. Anthony makes free throw 1 of 2
2:22.0,J. Young enters the game for D. Collison,,93-109,,
2:22.0,I. Anigbogu enters the game for V. Oladipo,,93-109,,
2:22.0,A. Poythress enters the game for D. Sabonis,,93-109,,
2:22.0,T. Leaf enters the game for T. Young,,93-109,,
2:22.0,D. Wilkins enters the game for B. Bogdanovic,,93-109,,
2:22.0,,,93-110,1,C. Anthony makes free throw 2 of 2
2:21.0,,,93-110,,Offensive rebound by C. Anthony
2:02.0,D. Wilkins misses 3-pt shot from 24 ft,,93-110,,
1:57.0,,,93-110,,Defensive rebound by S. Adams
1:35.0,,,93-112,2,C. Anthony makes 2-pt shot from 11 ft
1:32.0,,,93-112,,Personal take foul by R. Westbrook (drawn by J. Young)
1:32.0,,,93-112,,T. Ferguson enters the game for R. Westbrook
1:32.0,,,93-112,,R. Felton enters the game for C. Anthony
1:32.0,,,93-112,,A. Abrines enters the game for J. Grant
1:32.0,,,93-112,,P. Patterson enters the game for S. Adams
1:32.0,J. Young misses free throw 1 of 2,,93-112,,
1:32.0,Offensive rebound by Team,,93-112,,
1:32.0,J. Young makes free throw 2 of 2,1,94-112,,
1:12.0,,,94-112,,R. Felton misses 2-pt shot from 20 ft
1:08.0,,,94-114,2,A. Abrines makes 2-pt shot from 8 ft
1:07.0,,,94-114,,Offensive rebound by A. Abrines
0:53.0,Turnover by I. Anigbogu (bad pass; steal by A. Abrines),,94-114,,
0:34.0,,,94-114,,Turnover by R. Felton (bad pass; steal by I. Anigbogu)
0:28.0,J. Young misses 2-pt shot from 1 ft,,94-114,,
0:27.0,Offensive rebound by T. Leaf,,94-114,,
0:26.0,T. Leaf misses 2-pt shot at rim,,94-114,,
0:25.0,Offensive rebound by I. Anigbogu,,94-114,,
0:20.0,I. Anigbogu misses 2-pt shot from 13 ft (block by T. Ferguson),,94-114,,
0:20.0,Offensive rebound by J. Young,,94-114,,
0:19.0,J. Young makes 2-pt shot at rim,2,96-114,,
