time,Philadelphia,pts.away,score,pts.home,Milwaukee
6:52.0,,,98-105,,Loose ball foul by T. Zeller (drawn by B. Simmons)
6:43.0,Turnover by J. Embiid (out of bounds lost ball),,98-105,,
6:24.0,,,98-107,2,G. Antetokounmpo makes 2-pt shot from 18 ft
6:24.0,Philadelphia full timeout,,98-107,,
6:24.0,,,98-107,,J. Parker enters the game for J. Terry
6:13.0,Turnover by J. Embiid (bad pass; steal by T. Zeller),,98-107,,
6:11.0,,,98-109,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:11.0,Technical foul by J. Embiid (drawn by T. Zeller),,98-109,,
6:11.0,,,98-110,1,T. Zeller makes free throw 1 of 1
6:11.0,,,98-110,,J. Henson enters the game for T. Zeller
5:56.0,,,98-110,,Turnover by J. Henson (turnover)
5:38.0,Turnover by J. Redick (bad pass; steal by K. Middleton),,98-110,,
5:25.0,,,98-112,2,E. Bledsoe makes 2-pt shot from 17 ft
5:10.0,D. Saric makes 2-pt shot from 3 ft (assist by B. Simmons),2,100-112,,
4:49.0,,,100-114,2,J. Henson makes 2-pt shot from 7 ft (assist by E. Bledsoe)
4:36.0,Shooting foul by G. Antetokounmpo (drawn by J. Embiid),,100-114,,
4:36.0,J. Embiid makes free throw 1 of 2,1,101-114,,
4:36.0,J. Embiid makes free throw 2 of 2,1,102-114,,
4:11.0,,,102-114,,G. Antetokounmpo misses 2-pt shot from 14 ft
4:11.0,,,102-114,,Offensive rebound by Team
4:11.0,,,102-114,,Turnover by Team (shot clock)
4:01.0,Turnover by J. Redick (bad pass; steal by K. Middleton),,102-114,,
3:46.0,,,102-114,,Shooting foul by J. Embiid (drawn by J. Parker)
3:46.0,,,102-114,,J. Parker misses free throw 1 of 2
3:46.0,,,102-114,,Offensive rebound by Team
3:46.0,,,102-114,,J. Terry enters the game for G. Antetokounmpo
3:46.0,,,102-114,,J. Parker misses free throw 2 of 2
3:43.0,Defensive rebound by J. Embiid,,102-114,,
3:38.0,J. Embiid misses 3-pt shot from 25 ft,,102-114,,
3:36.0,,,102-114,,Defensive rebound by J. Parker
3:15.0,,,102-114,,J. Parker misses 3-pt shot from 23 ft
3:14.0,,,102-114,,Offensive rebound by J. Henson
3:12.0,,,102-116,2,J. Henson makes 2-pt shot from 2 ft
3:11.0,Philadelphia full timeout,,102-116,,
3:11.0,,,102-116,,G. Antetokounmpo enters the game for J. Terry
2:59.0,Turnover by B. Simmons (bad pass; steal by E. Bledsoe),,102-116,,
2:49.0,Personal take foul by J. Redick (drawn by E. Bledsoe),,102-116,,
2:49.0,,,102-116,,J. Terry enters the game for J. Henson
2:49.0,M. Belinelli enters the game for J. Redick,,102-116,,
2:49.0,E. Ilyasova enters the game for J. Embiid,,102-116,,
2:49.0,T. McConnell enters the game for B. Simmons,,102-116,,
2:42.0,,,102-116,,Offensive foul by E. Bledsoe (drawn by R. Covington)
2:42.0,,,102-116,,Turnover by E. Bledsoe (offensive foul)
2:42.0,A. Johnson enters the game for D. Saric,,102-116,,
2:42.0,T. Luwawu-Cabarrot enters the game for R. Covington,,102-116,,
2:21.0,M. Belinelli makes 2-pt shot from 15 ft (assist by T. McConnell),2,104-116,,
2:21.0,Shooting foul by G. Antetokounmpo (drawn by M. Belinelli),,104-116,,
2:21.0,M. Belinelli makes free throw 1 of 1,1,105-116,,
2:03.0,,,105-116,,K. Middleton misses 2-pt shot from 16 ft
2:00.0,,,105-116,,Offensive rebound by E. Bledsoe
1:43.0,,,105-116,,J. Terry misses 3-pt shot from 23 ft
1:41.0,Defensive rebound by A. Johnson,,105-116,,
1:32.0,T. Luwawu-Cabarrot makes 3-pt shot from 27 ft (assist by T. McConnell),3,108-116,,
1:32.0,,,108-116,,Milwaukee full timeout
1:15.0,,,108-116,,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Antetokounmpo)
1:15.0,,,108-116,,G. Antetokounmpo misses free throw 1 of 2
1:15.0,,,108-116,,Offensive rebound by Team
1:15.0,,,108-116,,J. Henson enters the game for J. Parker
1:15.0,,,108-117,1,G. Antetokounmpo makes free throw 2 of 2
1:05.0,T. McConnell makes 2-pt shot from 11 ft,2,110-117,,
0:54.0,Personal foul by E. Ilyasova (drawn by E. Bledsoe),,110-117,,
0:54.0,,,110-117,,E. Bledsoe misses free throw 1 of 2
0:54.0,,,110-117,,Offensive rebound by Team
0:54.0,,,110-118,1,E. Bledsoe makes free throw 2 of 2
0:45.0,E. Ilyasova misses 3-pt shot from 26 ft,,110-118,,
0:40.0,,,110-118,,Defensive rebound by G. Antetokounmpo
0:19.0,,,110-118,,Turnover by G. Antetokounmpo (turnover)
