time,Boston,pts.away,score,pts.home,Washington
0:55.0,Boston full timeout,,93-94,,
0:50.0,K. Irving misses 2-pt shot from 13 ft,,93-94,,
0:47.0,,,93-94,,Defensive rebound by O. Porter
0:27.0,,,93-94,,Shooting foul by T. Rozier (drawn by M. Morris)
0:27.0,,,93-95,1,M. Morris makes free throw 1 of 2
0:27.0,,,93-96,1,M. Morris makes free throw 2 of 2
0:21.0,K. Irving makes 2-pt shot from 1 ft,2,95-96,,
0:12.0,Personal take foul by M. Morris (drawn by O. Porter),,95-96,,
0:12.0,,,95-97,1,O. Porter makes free throw 1 of 2
0:12.0,A. Baynes enters the game for K. Irving,,95-97,,
0:12.0,,,95-98,1,O. Porter makes free throw 2 of 2
0:12.0,Boston full timeout,,95-98,,
0:12.0,K. Irving enters the game for A. Baynes,,95-98,,
0:09.0,Shooting foul by M. Morris (drawn by K. Irving),,95-98,,
0:09.0,K. Irving makes free throw 1 of 3,1,96-98,,
0:09.0,K. Irving makes free throw 2 of 3,1,97-98,,
0:09.0,,,97-98,,M. Gortat enters the game for K. Oubre
0:09.0,K. Irving makes free throw 3 of 3,1,98-98,,
0:09.0,,,98-98,,Washington full timeout
0:09.0,,,98-98,,K. Oubre enters the game for M. Gortat
0:01.0,,,98-98,,B. Beal misses 2-pt shot from 14 ft
0:01.0,,,98-98,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: M. Gortat vs. A. Horford (B. Beal gains possession),,,,Jump ball: M. Gortat vs. A. Horford (B. Beal gains possession)
4:42.0,,,98-100,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Morris)
4:21.0,K. Irving makes 2-pt shot from 20 ft,2,100-100,,
3:59.0,,,100-100,,Turnover by M. Morris (bad pass)
3:45.0,Shooting foul by M. Morris (drawn by K. Irving),,100-100,,
3:45.0,,,100-100,,T. Satoransky enters the game for M. Morris
3:45.0,K. Irving makes free throw 1 of 3,1,101-100,,
3:45.0,K. Irving makes free throw 2 of 3,1,102-100,,
3:45.0,D. Theis enters the game for G. Monroe,,102-100,,
3:45.0,K. Irving makes free throw 3 of 3,1,103-100,,
3:36.0,,,103-102,2,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal)
3:36.0,,,103-102,,Shooting foul by J. Brown (drawn by M. Gortat)
3:36.0,,,103-103,1,M. Gortat makes free throw 1 of 1
3:21.0,K. Irving misses 2-pt shot from 6 ft,,103-103,,
3:20.0,,,103-103,,Defensive rebound by M. Gortat
3:11.0,,,103-103,,Turnover by B. Beal (traveling)
2:53.0,Turnover by K. Irving (lost ball; steal by B. Beal),,103-103,,
2:47.0,,,103-103,,B. Beal misses 2-pt shot from 2 ft
2:44.0,,,103-103,,Offensive rebound by T. Satoransky
2:44.0,,,103-103,,T. Satoransky misses 2-pt shot at rim
2:40.0,,,103-103,,Offensive rebound by K. Oubre
2:39.0,,,103-103,,K. Oubre misses 2-pt shot from 1 ft (block by A. Horford)
2:38.0,Defensive rebound by A. Horford,,103-103,,
2:35.0,K. Irving misses 3-pt shot from 25 ft,,103-103,,
2:35.0,Offensive rebound by Team,,103-103,,
2:32.0,J. Brown makes 2-pt shot from 3 ft (assist by K. Irving),2,105-103,,
2:20.0,Personal foul by A. Horford (drawn by M. Gortat),,105-103,,
2:08.0,,,105-103,,M. Gortat misses 2-pt shot from 11 ft
2:04.0,Defensive rebound by D. Theis,,105-103,,
1:53.0,J. Brown misses 2-pt shot from 2 ft (block by T. Satoransky),,105-103,,
1:53.0,Jump ball: T. Satoransky vs. J. Brown (K. Irving gains possession),,,,Jump ball: T. Satoransky vs. J. Brown (K. Irving gains possession)
1:53.0,Defensive rebound by Team,,105-103,,
1:43.0,J. Brown makes 3-pt shot from 23 ft,3,108-103,,
1:33.0,,,108-103,,B. Beal misses 3-pt shot from 24 ft
1:27.0,Defensive rebound by J. Tatum,,108-103,,
1:22.0,Shooting foul by M. Gortat (drawn by D. Theis),,108-103,,
1:22.0,D. Theis misses free throw 1 of 2,,108-103,,
1:22.0,Offensive rebound by Team,,108-103,,
1:22.0,D. Theis misses free throw 2 of 2,,108-103,,
1:20.0,,,108-103,,Defensive rebound by B. Beal
1:20.0,,,108-103,,Washington full timeout
1:15.0,,,108-103,,B. Beal misses 2-pt shot from 1 ft
1:14.0,,,108-103,,Offensive rebound by K. Oubre
1:14.0,,,108-103,,Shooting foul by A. Horford (drawn by K. Oubre)
1:14.0,,,108-103,,K. Oubre misses free throw 1 of 2
1:14.0,,,108-103,,Offensive rebound by Team
1:14.0,,,108-104,1,K. Oubre makes free throw 2 of 2
1:00.0,J. Brown misses 3-pt shot from 24 ft,,108-104,,
0:54.0,,,108-104,,Defensive rebound by M. Gortat
0:47.0,,,108-104,,B. Beal misses 3-pt shot from 25 ft
0:41.0,,,108-104,,Offensive rebound by O. Porter
0:39.0,,,108-104,,O. Porter misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by K. Irving,,108-104,,
0:14.0,Shooting foul by B. Beal (drawn by K. Irving),,108-104,,
0:14.0,K. Irving makes free throw 1 of 2,1,109-104,,
0:14.0,T. Rozier enters the game for D. Theis,,109-104,,
0:14.0,K. Irving makes free throw 2 of 2,1,110-104,,
0:06.0,,,110-104,,O. Porter misses 3-pt shot from 26 ft
0:02.0,,,110-104,,Offensive rebound by T. Satoransky
0:00.0,,,110-104,,T. Satoransky misses 2-pt shot from 16 ft
0:00.0,,,110-104,,Offensive rebound by Team
