time,Golden State,pts.away,score,pts.home,LA Clippers
10:47.0,Defensive rebound by J. Bell,,105-78,,
10:39.0,P. McCaw misses 3-pt shot from 25 ft,,105-78,,
10:35.0,,,105-78,,Defensive rebound by S. Dekker
10:30.0,,,105-78,,Turnover by S. Dekker (bad pass; steal by P. McCaw)
10:23.0,N. Young makes 2-pt shot from 17 ft (assist by J. Bell),2,107-78,,
10:23.0,Shooting foul by C. Williams (drawn by N. Young),,107-78,,
10:23.0,,,107-78,,T. Wallace enters the game for C. Williams
10:23.0,N. Young makes free throw 1 of 1,1,108-78,,
10:01.0,,,108-78,,J. Evans misses 2-pt shot from 2 ft (block by K. Looney)
9:57.0,Defensive rebound by P. McCaw,,108-78,,
9:40.0,N. Young misses 3-pt shot from 26 ft,,108-78,,
9:35.0,,,108-78,,Defensive rebound by M. Harrell
9:35.0,,,108-80,2,J. Evans makes 2-pt shot from 1 ft (assist by M. Harrell)
9:35.0,,,108-80,,Shooting foul by S. Livingston (drawn by J. Evans)
9:35.0,,,108-80,,J. Evans misses free throw 1 of 1
9:33.0,Defensive rebound by J. Bell,,108-80,,
9:12.0,P. McCaw misses 3-pt shot from 27 ft,,108-80,,
9:11.0,Offensive rebound by Team,,108-80,,
9:11.0,Turnover by Team (shot clock),,108-80,,
8:55.0,,,108-80,,J. Evans misses 2-pt shot from 1 ft
8:55.0,Defensive rebound by P. McCaw,,108-80,,
8:36.0,Turnover by K. Looney (lost ball; steal by J. Evans),,108-80,,
8:34.0,,,108-82,2,S. Dekker makes 2-pt shot from 1 ft (assist by J. Evans)
8:34.0,,,108-82,,Shooting foul by N. Young (drawn by S. Dekker)
8:34.0,O. Casspi enters the game for S. Livingston,,108-82,,
8:34.0,,,108-83,1,S. Dekker makes free throw 1 of 1
8:09.0,J. Bell misses 3-pt shot from 27 ft,,108-83,,
8:09.0,,,108-83,,Defensive rebound by W. Reed
8:02.0,,,108-85,2,M. Harrell makes 2-pt shot from 1 ft (assist by J. Evans)
8:02.0,Golden State full timeout,,108-85,,
7:45.0,N. Young misses 3-pt shot from 27 ft,,108-85,,
7:41.0,,,108-85,,Defensive rebound by T. Wallace
7:32.0,,,108-85,,M. Harrell misses 2-pt shot from 2 ft
7:29.0,Defensive rebound by J. Bell,,108-85,,
7:17.0,O. Casspi misses 2-pt shot at rim,,108-85,,
7:15.0,,,108-85,,Defensive rebound by W. Reed
7:10.0,,,108-85,,S. Dekker misses 2-pt shot from 2 ft
7:08.0,Defensive rebound by N. Young,,108-85,,
6:57.0,O. Casspi makes 2-pt shot from 1 ft,2,110-85,,
6:36.0,,,110-85,,J. Evans misses 2-pt shot from 16 ft
6:32.0,Defensive rebound by O. Casspi,,110-85,,
6:21.0,Shooting foul by M. Harrell (drawn by J. Bell),,110-85,,
6:21.0,J. Bell makes free throw 1 of 2,1,111-85,,
6:21.0,J. Bell misses free throw 2 of 2,,111-85,,
6:18.0,,,111-85,,Defensive rebound by M. Harrell
6:10.0,,,111-85,,T. Wallace misses 2-pt shot from 8 ft (block by J. Bell)
6:06.0,Defensive rebound by J. Bell,,111-85,,
6:05.0,Shooting foul by M. Harrell (drawn by K. Looney),,111-85,,
6:05.0,K. Looney makes free throw 1 of 2,1,112-85,,
6:05.0,K. Looney makes free throw 2 of 2,1,113-85,,
5:51.0,,,113-85,,T. Wallace misses 2-pt shot from 8 ft (block by K. Looney)
5:49.0,,,113-85,,Offensive rebound by J. Evans
5:45.0,,,113-88,3,T. Wallace makes 3-pt shot from 24 ft (assist by J. Evans)
5:31.0,Turnover by J. Bell (bad pass; steal by S. Dekker),,113-88,,
5:29.0,,,113-88,,Shooting foul by J. Bell (drawn by T. Wallace)
5:29.0,,,113-89,1,T. Wallace makes free throw 1 of 2
5:29.0,,,113-90,1,T. Wallace makes free throw 2 of 2
5:11.0,K. Looney makes 2-pt shot from 2 ft (assist by J. Bell),2,115-90,,
4:50.0,,,115-90,,M. Harrell misses 2-pt shot from 17 ft
4:46.0,Defensive rebound by K. Looney,,115-90,,
4:39.0,Turnover by O. Casspi (lost ball; steal by T. Wallace),,115-90,,
4:39.0,Personal foul by P. McCaw (drawn by J. Evans),,115-90,,
4:39.0,J. McGee enters the game for K. Looney,,115-90,,
4:22.0,,,115-92,2,S. Dekker makes 2-pt shot from 1 ft (assist by M. Harrell)
4:05.0,O. Casspi misses 2-pt shot from 8 ft,,115-92,,
4:02.0,,,115-92,,Defensive rebound by S. Dekker
3:45.0,,,115-92,,Turnover by M. Harrell (lost ball; steal by N. Young)
3:45.0,Turnover by N. Young (step out of bounds),,115-92,,
3:45.0,,,115-92,,LA Clippers full timeout
3:45.0,,,115-92,,S. Thornwell enters the game for M. Harrell
3:27.0,,,115-94,2,T. Wallace makes 2-pt shot from 1 ft
3:08.0,J. McGee misses 2-pt shot from 6 ft,,115-94,,
3:05.0,,,115-94,,Defensive rebound by W. Reed
2:54.0,,,115-96,2,W. Reed makes 2-pt shot from 6 ft
2:33.0,N. Young makes 2-pt shot from 12 ft,2,117-96,,
2:11.0,,,117-96,,S. Thornwell misses 2-pt shot at rim (block by J. McGee)
2:07.0,Defensive rebound by N. Young,,117-96,,
2:00.0,O. Casspi makes 2-pt shot from 1 ft (assist by J. Bell),2,119-96,,
2:00.0,,,119-96,,LA Clippers full timeout
1:40.0,,,119-96,,S. Dekker misses 2-pt shot from 1 ft
1:37.0,Defensive rebound by P. McCaw,,119-96,,
1:33.0,Turnover by O. Casspi (lost ball; steal by S. Thornwell),,119-96,,
1:30.0,,,119-98,2,J. Evans makes 2-pt shot from 1 ft (assist by S. Thornwell)
1:30.0,,,119-98,,Shooting foul by P. McCaw (drawn by J. Evans)
1:30.0,,,119-99,1,J. Evans makes free throw 1 of 1
1:21.0,Turnover by J. Bell (bad pass; steal by T. Wallace),,119-99,,
1:17.0,,,119-101,2,S. Thornwell makes 2-pt shot at rim (assist by T. Wallace)
0:59.0,Turnover by O. Casspi (bad pass; steal by T. Wallace),,119-101,,
0:55.0,,,119-103,2,S. Thornwell makes 2-pt shot from 1 ft (assist by J. Evans)
0:55.0,,,119-103,,Shooting foul by J. Bell (drawn by S. Thornwell)
0:55.0,,,119-103,,S. Thornwell misses free throw 1 of 1
0:50.0,,,119-103,,Offensive rebound by W. Reed
0:50.0,,,119-105,2,J. Evans makes 2-pt shot from 11 ft
0:35.0,J. McGee makes 2-pt shot from 18 ft (assist by J. Bell),2,121-105,,
0:23.0,,,121-105,,T. Wallace misses 2-pt shot from 13 ft
0:19.0,,,121-105,,Offensive rebound by S. Thornwell
0:12.0,,,121-105,,T. Wallace misses 2-pt shot from 2 ft (block by J. McGee)
0:12.0,Defensive rebound by J. Bell,,121-105,,
