time,Cleveland,pts.away,score,pts.home,Atlanta
3:23.0,Offensive rebound by J. Green,,111-108,,
3:16.0,J. Green makes 2-pt shot from 1 ft (assist by K. Love),2,113-108,,
3:04.0,,,113-108,,K. Bazemore misses 3-pt shot from 25 ft
3:01.0,,,113-108,,Offensive rebound by Team
3:01.0,,,113-108,,Atlanta full timeout
2:59.0,,,113-110,2,K. Bazemore makes 2-pt shot from 1 ft (assist by M. Belinelli)
2:45.0,,,113-110,,Personal foul by D. Bembry (drawn by L. James)
2:38.0,J. Green misses 3-pt shot from 25 ft,,113-110,,
2:37.0,,,113-110,,Defensive rebound by Team
2:37.0,Loose ball foul by K. Love (drawn by E. Ilyasova),,113-110,,
2:37.0,,,113-111,1,E. Ilyasova makes free throw 1 of 2
2:37.0,D. Wade enters the game for J. Crowder,,113-111,,
2:37.0,K. Korver enters the game for J. Green,,113-111,,
2:37.0,,,113-112,1,E. Ilyasova makes free throw 2 of 2
2:21.0,Offensive foul by D. Wade (drawn by D. Bembry),,113-112,,
2:21.0,Turnover by D. Wade (offensive foul),,113-112,,
2:11.0,,,113-112,,D. Schroder misses 2-pt shot from 20 ft
2:08.0,Defensive rebound by K. Love,,113-112,,
1:48.0,L. James makes 3-pt shot from 25 ft,3,116-112,,
1:38.0,,,116-112,,Turnover by D. Bembry (bad pass; steal by D. Wade)
1:14.0,D. Wade makes 2-pt shot from 7 ft (assist by L. James),2,118-112,,
1:05.0,,,118-112,,E. Ilyasova misses 3-pt shot from 24 ft
1:01.0,Defensive rebound by L. James,,118-112,,
0:43.0,Shooting foul by D. Bembry (drawn by L. James),,118-112,,
0:43.0,L. James misses free throw 1 of 2,,118-112,,
0:43.0,Offensive rebound by Team,,118-112,,
0:43.0,,,118-112,,M. Plumlee enters the game for M. Belinelli
0:43.0,L. James makes free throw 2 of 2,1,119-112,,
0:43.0,,,119-112,,Atlanta full timeout
0:43.0,,,119-112,,M. Belinelli enters the game for M. Plumlee
0:43.0,J. Green enters the game for K. Love,,119-112,,
0:34.0,,,119-114,2,D. Schroder makes 2-pt shot from 1 ft
0:30.0,,,119-114,,Personal take foul by D. Bembry (drawn by L. James)
0:30.0,L. James misses free throw 1 of 2,,119-114,,
0:30.0,Offensive rebound by Team,,119-114,,
0:30.0,,,119-114,,T. Cavanaugh enters the game for D. Bembry
0:30.0,L. James makes free throw 2 of 2,1,120-114,,
0:24.0,,,120-114,,D. Schroder misses 2-pt shot from 1 ft (block by L. James)
0:21.0,Defensive rebound by J. Green,,120-114,,
0:21.0,,,120-114,,Personal take foul by M. Belinelli (drawn by D. Wade)
0:21.0,D. Wade misses free throw 1 of 2,,120-114,,
0:21.0,Offensive rebound by Team,,120-114,,
0:21.0,D. Wade makes free throw 2 of 2,1,121-114,,
0:20.0,,,121-114,,Atlanta full timeout
0:17.0,,,121-114,,M. Belinelli misses 3-pt shot from 25 ft
0:13.0,,,121-114,,Offensive rebound by D. Schroder
0:11.0,,,121-114,,T. Cavanaugh misses 3-pt shot from 24 ft (block by D. Wade)
0:05.0,Defensive rebound by J. Smith,,121-114,,
