time,Boston,pts.away,score,pts.home,Miami
1:51.0,Personal foul by J. Brown (drawn by D. Waiters),,92-97,,
1:35.0,,,92-97,,D. Waiters misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by J. Brown,,92-97,,
1:32.0,Turnover by J. Brown (bad pass),,92-97,,
1:11.0,,,92-97,,D. Waiters misses 2-pt shot from 5 ft
1:10.0,,,92-97,,Offensive rebound by H. Whiteside
1:10.0,,,92-99,2,H. Whiteside makes 2-pt shot at rim
1:10.0,Boston full timeout,,92-99,,
1:10.0,,,92-99,,J. Winslow enters the game for T. Johnson
1:10.0,T. Rozier enters the game for J. Brown,,92-99,,
0:58.0,K. Irving makes 2-pt shot from 1 ft,2,94-99,,
0:38.0,,,94-99,,D. Waiters misses 3-pt shot from 25 ft
0:37.0,,,94-99,,Offensive rebound by Team
0:37.0,,,94-99,,Miami full timeout
0:35.0,,,94-101,2,D. Waiters makes 2-pt shot from 1 ft (assist by J. Richardson)
0:29.0,K. Irving misses 2-pt shot from 9 ft,,94-101,,
0:29.0,Offensive rebound by K. Irving,,94-101,,
0:29.0,K. Irving makes 2-pt shot from 9 ft,2,96-101,,
0:28.0,Personal foul by T. Rozier (drawn by G. Dragic),,96-101,,
0:28.0,Personal foul by T. Rozier (drawn by G. Dragic),,96-101,,
0:28.0,,,96-102,1,G. Dragic makes free throw 1 of 2
0:28.0,J. Brown enters the game for M. Smart,,96-102,,
0:28.0,,,96-103,1,G. Dragic makes free throw 2 of 2
0:23.0,K. Irving makes 2-pt shot from 1 ft,2,98-103,,
0:23.0,Personal foul by J. Brown (drawn by G. Dragic),,98-103,,
0:23.0,M. Smart enters the game for J. Brown,,98-103,,
0:23.0,,,98-103,,G. Dragic misses free throw 1 of 2
0:23.0,,,98-103,,Offensive rebound by Team
0:23.0,,,98-104,1,G. Dragic makes free throw 2 of 2
0:12.0,T. Rozier misses 3-pt shot from 24 ft,,98-104,,
0:05.0,,,98-104,,Defensive rebound by J. Winslow
