time,LA Lakers,pts.away,score,pts.home,Memphis
2:35.0,,,90-87,,Offensive rebound by M. Gasol
2:19.0,,,90-89,2,J. Martin makes 2-pt shot from 1 ft
1:57.0,J. Randle makes 2-pt shot at rim (assist by L. Ball),2,92-89,,
1:41.0,,,92-89,,M. Gasol misses 3-pt shot from 26 ft
1:36.0,Defensive rebound by J. Randle,,92-89,,
1:16.0,J. Randle misses 2-pt shot from 2 ft,,92-89,,
1:15.0,,,92-89,,Defensive rebound by M. Gasol
1:05.0,,,92-89,,A. Harrison misses 2-pt shot from 1 ft
1:02.0,Defensive rebound by B. Lopez,,92-89,,
0:57.0,LA Lakers full timeout,,92-89,,
0:57.0,,,92-89,,Technical foul by A. Harrison
0:57.0,K. Caldwell-Pope makes technical free throw,1,93-89,,
0:45.0,K. Kuzma makes 3-pt shot from 26 ft,3,96-89,,
0:44.0,,,96-89,,Memphis full timeout
0:39.0,,,96-92,3,D. Brooks makes 3-pt shot from 25 ft (assist by A. Harrison)
0:36.0,,,96-92,,Personal take foul by A. Harrison (drawn by L. Ball)
0:36.0,L. Ball misses free throw 1 of 2,,96-92,,
0:36.0,Offensive rebound by Team,,96-92,,
0:36.0,L. Ball misses free throw 2 of 2,,96-92,,
0:34.0,,,96-92,,Defensive rebound by J. Martin
0:22.0,,,96-92,,D. Brooks misses 3-pt shot from 25 ft
0:20.0,Defensive rebound by J. Randle,,96-92,,
0:20.0,,,96-92,,Personal foul by J. Green (drawn by J. Randle)
0:20.0,J. Randle makes free throw 1 of 2,1,97-92,,
0:20.0,J. Randle makes free throw 2 of 2,1,98-92,,
0:20.0,,,98-92,,Memphis full timeout
0:16.0,Personal foul by J. Randle (drawn by M. Gasol),,98-92,,
0:16.0,,,98-92,,M. Gasol misses free throw 1 of 2
0:16.0,,,98-92,,Offensive rebound by Team
0:16.0,,,98-93,1,M. Gasol makes free throw 2 of 2
0:15.0,,,98-93,,Personal take foul by J. Green (drawn by K. Kuzma)
0:15.0,,,98-93,,W. Selden enters the game for J. Green
0:15.0,K. Kuzma makes free throw 1 of 2,1,99-93,,
0:15.0,K. Kuzma makes free throw 2 of 2,1,100-93,,
0:10.0,,,100-93,,D. Brooks misses 3-pt shot from 27 ft
0:04.0,,,100-93,,Offensive rebound by J. Martin
0:03.0,,,100-93,,A. Harrison misses 3-pt shot from 22 ft
0:01.0,Defensive rebound by K. Caldwell-Pope,,100-93,,
