time,Orlando,pts.away,score,pts.home,Indiana
2:22.0,M. Hezonja enters the game for B. Biyombo,,106-111,,
2:22.0,,,106-111,,D. Sabonis misses free throw 1 of 1
2:20.0,Defensive rebound by A. Gordon,,106-111,,
2:03.0,Shooting foul by T. Young (drawn by E. Payton),,106-111,,
2:03.0,E. Payton makes free throw 1 of 2,1,107-111,,
2:03.0,E. Payton makes free throw 2 of 2,1,108-111,,
1:46.0,,,108-113,2,V. Oladipo makes 2-pt shot at rim
1:36.0,E. Payton makes 2-pt shot from 1 ft,2,110-113,,
1:15.0,,,110-113,,V. Oladipo misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by M. Hezonja,,110-113,,
1:03.0,M. Hezonja misses 3-pt shot from 27 ft,,110-113,,
0:59.0,,,110-113,,Defensive rebound by V. Oladipo
0:38.0,,,110-113,,V. Oladipo misses 2-pt shot from 18 ft
0:35.0,,,110-113,,Offensive rebound by L. Stephenson
0:32.0,,,110-113,,L. Stephenson misses 2-pt shot at rim (block by J. Simmons)
0:32.0,Defensive rebound by A. Gordon,,110-113,,
0:22.0,E. Fournier makes 2-pt shot at rim,2,112-113,,
0:22.0,,,112-113,,Indiana full timeout
0:22.0,,,112-113,,D. Collison enters the game for L. Stephenson
0:22.0,,,112-113,,B. Bogdanovic enters the game for T. Young
0:22.0,W. Iwundu enters the game for J. Simmons,,112-113,,
0:22.0,,,112-113,,Indiana full timeout
0:22.0,S. Mack enters the game for W. Iwundu,,112-113,,
0:21.0,Personal foul by A. Gordon (drawn by C. Joseph),,112-113,,
0:20.0,Personal foul by E. Payton (drawn by D. Sabonis),,112-113,,
0:20.0,,,112-113,,D. Sabonis misses free throw 1 of 2
0:20.0,,,112-113,,Offensive rebound by Team
0:20.0,,,112-113,,L. Stephenson enters the game for D. Collison
0:20.0,,,112-113,,T. Young enters the game for B. Bogdanovic
0:20.0,,,112-114,1,D. Sabonis makes free throw 2 of 2
0:20.0,J. Simmons enters the game for S. Mack,,112-114,,
0:20.0,Orlando full timeout,,112-114,,
0:20.0,B. Biyombo enters the game for M. Hezonja,,112-114,,
0:12.0,A. Gordon misses 2-pt shot from 15 ft,,112-114,,
0:09.0,Offensive rebound by J. Simmons,,112-114,,
0:07.0,Shooting foul by D. Sabonis (drawn by A. Gordon),,112-114,,
0:07.0,A. Gordon misses free throw 1 of 2,,112-114,,
0:07.0,Offensive rebound by Team,,112-114,,
0:07.0,A. Gordon misses free throw 2 of 2,,112-114,,
0:05.0,Offensive rebound by E. Fournier,,112-114,,
0:02.0,J. Simmons misses 3-pt shot from 25 ft,,112-114,,
0:02.0,,,112-114,,Defensive rebound by V. Oladipo
