time,New Orleans,pts.away,score,pts.home,Minnesota
2:34.0,C. Diallo makes 2-pt shot from 2 ft (assist by I. Clark),2,91-112,,
2:34.0,Shooting foul by K. Towns (drawn by C. Diallo),,91-112,,
2:34.0,C. Diallo makes free throw 1 of 1,1,92-112,,
2:17.0,,,92-112,,T. Jones misses 2-pt shot from 21 ft
2:12.0,,,92-112,,Offensive rebound by K. Towns
1:56.0,,,92-112,,Turnover by T. Jones (bad pass; steal by D. Cunningham)
1:51.0,I. Clark misses 3-pt shot from 22 ft,,92-112,,
1:46.0,Offensive rebound by D. Cunningham,,92-112,,
1:45.0,,,92-112,,N. Bjelica enters the game for T. Jones
1:45.0,,,92-112,,M. Georges-Hunt enters the game for J. Butler
1:45.0,,,92-112,,A. Brooks enters the game for K. Towns
1:45.0,,,92-112,,C. Aldrich enters the game for T. Gibson
1:45.0,,,92-112,,J. Crawford enters the game for A. Wiggins
1:38.0,,,92-112,,Shooting block foul by N. Bjelica (drawn by C. Diallo)
1:38.0,C. Diallo makes free throw 1 of 2,1,93-112,,
1:38.0,C. Diallo makes free throw 2 of 2,1,94-112,,
1:26.0,,,94-114,2,C. Aldrich makes 2-pt shot from 6 ft
1:18.0,Shooting foul by C. Aldrich (drawn by C. Diallo),,94-114,,
1:18.0,C. Diallo makes free throw 1 of 2,1,95-114,,
1:18.0,C. Diallo makes free throw 2 of 2,1,96-114,,
1:04.0,,,96-114,,M. Georges-Hunt misses 2-pt shot from 21 ft
1:01.0,Defensive rebound by D. Miller,,96-114,,
0:56.0,C. Diallo makes 2-pt shot from 3 ft (assist by J. Nelson),2,98-114,,
0:36.0,,,98-116,2,M. Georges-Hunt makes 2-pt shot from 5 ft
0:26.0,Turnover by J. Nelson (bad pass; steal by M. Georges-Hunt),,98-116,,
0:02.0,,,98-116,,Turnover by Team (shot clock)
