time,Minnesota,pts.away,score,pts.home,Portland
4:28.0,,,86-89,,S. Napier misses 2-pt shot at rim
4:24.0,Defensive rebound by G. Dieng,,86-89,,
4:12.0,J. Crawford misses 3-pt shot from 22 ft,,86-89,,
4:10.0,,,86-89,,Defensive rebound by A. Aminu
4:00.0,Personal foul by J. Crawford (drawn by S. Napier),,86-89,,
4:00.0,N. Bjelica enters the game for J. Crawford,,86-89,,
3:49.0,,,86-92,3,C. McCollum makes 3-pt shot from 25 ft
3:48.0,Minnesota full timeout,,86-92,,
3:34.0,A. Wiggins misses 2-pt shot from 6 ft (block by E. Davis),,86-92,,
3:31.0,,,86-92,,Defensive rebound by A. Aminu
3:26.0,,,86-92,,C. McCollum misses 3-pt shot from 23 ft
3:23.0,,,86-92,,Offensive rebound by E. Davis
3:02.0,,,86-95,3,D. Lillard makes 3-pt shot from 24 ft
2:49.0,Turnover by J. Teague (lost ball; steal by A. Aminu),,86-95,,
2:45.0,,,86-95,,Shooting foul by A. Wiggins (drawn by A. Aminu)
2:45.0,,,86-95,,A. Aminu misses free throw 1 of 2
2:45.0,,,86-95,,Offensive rebound by Team
2:45.0,,,86-96,1,A. Aminu makes free throw 2 of 2
2:36.0,,,86-96,,Personal foul by A. Aminu (drawn by K. Towns)
2:34.0,A. Wiggins makes 3-pt shot from 26 ft (assist by G. Dieng),3,89-96,,
2:17.0,Personal block foul by G. Dieng (drawn by D. Lillard),,89-96,,
2:06.0,,,89-96,,A. Aminu misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by K. Towns,,89-96,,
1:56.0,G. Dieng misses 2-pt shot from 13 ft,,89-96,,
1:53.0,,,89-96,,Defensive rebound by S. Napier
1:38.0,,,89-99,3,D. Lillard makes 3-pt shot from 25 ft
1:38.0,Minnesota full timeout,,89-99,,
1:38.0,J. Crawford enters the game for G. Dieng,,89-99,,
1:33.0,A. Wiggins misses 2-pt shot from 14 ft,,89-99,,
1:30.0,,,89-99,,Defensive rebound by A. Aminu
1:15.0,,,89-99,,D. Lillard misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by K. Towns,,89-99,,
1:06.0,N. Bjelica makes 2-pt shot from 2 ft (assist by J. Teague),2,91-99,,
1:05.0,Personal foul by K. Towns (drawn by D. Lillard),,91-99,,
1:05.0,,,91-100,1,D. Lillard makes free throw 1 of 2
1:05.0,,,91-100,,E. Turner enters the game for E. Davis
1:05.0,,,91-101,1,D. Lillard makes free throw 2 of 2
0:58.0,Turnover by A. Wiggins (lost ball; steal by C. McCollum),,91-101,,
0:58.0,Personal take foul by A. Wiggins (drawn by C. McCollum),,91-101,,
0:58.0,,,91-102,1,C. McCollum makes free throw 1 of 2
0:58.0,,,91-103,1,C. McCollum makes free throw 2 of 2
0:58.0,Minnesota full timeout,,91-103,,
0:54.0,A. Wiggins makes 3-pt shot from 26 ft,3,94-103,,
0:48.0,Personal foul by A. Wiggins (drawn by S. Napier),,94-103,,
0:48.0,T. Jones enters the game for A. Wiggins,,94-103,,
0:48.0,,,94-104,1,S. Napier makes free throw 1 of 2
0:48.0,,,94-104,,S. Napier misses free throw 2 of 2
0:46.0,Defensive rebound by N. Bjelica,,94-104,,
0:32.0,J. Teague makes 3-pt shot from 25 ft (assist by T. Jones),3,97-104,,
0:30.0,Personal foul by K. Towns (drawn by D. Lillard),,97-104,,
0:30.0,,,97-105,1,D. Lillard makes free throw 1 of 2
0:30.0,,,97-106,1,D. Lillard makes free throw 2 of 2
0:24.0,J. Teague makes 2-pt shot from 1 ft,2,99-106,,
0:19.0,Personal take foul by T. Jones (drawn by S. Napier),,99-106,,
0:19.0,,,99-107,1,S. Napier makes free throw 1 of 2
0:19.0,,,99-108,1,S. Napier makes free throw 2 of 2
0:11.0,K. Towns misses 2-pt shot from 2 ft (block by A. Aminu),,99-108,,
0:07.0,,,99-108,,Defensive rebound by Team
