time,Chicago,pts.away,score,pts.home,Milwaukee
6:18.0,D. Valentine misses 2-pt shot from 13 ft,,98-92,,
6:13.0,Offensive rebound by D. Nwaba,,98-92,,
6:13.0,D. Nwaba misses 2-pt shot at rim,,98-92,,
6:13.0,Offensive rebound by D. Nwaba,,98-92,,
6:10.0,D. Nwaba makes 2-pt shot at rim,2,100-92,,
5:50.0,,,100-92,,K. Middleton misses 3-pt shot from 28 ft
5:50.0,,,100-92,,Offensive rebound by Team
5:50.0,,,100-92,,Turnover by Team (shot clock)
5:50.0,J. Holiday enters the game for D. Valentine,,100-92,,
5:35.0,Turnover by K. Dunn (bad pass; steal by E. Bledsoe),,100-92,,
5:31.0,,,100-94,2,E. Bledsoe makes 2-pt shot at rim
5:15.0,K. Dunn misses 3-pt shot from 26 ft,,100-94,,
5:15.0,,,100-94,,Defensive rebound by G. Antetokounmpo
5:10.0,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),,100-94,,
5:02.0,,,100-94,,E. Bledsoe misses 3-pt shot from 25 ft
5:00.0,Defensive rebound by N. Mirotic,,100-94,,
4:54.0,N. Mirotic makes 3-pt shot from 27 ft (assist by K. Dunn),3,103-94,,
4:53.0,,,103-94,,Milwaukee full timeout
4:40.0,,,103-97,3,T. Snell makes 3-pt shot from 25 ft (assist by E. Bledsoe)
4:24.0,K. Dunn misses 2-pt shot from 1 ft,,103-97,,
4:22.0,,,103-97,,Defensive rebound by K. Middleton
4:18.0,Personal foul by K. Dunn (drawn by M. Brogdon),,103-97,,
4:04.0,Personal foul by N. Mirotic (drawn by E. Bledsoe),,103-97,,
3:53.0,,,103-97,,Turnover by G. Antetokounmpo (lost ball; steal by B. Portis)
3:38.0,J. Holiday misses 2-pt shot from 5 ft,,103-97,,
3:38.0,,,103-97,,Defensive rebound by Team
3:25.0,,,103-97,,K. Middleton misses 3-pt shot from 23 ft
3:25.0,Defensive rebound by K. Dunn,,103-97,,
3:15.0,K. Dunn makes 2-pt shot from 3 ft,2,105-97,,
3:05.0,Personal foul by K. Dunn (drawn by E. Bledsoe),,105-97,,
2:56.0,,,105-97,,Turnover by E. Bledsoe (lost ball; steal by K. Dunn)
2:54.0,Shooting foul by M. Brogdon (drawn by J. Holiday),,105-97,,
2:54.0,J. Holiday makes free throw 1 of 2,1,106-97,,
2:54.0,J. Holiday makes free throw 2 of 2,1,107-97,,
2:33.0,,,107-97,,T. Snell misses 3-pt shot from 23 ft
2:29.0,Defensive rebound by D. Nwaba,,107-97,,
2:17.0,K. Dunn misses 3-pt shot from 28 ft,,107-97,,
2:14.0,,,107-97,,Defensive rebound by E. Bledsoe
2:11.0,Personal foul by D. Nwaba (drawn by G. Antetokounmpo),,107-97,,
2:11.0,,,107-97,,G. Antetokounmpo misses free throw 1 of 2
2:11.0,,,107-97,,Offensive rebound by Team
2:11.0,,,107-98,1,G. Antetokounmpo makes free throw 2 of 2
1:56.0,N. Mirotic misses 3-pt shot from 27 ft,,107-98,,
1:56.0,Offensive rebound by D. Nwaba,,107-98,,
1:51.0,D. Nwaba makes 2-pt shot at rim,2,109-98,,
1:45.0,,,109-101,3,G. Antetokounmpo makes 3-pt shot from 27 ft (assist by E. Bledsoe)
1:27.0,J. Holiday misses 2-pt shot from 8 ft,,109-101,,
1:27.0,Offensive rebound by B. Portis,,109-101,,
1:24.0,B. Portis misses 2-pt shot from 4 ft (block by T. Snell),,109-101,,
1:24.0,,,109-101,,Defensive rebound by T. Snell
1:13.0,,,109-101,,M. Brogdon misses 3-pt shot from 25 ft
1:11.0,,,109-101,,Offensive rebound by G. Antetokounmpo
1:11.0,,,109-104,3,K. Middleton makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
0:53.0,K. Dunn makes 2-pt shot from 1 ft,2,111-104,,
0:53.0,,,111-104,,Milwaukee full timeout
0:47.0,,,111-104,,K. Middleton misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by D. Nwaba,,111-104,,
0:47.0,,,111-104,,Personal take foul by K. Middleton (drawn by D. Nwaba)
0:47.0,D. Nwaba misses free throw 1 of 2,,111-104,,
0:47.0,Offensive rebound by Team,,111-104,,
0:47.0,D. Nwaba makes free throw 2 of 2,1,112-104,,
0:35.0,,,112-104,,K. Middleton misses 3-pt shot from 26 ft
0:32.0,Defensive rebound by B. Portis,,112-104,,
0:31.0,,,112-104,,Personal foul by M. Brogdon (drawn by N. Mirotic)
0:31.0,N. Mirotic misses free throw 1 of 2,,112-104,,
0:31.0,Offensive rebound by Team,,112-104,,
0:31.0,N. Mirotic misses free throw 2 of 2,,112-104,,
0:29.0,Offensive rebound by B. Portis,,112-104,,
0:27.0,K. Dunn makes 2-pt shot from 1 ft (assist by B. Portis),2,114-104,,
0:22.0,,,114-106,2,M. Brogdon makes 2-pt shot at rim
0:20.0,,,114-106,,Personal take foul by K. Middleton (drawn by B. Portis)
0:20.0,B. Portis misses free throw 1 of 2,,114-106,,
0:20.0,Offensive rebound by Team,,114-106,,
0:20.0,B. Portis makes free throw 2 of 2,1,115-106,,
0:16.0,,,115-106,,M. Dellavedova enters the game for K. Middleton
0:16.0,J. Grant enters the game for K. Dunn,,115-106,,
